,tp,fp,tn,fn,precision,recall,accuracy,inspection_rate,f1_score,mcc
0,5.0,2.0,0.0,3.0,0.7142857142857143,0.625,0.5,0.7,0.6666666666666666,-0.3273268353539886
1,2.0,1.0,1.0,6.0,0.6666666666666666,0.25,0.3,0.3,0.36363636363636365,-0.2182178902359924
2,2.0,1.0,1.0,6.0,0.6666666666666666,0.25,0.3,0.3,0.36363636363636365,-0.2182178902359924
3,2.0,1.0,1.0,6.0,0.6666666666666666,0.25,0.3,0.3,0.36363636363636365,-0.2182178902359924
4,1.0,1.0,1.0,7.0,0.5,0.125,0.2,0.2,0.2,-0.375
5,5.0,2.0,0.0,3.0,0.7142857142857143,0.625,0.5,0.7,0.6666666666666666,-0.3273268353539886
6,4.0,0.0,1.0,4.0,1.0,0.5,0.5555555555555556,0.4444444444444444,0.6666666666666666,0.31622776601683794
7,4.0,1.0,0.0,4.0,0.8,0.5,0.4444444444444444,0.5555555555555556,0.6153846153846154,-0.31622776601683794
8,3.0,0.0,1.0,5.0,1.0,0.375,0.4444444444444444,0.3333333333333333,0.5454545454545454,0.25
9,5.0,1.0,1.0,2.0,0.8333333333333334,0.7142857142857143,0.6666666666666666,0.6666666666666666,0.7692307692307692,0.1889822365046136
10,33.0,10.0,7.0,46.0,0.7561904761904762,0.42142857142857143,0.4211111111111111,0.522097902097902,-0.12453251049113408,
