,idProject,nameProject,productionClass,testCase,isTestRedundancy,isTestRedundancyManual,prediction
10,20.0,c2mon,ConfigurationController,cern.c2mon.daq.common.conf.configurationcontrollertest.testfinddatatagfailure,False,False,False
21,20.0,c2mon,EquipmentMessageSender,cern.c2mon.daq.common.impl.equipmentmessagesendertest.testsendinvalidtagwithvalueconversionboolean2float,False,False,False
24,20.0,c2mon,EquipmentMessageSender,cern.c2mon.daq.common.impl.equipmentmessagesendertest.testsendtagfilterednotconvertable,False,False,False
25,20.0,c2mon,EquipmentMessageSender,cern.c2mon.daq.common.impl.equipmentmessagesendertest.testsendtagfilteredoldupdatesent,False,False,False
36,20.0,c2mon,RequestController,cern.c2mon.daq.common.messaging.impl.requestcontrollertest.testapplychange,False,False,False
53,20.0,c2mon,AbstractTagFacade,cern.c2mon.server.cache.datatag.abstracttagfacadetest.testfilteroutrepeatednull,False,False,False
56,20.0,c2mon,DataTagCache,cern.c2mon.server.cache.datatag.datatagcachetest.testwritelockwithnull,False,False,False
62,20.0,c2mon,ControlTagMapper,cern.c2mon.server.cache.dbaccess.controltagmappertest.testisindb,False,False,False
68,20.0,c2mon,DeviceMapper,cern.c2mon.server.cache.dbaccess.devicemappertest.testisindb,False,False,False
71,20.0,c2mon,EquipmentMapper,cern.c2mon.server.cache.dbaccess.equipmentmappertest.testupdate,False,False,False
105,20.0,c2mon,ConfigurationLoader,cern.c2mon.server.configuration.configurationloadertest.testprocesslistconverter,False,False,False
107,20.0,c2mon,ConfigurationLoader,cern.c2mon.server.configuration.configurationloadertest.testremovedatatag,False,False,False
115,20.0,c2mon,ParseToJSON,cern.c2mon.server.configuration.parser.tojson.parsetojson.parsetagwithdbhardwareaddress,False,False,False
125,20.0,c2mon,SupervisionEventMapper,cern.c2mon.server.history.mapper.supervisioneventmappertest.testlogsupervision,False,False,False
128,20.0,c2mon,TagRecord,cern.c2mon.server.history.structure.tagrecordtest.testencodingwithnulldaqtimestamp,False,False,False
150,20.0,c2mon,DataTagQualityImpl,cern.c2mon.shared.common.datatag.datatagqualityimpltest.teststatusanddescriptioncomparisontrue2,False,False,False
165,20.0,c2mon,Parser,cern.c2mon.shared.rule.parsertest.test1,False,False,False
1,20.0,c2mon,ClientDataTagCacheImpl,cern.c2mon.client.core.cache.clientdatatagcacheimpltest.testhistorymode,False,False,False
3,20.0,c2mon,JmsProxy,cern.c2mon.client.core.jms.jmsproxytest.testreconnectandnotification,False,False,False
16,20.0,c2mon,ProcessConfigurationLoader,cern.c2mon.daq.common.conf.processconfigurationloadertest.testconfigrejectedexception,False,False,False
20,20.0,c2mon,EquipmentMessageSender,cern.c2mon.daq.common.impl.equipmentmessagesendertest.testsendinvalidtagfuturesourcets,False,False,False
22,20.0,c2mon,EquipmentMessageSender,cern.c2mon.daq.common.impl.equipmentmessagesendertest.testsendinvalidtagwithvalueconversionfloat2boolean,False,False,False
23,20.0,c2mon,EquipmentMessageSender,cern.c2mon.daq.common.impl.equipmentmessagesendertest.testsendtagfilteredinvalidtimestamp,False,False,False
42,20.0,c2mon,CounterTimeDeadbandActivator,cern.c2mon.daq.filter.dynamic.countertimedeadbandactivatortest.testonoff,False,False,False
49,20.0,c2mon,PersistenceManager,cern.c2mon.pmanager.persistence.impl.persistencemanagertest.teststoreobjectconnectionfails,False,False,False
57,20.0,c2mon,DataTagFacadeImpl,cern.c2mon.server.cache.datatag.datatagfacadeimpltest.testcreatecacheobjectforsubequipment,False,False,False
64,20.0,c2mon,DataTagMapper,cern.c2mon.server.cache.dbaccess.datatagmappertest.testupdatedatatag,False,False,False
77,20.0,c2mon,RuleTagMapper,cern.c2mon.server.cache.dbaccess.ruletagmappertest.testupdateruletag,False,False,False
80,20.0,c2mon,SubEquipmentMapper,cern.c2mon.server.cache.dbaccess.subequipmentmappertest.testupdateconfig,False,False,False
81,20.0,c2mon,DeviceFacadeImpl,cern.c2mon.server.cache.device.devicefacadeimpltest.testgetdevices,False,False,False
96,20.0,c2mon,ClientRequestMessageConverter,cern.c2mon.server.client.request.clientrequestmessageconvertertest.testconfigurationreportmessageconversion,False,False,False
131,20.0,c2mon,SupervisionTagNotifier,cern.c2mon.server.supervision.impl.supervisiontagnotifiertest.testnotifysubequipmentevent,False,False,False
144,20.0,c2mon,JMXHardwareAddressImpl,cern.c2mon.shared.common.datatag.address.impl.jmxhardwareaddressimpltest.testgetcallmethod,False,False,False
162,20.0,c2mon,MultipleReturnValueRuleExpression,cern.c2mon.shared.rule.multiplereturnvalueruleexpressiontest.testcorrectrules,False,False,False
13,20.0,c2mon,ConfigurationController,cern.c2mon.daq.common.conf.configurationcontrollertest.testremovenonexistentsourcedatatag,False,False,False
30,20.0,c2mon,EquipmentMessageSender,cern.c2mon.daq.common.impl.equipmentmessagesendertest.testsendtagfilteredwithvalueconversionshort2float,False,False,False
47,20.0,c2mon,FallbackFileController,cern.c2mon.pmanager.fallback.fallbackfilecontrollertest.testopenoutputstream,False,False,False
60,20.0,c2mon,CommandTagMapper,cern.c2mon.server.cache.dbaccess.commandtagmappertest.testgetcommandtag,False,False,False
61,20.0,c2mon,CommandTagMapper,cern.c2mon.server.cache.dbaccess.commandtagmappertest.testupdate,False,False,False
75,20.0,c2mon,RuleTagMapper,cern.c2mon.server.cache.dbaccess.ruletagmappertest.testgetnumberitems,False,False,False
78,20.0,c2mon,SubEquipmentMapper,cern.c2mon.server.cache.dbaccess.subequipmentmappertest.testretrieve,False,False,False
86,20.0,c2mon,RuleTagCache,cern.c2mon.server.cache.rule.ruletagcachetest.testgetcopy,False,False,False
92,20.0,c2mon,HeartbeatManagerImpl,cern.c2mon.server.client.heartbeat.heartbeatmanagerimpltest.testlistenernotified,False,False,False
109,20.0,c2mon,ConfigurationLoader,cern.c2mon.server.configuration.configurationloadertest.testremovesubequipment,False,False,False
110,20.0,c2mon,DataTagConfigTransactedImpl,cern.c2mon.server.configuration.handler.transacted.datatagconfigtransactedimpltest.testnotemptyupdatedatatag,False,False,False
113,20.0,c2mon,ConfigurationMapper,cern.c2mon.server.configuration.mybatis.configurationmappertest.testgetconfigname,False,False,False
114,20.0,c2mon,ParseToJSON,cern.c2mon.server.configuration.parser.tojson.parsetojson.parsecrudconfiguration,False,False,False
116,20.0,c2mon,ParseToJSON,cern.c2mon.server.configuration.parser.tojson.parsetojson.parsetagwithdiphardwareaddress,False,False,False
139,20.0,c2mon,TransferTagImpl,cern.c2mon.shared.client.tag.transfertagimpltest.testpublicationstransfer,False,False,False
142,20.0,c2mon,TransferTagValueImpl,cern.c2mon.shared.client.tag.transfertagvalueimpltest.testlongbackwardscompatibility,False,False,False
148,20.0,c2mon,DataTagQualityImpl,cern.c2mon.shared.common.datatag.datatagqualityimpltest.testisvalid,False,False,False
7,20.0,c2mon,TagImpl,cern.c2mon.client.core.tag.tagimpltest.retrievetopicname,False,False,False
9,20.0,c2mon,ConfigurationController,cern.c2mon.daq.common.conf.configurationcontrollertest.testaddsubequipmentunitsuccess,False,False,False
29,20.0,c2mon,EquipmentMessageSender,cern.c2mon.daq.common.impl.equipmentmessagesendertest.testsendtagfilteredwithvalueconversionshort2boolean,False,False,False
31,20.0,c2mon,EquipmentMessageSender,cern.c2mon.daq.common.impl.equipmentmessagesendertest.testsendvalidinvalidtagtimedeadbandenabled,False,False,False
46,20.0,c2mon,FallbackFileController,cern.c2mon.pmanager.fallback.fallbackfilecontrollertest.testcloseoutputstream,False,False,False
