,idProject,nameProject,productionClass,testCase,SimilaritiesCoefficient,isEagerTest,isEagerTestManual,prediction
0,20.0,jfreechart,CategoryLineAnnotation,org.jfree.chart.annotations.categorylineannotationtest.testhashcode,0.7260168768361701,False,False,False
3,20.0,jfreechart,TextAnnotation,org.jfree.chart.annotations.textannotationtest.testchangeevents,0.3500029613230102,True,False,False
5,20.0,jfreechart,XYBoxAnnotation,org.jfree.chart.annotations.xyboxannotationtest.testdrawwithnullinfo,0.3727915873176997,True,True,True
6,20.0,jfreechart,XYBoxAnnotation,org.jfree.chart.annotations.xyboxannotationtest.testequals,0.5841811743859138,False,True,True
8,20.0,jfreechart,XYDrawableAnnotation,org.jfree.chart.annotations.xydrawableannotationtest.testequals,0.7430396551221043,False,True,False
9,20.0,jfreechart,XYDrawableAnnotation,org.jfree.chart.annotations.xydrawableannotationtest.testserialization,0.7538137117987,False,False,False
14,20.0,jfreechart,XYShapeAnnotation,org.jfree.chart.annotations.xyshapeannotationtest.testequals,0.6718342844290581,False,True,True
16,20.0,jfreechart,XYTextAnnotation,org.jfree.chart.annotations.xytextannotationtest.testserialization,0.6112335691145495,False,False,False
19,20.0,jfreechart,AxisLocation,org.jfree.chart.axis.axislocationtest.testserialization,0.6632799459751029,False,False,True
22,20.0,jfreechart,CategoryAxis,org.jfree.chart.axis.categoryaxistest.testcloning2,0.6364951812821681,False,False,True
23,20.0,jfreechart,CategoryAxis,org.jfree.chart.axis.categoryaxistest.testhashcode,0.5179875629042259,False,False,False
24,20.0,jfreechart,CategoryTick,org.jfree.chart.axis.categoryticktest.testcloning,0.6294421388174547,False,False,False
26,20.0,jfreechart,CyclicNumberAxis,org.jfree.chart.axis.cyclicnumberaxistest.testcloning,0.5882781220259966,False,False,True
27,20.0,jfreechart,CyclicNumberAxis,org.jfree.chart.axis.cyclicnumberaxistest.testhashcode,0.5955102066783752,False,False,True
28,20.0,jfreechart,CyclicNumberAxis,org.jfree.chart.axis.cyclicnumberaxistest.testserialization,0.5991396998586902,False,False,False
30,20.0,jfreechart,DateAxis,org.jfree.chart.axis.dateaxistest.testpreviousstandarddatemilliseconda,0.7168909524621956,False,True,False
31,20.0,jfreechart,DateAxis,org.jfree.chart.axis.dateaxistest.testpreviousstandarddatemontha,0.7050391636501342,False,True,True
35,20.0,jfreechart,LogAxis,org.jfree.chart.axis.logaxistest.testtranslatejava2dtovalue,0.3336336120984529,True,True,False
39,20.0,jfreechart,MonthDateFormat,org.jfree.chart.axis.monthdateformattest.testserialization,0.748762142121259,False,False,False
41,20.0,jfreechart,NumberAxis,org.jfree.chart.axis.numberaxistest.testautorange4,0.5793263060473914,False,True,False
42,20.0,jfreechart,NumberAxis,org.jfree.chart.axis.numberaxistest.testsetlowerbound,0.4992480926904702,False,False,False
43,20.0,jfreechart,NumberTickUnit,org.jfree.chart.axis.numbertickunittest.testcloning,0.6475410426550235,False,False,False
44,20.0,jfreechart,PeriodAxisLabelInfo,org.jfree.chart.axis.periodaxislabelinfotest.testequals,0.7491973841223413,False,True,False
46,20.0,jfreechart,PeriodAxis,org.jfree.chart.axis.periodaxistest.test1932146,0.46665434922193,False,False,False
47,20.0,jfreechart,PeriodAxis,org.jfree.chart.axis.periodaxistest.testequals,0.4350239874338149,False,False,False
48,20.0,jfreechart,QuarterDateFormat,org.jfree.chart.axis.quarterdateformattest.testcloning,0.8016457310524835,False,False,False
49,20.0,jfreechart,QuarterDateFormat,org.jfree.chart.axis.quarterdateformattest.testhashcode,0.7954840223304728,False,False,False
50,20.0,jfreechart,QuarterDateFormat,org.jfree.chart.axis.quarterdateformattest.testserialization,0.7980357939146486,False,False,False
53,20.0,jfreechart,SubCategoryAxis,org.jfree.chart.axis.subcategoryaxistest.testhashcode,0.5924616713185464,False,False,True
55,20.0,jfreechart,TickUnits,org.jfree.chart.axis.tickunitstest.testcloning,0.7585183371644584,False,False,False
58,20.0,jfreechart,BlockBorder,org.jfree.chart.block.blockbordertest.testserialization,0.6240276396714057,False,False,True
59,20.0,jfreechart,BlockContainer,org.jfree.chart.block.blockcontainertest.testequals,0.6592979455215104,False,False,False
63,20.0,jfreechart,FlowArrangement,org.jfree.chart.block.flowarrangementtest.testequals,0.5381812333623339,False,True,False
66,20.0,jfreechart,GridArrangement,org.jfree.chart.block.gridarrangementtest.testgridnotfull_ff,0.6625795299785547,False,False,True
67,20.0,jfreechart,GridArrangement,org.jfree.chart.block.gridarrangementtest.testnn,0.6245349766205495,False,False,True
68,20.0,jfreechart,GridArrangement,org.jfree.chart.block.gridarrangementtest.testnullblock_fr,0.6747386962956314,False,False,False
69,20.0,jfreechart,GridArrangement,org.jfree.chart.block.gridarrangementtest.testnullblock_nn,0.6758875412269003,False,False,False
71,20.0,jfreechart,LabelBlock,org.jfree.chart.block.labelblocktest.testserialization,0.578065231428769,False,True,False
