,idProject,nameProject,productionClass,testCase,SimilaritiesCoefficient,probabilityEagerTest,isEagerTest,isEagerTestManual,prediction
0,18.0,querydsl,AbstractEntity,com.querydsl.apt.domain.abstractentitytest.path_is_available,0.0,1.0,True,False,False
1,18.0,querydsl,Delegate,com.querydsl.apt.domain.delegatetest.simpleuser,0.781716337244723,0.218283662755277,False,False,False
3,18.0,querydsl,Entity,com.querydsl.apt.domain.entitytest.inheritance,0.5916978828947872,0.4083021171052128,False,False,False
6,18.0,querydsl,RooEntities,com.querydsl.apt.domain.rooentitiestest.roojpaactiverecord,0.9510344374630684,0.0489655625369315,False,False,False
8,18.0,querydsl,SimpleTypes,com.querydsl.apt.domain.simpletypestest.custom_comparableliteral,0.7291227962830445,0.2708772037169554,False,False,False
10,18.0,querydsl,SimpleTypes,com.querydsl.apt.domain.simpletypestest.skipped_field2,0.7355180744127551,0.2644819255872449,False,False,False
11,18.0,querydsl,EntityExtensions,com.querydsl.apt.entityextensionstest.getaptoptions,0.2150566071781101,0.7849433928218899,True,False,False
12,18.0,querydsl,GenericExporter,com.querydsl.apt.genericexportertest.execute,0.2245606998305173,0.7754393001694826,True,False,False
13,18.0,querydsl,IntegerExtensions,com.querydsl.apt.integerextensionstest.process,0.0,1.0,True,False,False
15,18.0,querydsl,QuerydslAnnotationProcessor,com.querydsl.apt.querydslannotationprocessortest.process_generic13test,0.6720620861708694,0.3279379138291306,False,False,False
17,18.0,querydsl,QuerydslAnnotationProcessor,com.querydsl.apt.querydslannotationprocessortest.process_monitoredcompany,0.5440180589537262,0.4559819410462737,False,False,False
18,18.0,querydsl,QuerydslAnnotationProcessor,com.querydsl.apt.querydslannotationprocessortest.process_queryembedded4,0.6732226853272888,0.3267773146727112,False,False,False
21,18.0,querydsl,BeanSerializer,com.querydsl.codegen.beanserializertest.annotated_property_not_serialized,0.6673406814888507,0.3326593185111492,False,False,False
23,18.0,querydsl,CodegenModule,com.querydsl.codegen.codegenmoduletest.defaultprefix,0.4858370301268317,0.5141629698731682,False,False,False
24,18.0,querydsl,Delegate,com.querydsl.codegen.delegatetest.equals_object,0.9950616982133478,0.0049383017866522,False,False,False
26,18.0,querydsl,EmbeddableSerializer,com.querydsl.codegen.embeddableserializertest.no_package,0.8918959337193505,0.1081040662806495,False,False,False
30,18.0,querydsl,GenericExporter,com.querydsl.codegen.genericexportertest.export,0.7541625643529233,0.2458374356470767,False,False,False
33,18.0,querydsl,QueryTypeFactory,com.querydsl.codegen.querytypefactorytest.prefix_only,0.9450181754064269,0.0549818245935732,False,False,False
34,18.0,querydsl,Serializer,com.querydsl.codegen.serializertest.embeddableserializer,0.7644642763078483,0.2355357236921517,False,False,False
35,18.0,querydsl,TypeFactory,com.querydsl.codegen.typefactorytest.blob,0.3676930137197072,0.6323069862802928,True,False,False
36,18.0,querydsl,TypeFactory,com.querydsl.codegen.typefactorytest.generics_object,0.7283184040877807,0.2716815959122193,False,False,False
37,18.0,querydsl,TypeFactory,com.querydsl.codegen.typefactorytest.generics_wildcard,0.7480398532520242,0.2519601467479758,False,False,False
40,18.0,querydsl,Alias,com.querydsl.collections.aliastest.various1,0.2036141940423778,0.7963858059576221,True,False,False
