,idProject,nameProject,productionClass,testCase,FRNC,isResourceOptimism,isResourceOptimismManual,prediction
269,20.0,admiral,RegistryHostConfigService,com.vmware.admiral.compute.registryhostconfigservicetest.testplainhttpregistriesallowed,0.0,False,False,False
270,20.0,admiral,ComputeInitialBootService,com.vmware.admiral.host.computeinitialbootservicetest.testcontainerhostdatacollectionservicecreatedonstartup,0.0,False,True,False
271,20.0,admiral,ComputeInitialBootService,com.vmware.admiral.host.computeinitialbootservicetest.testdefaultgroupplacementservicecreatedonstartup,0.0,False,True,False
272,20.0,admiral,ComputeInitialBootService,com.vmware.admiral.host.computeinitialbootservicetest.testhostcontainerlistdatacollectionservicecreatedonstartup,0.0,False,True,False
275,20.0,admiral,ContainerImageTagsIT,com.vmware.admiral.host.containerimagetagsit.testfailfornonexistentregistry,0.0,False,False,False
278,20.0,admiral,ProjectInterceptor,com.vmware.admiral.host.interceptor.projectinterceptortest.testcreatecompositecomponentintercept,0.0,False,True,False
279,20.0,admiral,ProjectInterceptor,com.vmware.admiral.host.interceptor.projectinterceptortest.testcreatecontainerdescriptionintercept,0.0,False,False,False
281,20.0,admiral,ProjectInterceptor,com.vmware.admiral.host.interceptor.projectinterceptortest.testcreatecontainervolumedescriptionintercept,0.0,False,True,False
284,20.0,admiral,ProjectInterceptor,com.vmware.admiral.host.interceptor.projectinterceptortest.testgetcontainervolumedescription,0.0,False,True,False
288,20.0,admiral,SchedulerPlacementZoneInterceptor,com.vmware.admiral.host.interceptor.schedulerplacementzoneinterceptortest.testupdateemptydockerpztoschedulerpzshouldpass,0.0,False,False,False
289,20.0,admiral,SchedulerPlacementZoneInterceptor,com.vmware.admiral.host.interceptor.schedulerplacementzoneinterceptortest.testupdateschedulerplacementzonewithtagsshouldfail,0.0,False,False,False
290,20.0,admiral,ManagementHost,com.vmware.admiral.host.managementhosttest.testcredentialsdelete,0.0,True,False,False
295,20.0,admiral,ManagementHost,com.vmware.admiral.host.managementhosttest.testmanagementhostinitializationwithencryptionnoerrors,4.0,True,False,False
297,20.0,admiral,MigrationIT,com.vmware.admiral.host.migrationit.testmigrationservicenotavailable,0.0,False,False,False
302,20.0,admiral,FavoriteImagesService,com.vmware.admiral.image.service.favoriteimagesservicetest.testaddimagetofavoritesnonexistentregistry,0.0,False,False,False
303,20.0,admiral,PopularImagesService,com.vmware.admiral.image.service.popularimagesservicetest.testgetexternalpopularimages,3.0,True,True,False
304,20.0,admiral,EventLogService,com.vmware.admiral.log.eventlogservicetest.testgetsingleeventlog,0.0,False,True,False
305,20.0,admiral,EventLogService,com.vmware.admiral.log.eventlogservicetest.testpost,0.0,False,False,False
306,20.0,admiral,BinpackAffinityHostFilter,com.vmware.admiral.request.allocation.filter.binpackaffinityhostfiltertest.testfilterdoesnotaffecthosts,0.0,False,False,False
307,20.0,admiral,ClusterAntiAffinityHostFilter,com.vmware.admiral.request.allocation.filter.clusterantiaffinityhostfiltertest.testreturninitialhostlistwhennopreviouscontainers,0.0,False,False,False
308,20.0,admiral,ClusterLocalAffinityHostFilter,com.vmware.admiral.request.allocation.filter.clusterlocalaffinityhostfiltertest.testfilterinreservation,0.0,False,False,False
309,20.0,admiral,ClusterLocalAffinityHostFilter,com.vmware.admiral.request.allocation.filter.clusterlocalaffinityhostfiltertest.testfilterwithoutnamedvolumes,0.0,False,False,False
310,20.0,admiral,ClusterServiceLinkAffinityHostFilter,com.vmware.admiral.request.allocation.filter.clusterservicelinkaffinityhostfiltertest.testselecthostwhennoclustering,0.0,False,False,False
311,20.0,admiral,ContainerToNetworkAffinityHostFilter,com.vmware.admiral.request.allocation.filter.containertonetworkaffinityhostfiltertest.testaffinityconstraintstonetworks,0.0,False,False,False
313,20.0,admiral,ContainerToNetworkAffinityHostFilter,com.vmware.admiral.request.allocation.filter.containertonetworkaffinityhostfiltertest.testfiltervchhostsforspecificnetworkmodenull,0.0,False,False,False
315,20.0,admiral,ImplicitDependencyFilter,com.vmware.admiral.request.allocation.filter.implicitdependencyfiltertest.testduplicatehostportswithlineardependencies,0.0,False,False,False
317,20.0,admiral,NamedVolumeAffinityHostFilter,com.vmware.admiral.request.allocation.filter.namedvolumeaffinityhostfiltertest.testfailwhenlocalvolumesshared2,0.0,False,False,False
321,20.0,admiral,ServiceAffinityHostFilter,com.vmware.admiral.request.allocation.filter.serviceaffinityhostfiltertest.testerrorwhenmorethanonecontainersbutdifferenthostsinaffinity,0.0,False,False,False
322,20.0,admiral,ServiceAffinityHostFilter,com.vmware.admiral.request.allocation.filter.serviceaffinityhostfiltertest.testprovisioncontainerwhenanotheralreadyprovisionedandhasaffinityrules,0.0,False,False,False
323,20.0,admiral,ServiceAffinityHostFilter,com.vmware.admiral.request.allocation.filter.serviceaffinityhostfiltertest.testselectcontainerhostwhenmorethanonecontainersinaffinityonthesamehost,0.0,False,False,False
324,20.0,admiral,ServiceAntiAffinityHostFilter,com.vmware.admiral.request.allocation.filter.serviceantiaffinityhostfiltertest.testmorethanonecontainerswithdifferenthostsinaffinity,0.0,False,False,False
325,20.0,admiral,ServiceAntiAffinityHostFilter,com.vmware.admiral.request.allocation.filter.serviceantiaffinityhostfiltertest.testreturninitialhostlistwhennomatchingcontainerdescnamewithantiafinity,0.0,False,False,False
326,20.0,admiral,ServiceAntiAffinityHostFilter,com.vmware.admiral.request.allocation.filter.serviceantiaffinityhostfiltertest.testsoftantiafinity,0.0,False,False,False
327,20.0,admiral,CompositeComponentRemovalTaskService,com.vmware.admiral.request.composition.compositecomponentremovaltaskservicetest.testremovecompositecomponentswithexternalnetwork,0.0,False,False,False
330,20.0,admiral,ContainerAllocationTaskService,com.vmware.admiral.request.containerallocationtaskservicetest.testallocationofcontainerswithaffinityandvolumefrom,0.0,False,True,False
335,20.0,admiral,ContainerDiff,com.vmware.admiral.request.containerdifftest.testequals,0.0,False,False,False
336,20.0,admiral,ContainerHostRemovalTaskService,com.vmware.admiral.request.containerhostremovaltaskservicetest.testcontainerhostremovalresourceoperationcycle,0.0,False,True,False
338,20.0,admiral,ContainerNetworkProvisionTaskService,com.vmware.admiral.request.containernetworkprovisiontaskservicetest.testnetworkprovisioningtaskwithprovidedhostids,0.0,False,True,False
339,20.0,admiral,ContainerRecommendation,com.vmware.admiral.request.containerrecommendationtest.teststaterecommend,0.0,False,False,False
340,20.0,admiral,ContainerRemovalTaskService,com.vmware.admiral.request.containerremovaltaskservicetest.testremoveallocatedonlycontainers,0.0,False,True,False
341,20.0,admiral,ContainerRemovalTaskService,com.vmware.admiral.request.containerremovaltaskservicetest.testremoveapplicationwithscaledcontainer,0.0,False,True,False
343,20.0,admiral,ContainerVolumeProvisionTaskService,com.vmware.admiral.request.containervolumeprovisiontaskservicetest.testvolumeprovisioningtaskwithprovidedhostids,0.0,False,True,False
346,20.0,admiral,PKSClusterProvisioningTaskService,com.vmware.admiral.request.pks.pksclusterprovisioningtaskservicetest.testgetfailedcallbackresponse,0.0,False,False,False
350,20.0,admiral,RequestBrokerService,com.vmware.admiral.request.requestbrokerservicetest.testcompositecomponentwithclusterandlocalcontainervolumerequestlifecycle,0.0,False,True,False
351,20.0,admiral,RequestBrokerService,com.vmware.admiral.request.requestbrokerservicetest.testcompositecomponentwithcontainernetworkrequestlifecycle,0.0,False,True,False
352,20.0,admiral,RequestBrokerService,com.vmware.admiral.request.requestbrokerservicetest.testcompositecomponentwithcontainervolumerequestlifecycle,0.0,False,True,False
353,20.0,admiral,RequestBrokerService,com.vmware.admiral.request.requestbrokerservicetest.testrequestfail,0.0,False,False,False
355,20.0,admiral,RequestBrokerService,com.vmware.admiral.request.requestbrokerservicetest.testrequestlifecyclefailureshouldcleanreservations,0.0,False,True,False
356,20.0,admiral,RequestBrokerService,com.vmware.admiral.request.requestbrokerservicetest.testrequestlifecyclewithcontainernetworkandserviceantiaffinityfilterfailureshouldcleannetworks,0.0,False,True,False
357,20.0,admiral,RequestBrokerService,com.vmware.admiral.request.requestbrokerservicetest.testrequestlifecyclewithcontainernetworkfailureshouldcleannetworks,0.0,False,True,False
358,20.0,admiral,RequestBrokerService,com.vmware.admiral.request.requestbrokerservicetest.testrequestlifecyclewithcontainernetworkshouldcleannetworkstatesonprovisionanddeletionfailure,0.0,False,True,False
360,20.0,admiral,RequestStatusService,com.vmware.admiral.request.requeststatusservicetest.testapicallswithoutauthentication,0.0,False,False,False
363,20.0,admiral,ReservationTaskService,com.vmware.admiral.request.reservationtaskservicetest.testdeploymentpoliciesonhost,0.0,False,True,False
364,20.0,admiral,ReservationTaskService,com.vmware.admiral.request.reservationtaskservicetest.testdeploymentpoliciesonpolicy,0.0,False,True,False
365,20.0,admiral,ReservationTaskService,com.vmware.admiral.request.reservationtaskservicetest.testreservationtasklifecycle,0.0,False,True,False
