,tp,fp,tn,fn,precision,recall,accuracy,inspection_rate,f1_score,mcc
0,13.0,14.0,14.0,6.0,0.48148148148148145,0.6842105263157895,0.574468085106383,0.574468085106383,0.5652173913043478,0.18284091232618838
1,7.0,11.0,17.0,12.0,0.3888888888888889,0.3684210526315789,0.5106382978723404,0.3829787234042553,0.37837837837837834,-0.024669042015651572
2,10.0,16.0,12.0,9.0,0.38461538461538464,0.5263157894736842,0.46808510638297873,0.5531914893617021,0.4444444444444444,-0.04453065715423981
3,10.0,15.0,13.0,9.0,0.4,0.5263157894736842,0.48936170212765956,0.5319148936170213,0.45454545454545453,-0.009243423333081695
4,7.0,16.0,12.0,11.0,0.30434782608695654,0.3888888888888889,0.41304347826086957,0.5,0.34146341463414637,-0.17817416127494962
5,10.0,12.0,15.0,9.0,0.45454545454545453,0.5263157894736842,0.5434782608695652,0.4782608695652174,0.4878048780487805,0.08070002078437537
6,7.0,12.0,15.0,12.0,0.3684210526315789,0.3684210526315789,0.4782608695652174,0.41304347826086957,0.3684210526315789,-0.07602339181286549
7,11.0,16.0,11.0,8.0,0.4074074074074074,0.5789473684210527,0.4782608695652174,0.5869565217391305,0.47826086956521735,-0.01364522417153996
8,8.0,12.0,15.0,11.0,0.4,0.42105263157894735,0.5,0.43478260869565216,0.41025641025641024,-0.023233834511910762
9,10.0,13.0,14.0,9.0,0.43478260869565216,0.5263157894736842,0.5217391304347826,0.5,0.47619047619047616,0.04415107856883479
10,93.0,137.0,138.0,96.0,0.4024490104352805,0.49152046783625736,0.49773358001850143,0.44049827699992344,-0.006182772259484035,
