Type,Project,ModelBalance,tp,fp,tn,fn,precision,recall,accuracy,inspection_rate,f1_score,mcc,auc_pr
cross,wikidata-toolkit.csv,nearmissunder2_adaboost,16.0,141.0,40.0,3.0,0.0979513542013542,0.775,0.278342147574884,0.78008057926728,0.1718357487922705,0.0027893205688166,0.1093729135931148
cross,marine-api.csv,nearmissunder2_adaboost,2.0,44.0,44.0,1.0,0.045,0.2,0.4683441558441558,0.5387987012987013,0.0733333333333333,0.0191315414153556,0.125
cross,undertow.csv,nearmissunder2_adaboost,1.0,1.0,3.0,0.0,0.25,0.3,0.2666666666666666,0.0666666666666666,0.2666666666666666,0.05,0.225
cross,admiral.csv,nearmissunder2_adaboost,41.0,222.0,151.0,12.0,0.1567144158523468,0.7242063492063491,0.4498996760257724,0.6203079506099867,0.2557560853125369,0.1008091572788897,0.1463809779748806
cross,wildfly-maven-plugin.csv,nearmissunder2_adaboost,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.1,0.0,0.0,0.1111111111111111
cross,wro4j.csv,nearmissunder2_adaboost,0.0,223.0,119.0,1.0,0.0,0.0,0.3438413072012736,0.6534559900960238,0.0,-0.0201843356939832,0.0135135135135135
cross,incubator-dubbo.csv,nearmissunder2_adaboost,19.0,260.0,84.0,8.0,0.0688488554867865,0.725,0.2753061026077355,0.7547593741411778,0.1234115659115659,-0.0271046083792455,0.1038696228185431
cross,querydsl.csv,nearmissunder2_adaboost,28.0,258.0,291.0,8.0,0.1017041122138132,0.8083333333333333,0.5440322615396033,0.4908093534880281,0.1757599281549869,0.154379207858363,0.0897006432077079
cross,activiti.csv,nearmissunder2_adaboost,6.0,9.0,4.0,6.0,0.2299999999999999,0.2,0.2357142857142857,0.5380952380952382,0.2055555555555555,-0.1269703256659778,0.5773809523809524
cross,webcollector.csv,nearmissunder2_adaboost,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.1,0.0,0.0,0.1111111111111111
cross,sawmill.csv,nearmissunder2_adaboost,43.0,11.0,7.0,6.0,0.7883333333333333,0.868888888888889,0.7450793650793651,0.7649206349206349,0.8219828537475596,0.0745705769029127,0.8051686507936509
cross,helios.csv,nearmissunder2_adaboost,10.0,51.0,40.0,8.0,0.1709523809523809,0.4499999999999999,0.4579401154401155,0.560523088023088,0.2385714285714285,0.0099977609685696,0.2373789983164983
cross,fastjson.csv,nearmissunder2_adaboost,180.0,263.0,12.0,9.0,0.4038384720842048,0.9505159376003366,0.4103536090488151,0.9561696018663096,0.5652842828437683,-0.0348364012058632,0.5501692590020106
cross,dropwizard.csv,nearmissunder2_adaboost,18.0,182.0,66.0,4.0,0.0850735286833685,0.7107142857142857,0.3066518380478336,0.7407487556319593,0.148531746031746,0.0297309019826017,0.2522143757788015
cross,c2mon.csv,nearmissunder2_adaboost,12.0,110.0,38.0,8.0,0.1026140526140526,0.3549999999999999,0.290762987012987,0.738270202020202,0.1551638712165028,-0.1170617462483185,0.191716162572255
cross,rxjava2-extras.csv,nearmissunder2_adaboost,10.0,49.0,27.0,4.0,0.169563492063492,0.71,0.3983315295815296,0.672564935064935,0.2616300366300366,0.0884446522558931,0.3133775946275946
cross,delight-nashorn-sandbox.csv,nearmissunder2_adaboost,0.0,0.0,1.0,0.0,0.1,0.1,0.1,0.0,0.1,0.0,0.1
cross,alien4cloud.csv,nearmissunder2_adaboost,4.0,37.0,38.0,2.0,0.0866666666666666,0.3333333333333333,0.486111111111111,0.5392857142857143,0.1321428571428571,0.0861008456885858,0.1486111111111111
cross,fluent-logger-java.csv,nearmissunder2_adaboost,0.0,0.0,1.0,1.0,0.1,0.1,0.1,0.0,0.1,0.0,0.2
cross,hutool.csv,nearmissunder2_adaboost,44.0,58.0,17.0,7.0,0.4324814074814075,0.8397619047619047,0.483485680985681,0.8113141025641026,0.5623841354723706,0.0825951553156031,0.5484490925740925
cross,db-scheduler.csv,nearmissunder2_adaboost,2.0,0.0,3.0,3.0,0.3,0.25,0.35,0.1,0.2666666666666666,0.1,0.5555555555555556
cross,timely.csv,nearmissunder2_adaboost,23.0,18.0,6.0,9.0,0.5314285714285714,0.6880952380952381,0.5230952380952381,0.7,0.5606099456099456,0.0099665839027572,0.5661422902494333
cross,vertexium.csv,nearmissunder2_adaboost,20.0,16.0,5.0,43.0,0.5683333333333334,0.3376984126984127,0.3164285714285714,0.4396428571428571,0.4017893217893217,-0.3761637916087982,0.7154347030835126
cross,pippo.csv,nearmissunder2_adaboost,1.0,45.0,14.0,0.0,0.1,0.1,0.2953968253968254,0.737936507936508,0.1,0.1,1.0
