,idProject,nameProject,productionClass,testCase,probabilityEagerTest,isEagerTest,isEagerTestManual,prediction
0,8.0,hutool,BeanPath,cn.hutool.core.bean.beanpathtest.beanpathtest3,0.237071053175957,False,False,False
2,8.0,hutool,BeanUtil,cn.hutool.core.bean.beanutiltest.fillbeanwithmapignorecasetest,0.4837245937198465,False,False,True
4,8.0,hutool,BeanUtil,cn.hutool.core.bean.beanutiltest.trimbeanstrfieldstest,0.5278093003057446,False,False,False
5,8.0,hutool,CollUtil,cn.hutool.core.collection.collutiltest.filtertest,0.4926596253769213,False,True,False
6,8.0,hutool,CollUtil,cn.hutool.core.collection.collutiltest.splittest,0.561034481185757,False,False,True
9,8.0,hutool,VersionComparator,cn.hutool.core.comparator.versioncomparatortest.versioncomparatortes6,0.0731808677646785,False,False,False
10,8.0,hutool,VersionComparator,cn.hutool.core.comparator.versioncomparatortest.versioncomparatortest4,0.0360051394397225,False,False,True
13,8.0,hutool,Convert,cn.hutool.core.convert.converttest.shortandbytestest,0.7646651542892176,True,True,True
14,8.0,hutool,Convert,cn.hutool.core.convert.converttest.tochartest,0.5764721471979055,False,True,True
15,8.0,hutool,Convert,cn.hutool.core.convert.converttest.todatetest,0.6533957990522528,True,True,False
21,8.0,hutool,DateTime,cn.hutool.core.date.datetimetest.mutabletest,0.3496450781164418,False,True,True
22,8.0,hutool,DateTime,cn.hutool.core.date.datetimetest.quartertest,0.3401948623251226,False,True,True
25,8.0,hutool,DateUtil,cn.hutool.core.date.dateutiltest.parsetodatetimetest4,0.3475399644180658,False,True,False
26,8.0,hutool,DateUtil,cn.hutool.core.date.dateutiltest.parsetodatetimetest5,0.3458373433562715,False,True,False
29,8.0,hutool,DateUtil,cn.hutool.core.date.dateutiltest.timertest,0.8407145118795045,True,True,False
30,8.0,hutool,DateUtil,cn.hutool.core.date.dateutiltest.weekofyeartest,0.6096198569487932,True,False,False
34,8.0,hutool,FileUtil,cn.hutool.core.io.fileutiltest.convertlineseparatortest,0.6759232566145701,True,False,False
35,8.0,hutool,FileUtil,cn.hutool.core.io.fileutiltest.filetest,0.524314082242503,False,False,False
36,8.0,hutool,FileUtil,cn.hutool.core.io.fileutiltest.getabsolutepathtest2,0.6229908288706558,True,False,True
37,8.0,hutool,FileUtil,cn.hutool.core.io.fileutiltest.getwebroottest,0.6849779490608023,True,False,False
39,8.0,hutool,FileUtil,cn.hutool.core.io.fileutiltest.renametest,0.6058925257313936,True,False,False
40,8.0,hutool,ClassScaner,cn.hutool.core.lang.classscanertest.scantest,1.0,True,True,True
42,8.0,hutool,Snowflake,cn.hutool.core.lang.snowflaketest.snowflaketest1,0.3728033158723156,False,True,True
46,8.0,hutool,Validator,cn.hutool.core.lang.validatortest.isnumbertest,0.3509733464522969,False,False,False
51,8.0,hutool,CsvParser,cn.hutool.core.text.csv.csvparsertest.parsetest3,0.0124665154807037,False,True,True
53,8.0,hutool,StrBuilder,cn.hutool.core.text.strbuildertest.inserttest,0.1196294720799091,False,False,True
54,8.0,hutool,StrBuilder,cn.hutool.core.text.strbuildertest.inserttest2,0.1275360871040477,False,False,True
56,8.0,hutool,ArrayUtil,cn.hutool.core.util.arrayutiltest.filtertestforeditor,0.5921009681871194,False,True,False
58,8.0,hutool,ArrayUtil,cn.hutool.core.util.arrayutiltest.maxtest,0.7155978829839225,True,False,True
61,8.0,hutool,ClassUtil,cn.hutool.core.util.classutiltest.getdeclaredmethod,0.5194967585353609,False,True,False
62,8.0,hutool,ClassUtil,cn.hutool.core.util.classutiltest.getpublicmethod,0.5215856547174871,False,True,False
63,8.0,hutool,ClassUtil,cn.hutool.core.util.classutiltest.getshortclassnametest,0.5184199609399311,False,False,False
65,8.0,hutool,HexUtil,cn.hutool.core.util.hexutiltest.tounicodehextest,0.4796268963477401,False,False,True
69,8.0,hutool,IdUtil,cn.hutool.core.util.idutiltest.objectidtest,0.5758089197273375,False,False,True
71,8.0,hutool,ImageUtil,cn.hutool.core.util.imageutiltest.converttest,0.268669725265954,False,False,False
72,8.0,hutool,ImageUtil,cn.hutool.core.util.imageutiltest.rotatetest,0.3685790559422418,False,False,True
74,8.0,hutool,ImageUtil,cn.hutool.core.util.imageutiltest.slicebyrowsandcolstest,0.3322371171885293,False,False,True
76,8.0,hutool,NumberUtil,cn.hutool.core.util.numberutiltest.equalstest,0.5194930761200696,False,False,False
77,8.0,hutool,PinyinUtil,cn.hutool.core.util.pinyinutiltest.getallfirstlettertest,0.3050900914216837,False,False,False
82,8.0,hutool,ReUtil,cn.hutool.core.util.reutiltest.ismatchtest,0.7641119941802963,True,False,True
83,8.0,hutool,ReUtil,cn.hutool.core.util.reutiltest.replacetest,0.7870724324294492,True,True,True
84,8.0,hutool,StrUtil,cn.hutool.core.util.strutiltest.cuttest,0.5633436237697845,False,False,False
86,8.0,hutool,StrUtil,cn.hutool.core.util.strutiltest.isblanktest2,0.6120791721837278,True,False,False
90,8.0,hutool,StrUtil,cn.hutool.core.util.strutiltest.splittolongtest,0.6671751661744747,True,True,False
91,8.0,hutool,StrUtil,cn.hutool.core.util.strutiltest.subsufbylengthtest,0.5965964249657265,False,False,False
