,idProject,nameProject,productionClass,testCase,SimilaritiesCoefficient,isEagerTest,isEagerTestManual,prediction
0,5.0,orbit,CloneHelper,cloud.orbit.actors.cloner.clonehelpertest.testmessagewithobjectarraypayload,0.7045070528266459,False,False,False
2,5.0,orbit,ExecutionSerializer,cloud.orbit.actors.executionserializertest.testmulti,0.7539659276640833,False,False,False
3,5.0,orbit,LengthFieldHandler,cloud.orbit.actors.extensions.test.lengthfieldhandlertest.testpartialmessage,0.8602238820935367,False,True,False
4,5.0,orbit,LengthFieldHandler,cloud.orbit.actors.extensions.test.lengthfieldhandlertest.testtwomessages,0.8411983132359099,False,True,False
6,5.0,orbit,ClassPathSearch,cloud.orbit.actors.runtime.classpathsearchtest.testfind,0.6951009254001029,False,False,False
8,5.0,orbit,ClassPathSearch,cloud.orbit.actors.runtime.classpathsearchtest.testutilityfunctions,0.5226578019295796,False,False,False
1,5.0,orbit,ExecutionSerializer,cloud.orbit.actors.executionserializertest.testexception,0.7573204113931133,False,False,False
5,5.0,orbit,ClassPathSearch,cloud.orbit.actors.runtime.classpathsearchtest.testearlyremovalbug,0.8095267719097974,False,False,True
7,5.0,orbit,ClassPathSearch,cloud.orbit.actors.runtime.classpathsearchtest.testfindwithabstractclass,0.8080311491419323,False,False,True
9,5.0,orbit,OnlyIfActivated,cloud.orbit.actors.test.onlyifactivatedtest.onlyifactivatedtest,0.0285235027807347,True,True,False
10,5.0,orbit,ExceptionUtils,cloud.orbit.concurrent.test.exceptionutilstest.testgetcauseinchain,0.9226947769255288,False,False,True
