,tp,fp,tn,fn,precision,recall,accuracy,inspection_rate,f1_score,mcc
0,1.0,122.0,114.0,1.0,0.008130081300813009,0.5,0.4831932773109244,0.5168067226890757,0.016,-0.003096118053578628
1,1.0,119.0,116.0,2.0,0.008333333333333333,0.3333333333333333,0.49159663865546216,0.5042016806722689,0.016260162601626015,-0.03861300893312065
2,2.0,106.0,129.0,0.0,0.018518518518518517,1.0,0.5527426160337553,0.45569620253164556,0.03636363636363636,0.10082402805665791
3,0.0,111.0,124.0,2.0,0.0,0.0,0.5232067510548524,0.46835443037974683,0.0,-0.0865879152765278
4,0.0,105.0,130.0,2.0,0.0,0.0,0.5485232067510548,0.4430379746835443,0.0,-0.0822789518574592
5,0.0,115.0,120.0,2.0,0.0,0.0,0.5063291139240507,0.48523206751054854,0.0,-0.08956742145277678
6,1.0,117.0,118.0,1.0,0.00847457627118644,0.5,0.5021097046413502,0.4978902953586498,0.016666666666666666,0.0003892571393423511
7,1.0,111.0,124.0,1.0,0.008928571428571428,0.5,0.5274261603375527,0.47257383966244726,0.017543859649122806,0.005067927641305429
8,2.0,109.0,126.0,0.0,0.018018018018018018,1.0,0.540084388185654,0.46835443037974683,0.035398230088495575,0.09828898490849101
9,0.0,105.0,130.0,2.0,0.0,0.0,0.5485232067510548,0.4430379746835443,0.0,-0.0822789518574592
10,8.0,1120.0,1231.0,13.0,0.007040309887044074,0.3833333333333333,0.5223735063645711,0.013823255536954742,-0.017785216968512558,
