,idProject,nameProject,productionClass,testCase,SimilaritiesCoefficient,probabilityEagerTest,isEagerTest,isEagerTestManual,prediction
0,16.0,vertexium,EdgeBuilderBase,org.vertexium.edgebuilderbasetest.testhaschangesalteredgelabel,0.581494744634791,0.418505255365209,False,False,True
3,16.0,vertexium,Elasticsearch5SearchIndex,org.vertexium.elasticsearch5.elasticsearch5searchindextest.testqueryexecutioncountwhenscrollingapi,0.3384148765652273,0.6615851234347727,True,True,True
4,16.0,vertexium,Elasticsearch5SearchIndex,org.vertexium.elasticsearch5.elasticsearch5searchindextest.testretrievingverticesfromelasticsearchedge,0.2773673758175337,0.7226326241824663,True,False,True
5,16.0,vertexium,Ascii85,org.vertexium.elasticsearch5.utils.ascii85test.testencode,0.7571428571428571,0.2428571428571428,False,False,True
6,16.0,vertexium,ElementBuilder,org.vertexium.elementbuildertest.testhaschangesproperties,0.7067925191503753,0.2932074808496246,False,False,True
8,16.0,vertexium,SimpleNameSubstitutionStrategy,org.vertexium.id.simplenamesubstitutionstrategytest.testinflatecache,0.5431839931663729,0.4568160068336271,False,False,True
13,16.0,vertexium,ExistingElementMutationImpl,org.vertexium.mutation.existingelementmutationimpltest.testhaschangessoftdeleteproperty,0.6766142380547719,0.323385761945228,False,False,True
14,16.0,vertexium,Range,org.vertexium.rangetest.testhashcode,0.7051632958996898,0.2948367041003101,False,False,True
16,16.0,vertexium,KryoVertexiumSerializer,org.vertexium.serializer.kryo.kryovertexiumserializertest.testlong,0.5137514586083314,0.4862485413916686,False,False,True
17,16.0,vertexium,KryoVertexiumSerializer,org.vertexium.serializer.kryo.kryovertexiumserializertest.testtestclassquick,0.3497124906262995,0.6502875093737004,True,True,True
18,16.0,vertexium,GraphBase,org.vertexium.test.graphtestbase.benchmark,0.1746262750012244,0.8253737249987756,True,True,False
22,16.0,vertexium,GraphBase,org.vertexium.test.graphtestbase.testaddedgewithvisibility,0.3890610299998676,0.6109389700001324,True,True,True
23,16.0,vertexium,GraphBase,org.vertexium.test.graphtestbase.testaddextendeddatarows,0.2996818541501995,0.7003181458498005,True,True,True
24,16.0,vertexium,GraphBase,org.vertexium.test.graphtestbase.testaddvertexwithoutindexing,0.3725776845534517,0.6274223154465483,True,True,True
25,16.0,vertexium,GraphBase,org.vertexium.test.graphtestbase.testaddvertexwithpropertieswithtwodifferentvisibilities,0.4469053317183691,0.5530946682816309,False,True,True
29,16.0,vertexium,GraphBase,org.vertexium.test.graphtestbase.testelementmutationdoesntchangeobjectuntilsave,0.4100950086874097,0.5899049913125902,False,True,True
30,16.0,vertexium,GraphBase,org.vertexium.test.graphtestbase.testemptypropertymutation,0.33299904617317,0.66700095382683,True,False,True
31,16.0,vertexium,GraphBase,org.vertexium.test.graphtestbase.testextendeddatadelete,0.3894406573779231,0.6105593426220769,True,True,True
32,16.0,vertexium,GraphBase,org.vertexium.test.graphtestbase.testextendeddatadifferentvalue,0.3797234704845152,0.6202765295154848,True,True,True
33,16.0,vertexium,GraphBase,org.vertexium.test.graphtestbase.testextendeddataqueryedges,0.2778325096519613,0.7221674903480386,True,True,True
39,16.0,vertexium,GraphBase,org.vertexium.test.graphtestbase.testfindpathexcludelabels,0.3207526047931974,0.6792473952068026,True,True,True
42,16.0,vertexium,GraphBase,org.vertexium.test.graphtestbase.testgetvertexpropertycountbyvalue,0.4042721700105441,0.5957278299894558,False,True,True
43,16.0,vertexium,GraphBase,org.vertexium.test.graphtestbase.testgetverticesinrange,0.3620618966345247,0.6379381033654753,True,True,True
49,16.0,vertexium,GraphBase,org.vertexium.test.graphtestbase.testgraphqueryhaswithspaces,0.3621983647678405,0.6378016352321594,True,True,True
51,16.0,vertexium,GraphBase,org.vertexium.test.graphtestbase.testgraphqueryhidden,0.3088660312087262,0.6911339687912738,True,True,True
53,16.0,vertexium,GraphBase,org.vertexium.test.graphtestbase.testgraphquerypagingforuniqueidssortedorder,0.3621224492355086,0.6378775507644914,True,True,True
55,16.0,vertexium,GraphBase,org.vertexium.test.graphtestbase.testgraphquerysort,0.407274468718257,0.592725531281743,False,True,True
56,16.0,vertexium,GraphBase,org.vertexium.test.graphtestbase.testgraphquerysortonpropertythathasnovaluesintheindex,0.4401330926204525,0.5598669073795475,False,False,True
58,16.0,vertexium,GraphBase,org.vertexium.test.graphtestbase.testgraphqueryvertexnovisibility,0.4206117414059617,0.5793882585940382,False,True,True
60,16.0,vertexium,GraphBase,org.vertexium.test.graphtestbase.testgraphquerywithquerystring,0.4437892080349772,0.5562107919650228,False,True,True
62,16.0,vertexium,GraphBase,org.vertexium.test.graphtestbase.testiteratorwithmorethanpagesizeresultspageone,0.2558501353349244,0.7441498646650756,True,True,True
64,16.0,vertexium,GraphBase,org.vertexium.test.graphtestbase.testmarkhiddenwithvisibilitychange,0.3694886153357116,0.6305113846642884,True,True,True
68,16.0,vertexium,GraphBase,org.vertexium.test.graphtestbase.testpartialupdateofvertex,0.4425205258196821,0.557479474180318,False,True,True
69,16.0,vertexium,GraphBase,org.vertexium.test.graphtestbase.testpartialupdateofvertexpropertykey,0.4167005766792814,0.5832994233207186,False,True,True
70,16.0,vertexium,GraphBase,org.vertexium.test.graphtestbase.testreaddingsoftdeletedvertex,0.4440718985481408,0.5559281014518591,False,True,True
72,16.0,vertexium,GraphBase,org.vertexium.test.graphtestbase.testsaveelementmutations,0.3841183289003894,0.6158816710996106,True,True,True
74,16.0,vertexium,GraphBase,org.vertexium.test.graphtestbase.testsoftdeletepropertythroughmutationwithvisibility,0.4148012279830544,0.5851987720169456,False,True,True
76,16.0,vertexium,GraphBase,org.vertexium.test.graphtestbase.teststoregeocollection,0.1726304522976473,0.8273695477023527,True,True,True
78,16.0,vertexium,GraphBase,org.vertexium.test.graphtestbase.teststoregeorect,0.1571010707954367,0.8428989292045632,True,True,True
79,16.0,vertexium,GraphBase,org.vertexium.test.graphtestbase.testvaluetypes,0.3911765703931443,0.6088234296068558,True,False,True
81,16.0,vertexium,GraphBase,org.vertexium.test.graphtestbase.testvertexquerywithnestedtermsaggregationonextendeddata,0.3597230525539384,0.6402769474460617,True,True,True
83,16.0,vertexium,IncreasingTime,org.vertexium.util.increasingtimetest.currenttimemillisreturnseverincreasingtime,0.76340802305095,0.23659197694905,False,True,True
1,16.0,vertexium,Elasticsearch5SearchIndex,org.vertexium.elasticsearch5.elasticsearch5searchindextest.testdisallowleadingwildcardsinquerystring,0.2394150949835637,0.7605849050164363,True,False,True
2,16.0,vertexium,Elasticsearch5SearchIndex,org.vertexium.elasticsearch5.elasticsearch5searchindextest.testqueryexecutioncountwhenpaging,0.2454785841052202,0.7545214158947797,True,False,True
7,16.0,vertexium,SimpleNameSubstitutionStrategy,org.vertexium.id.simplenamesubstitutionstrategytest.testinflate,0.7425903793526291,0.2574096206473709,False,False,True
9,16.0,vertexium,SimpleNameSubstitutionStrategy,org.vertexium.id.simplenamesubstitutionstrategytest.testsubstitutionisinvertible,0.7205094088705605,0.2794905911294395,False,False,True
10,16.0,vertexium,InMemoryGraph,org.vertexium.inmemory.inmemorygraphtest.teststricttyping,0.2363768278839201,0.7636231721160799,True,True,True
11,16.0,vertexium,ExistingElementMutationImpl,org.vertexium.mutation.existingelementmutationimpltest.testhaschangesproperties,0.734078329456085,0.265921670543915,False,False,True
12,16.0,vertexium,ExistingElementMutationImpl,org.vertexium.mutation.existingelementmutationimpltest.testhaschangessetpropertymetadata,0.6910835158434689,0.308916484156531,False,False,True
15,16.0,vertexium,Range,org.vertexium.rangetest.testisinrange,0.6875033558247253,0.3124966441752747,False,False,True
19,16.0,vertexium,GraphBase,org.vertexium.test.graphtestbase.benchmarksaveelementmutations,0.1911364718300214,0.8088635281699785,True,False,True
20,16.0,vertexium,GraphBase,org.vertexium.test.graphtestbase.testaddedgewithnulllabels,0.3549022594896258,0.6450977405103742,True,True,True
21,16.0,vertexium,GraphBase,org.vertexium.test.graphtestbase.testaddedgewithoutindexing,0.3783375522501281,0.6216624477498718,True,True,True
26,16.0,vertexium,GraphBase,org.vertexium.test.graphtestbase.testclosingiterables,0.3739010598579435,0.6260989401420565,True,True,True
27,16.0,vertexium,GraphBase,org.vertexium.test.graphtestbase.testconcurrentmodificationofproperties,0.3740960752956794,0.6259039247043205,True,True,True
28,16.0,vertexium,GraphBase,org.vertexium.test.graphtestbase.testdeletepropertywithmutation,0.4376252747294578,0.5623747252705422,False,True,True
34,16.0,vertexium,GraphBase,org.vertexium.test.graphtestbase.testextendeddataqueryvertices,0.2465561977775828,0.7534438022224171,True,True,True
35,16.0,vertexium,GraphBase,org.vertexium.test.graphtestbase.testextendeddataquerywithmultivalue,0.2744840509317538,0.7255159490682461,True,True,True
36,16.0,vertexium,GraphBase,org.vertexium.test.graphtestbase.testfetchhintsedgessummary,0.3123385924754661,0.6876614075245339,True,True,True
37,16.0,vertexium,GraphBase,org.vertexium.test.graphtestbase.testfetchhintsexceptions,0.1084282271301634,0.8915717728698366,True,True,True
38,16.0,vertexium,GraphBase,org.vertexium.test.graphtestbase.testfetchhintsproperties,0.1529467042754842,0.8470532957245158,True,True,True
40,16.0,vertexium,GraphBase,org.vertexium.test.graphtestbase.testfindpaths,0.2288222171022016,0.7711777828977984,True,True,True
41,16.0,vertexium,GraphBase,org.vertexium.test.graphtestbase.testgetedgeswithids,0.4401463359051445,0.5598536640948555,False,True,True
44,16.0,vertexium,GraphBase,org.vertexium.test.graphtestbase.testgetverticeswithids,0.4304003649648399,0.56959963503516,False,True,True
45,16.0,vertexium,GraphBase,org.vertexium.test.graphtestbase.testgraphquery,0.3796382531343933,0.6203617468656066,True,True,True
46,16.0,vertexium,GraphBase,org.vertexium.test.graphtestbase.testgraphqueryedgehaswithsecurity,0.4130696353803739,0.586930364619626,False,True,True
47,16.0,vertexium,GraphBase,org.vertexium.test.graphtestbase.testgraphqueryforids,0.2048573620487844,0.7951426379512156,True,True,True
48,16.0,vertexium,GraphBase,org.vertexium.test.graphtestbase.testgraphqueryhas,0.3577139660910871,0.6422860339089129,True,True,True
50,16.0,vertexium,GraphBase,org.vertexium.test.graphtestbase.testgraphqueryhaswithspacesandfieldedquerystring,0.3468557151418784,0.6531442848581215,True,True,True
52,16.0,vertexium,GraphBase,org.vertexium.test.graphtestbase.testgraphqueryin,0.3744763003925807,0.6255236996074194,True,True,True
54,16.0,vertexium,GraphBase,org.vertexium.test.graphtestbase.testgraphqueryrange,0.3571795991467666,0.6428204008532333,True,True,True
57,16.0,vertexium,GraphBase,org.vertexium.test.graphtestbase.testgraphqueryvertexhaswithsecuritycantseeproperty,0.4238769957624322,0.5761230042375678,False,False,True
59,16.0,vertexium,GraphBase,org.vertexium.test.graphtestbase.testgraphqueryvertexwithtermsaggregationalterelementvisibility,0.3866789336976822,0.6133210663023179,True,True,True
61,16.0,vertexium,GraphBase,org.vertexium.test.graphtestbase.testhaspath,0.3642632267141025,0.6357367732858974,True,True,True
63,16.0,vertexium,GraphBase,org.vertexium.test.graphtestbase.testiteratorwithmorethanpagesizeresultspagetwo,0.2552482686486657,0.7447517313513343,True,True,True
