,idProject,nameProject,productionClass,testCase,isResourceOptimism,isResourceOptimismManual,prediction
20,18.0,java-websocket,AutobahnServerResults,org.java_websocket.autobahn.autobahnserverresults.test6_14_9,False,False,False
28,18.0,java-websocket,AutobahnServerResults,org.java_websocket.autobahn.autobahnserverresults.test6_1_1,False,False,False
34,18.0,java-websocket,AutobahnServerResults,org.java_websocket.autobahn.autobahnserverresults.test6_21_6,False,False,False
35,18.0,java-websocket,AutobahnServerResults,org.java_websocket.autobahn.autobahnserverresults.test6_22_11,False,False,False
38,18.0,java-websocket,AutobahnServerResults,org.java_websocket.autobahn.autobahnserverresults.test6_22_23,False,False,False
61,18.0,java-websocket,AutobahnServerResults,org.java_websocket.autobahn.autobahnserverresults.test7_9_4,False,False,False
64,18.0,java-websocket,AutobahnServerResults,org.java_websocket.autobahn.autobahnserverresults.test9_3_1,False,False,False
69,18.0,java-websocket,AutobahnServerResults,org.java_websocket.autobahn.autobahnserverresults.test9_4_6,False,False,False
71,18.0,java-websocket,AutobahnServerResults,org.java_websocket.autobahn.autobahnserverresults.test9_5_3,False,False,False
18,18.0,java-websocket,AutobahnServerResults,org.java_websocket.autobahn.autobahnserverresults.test6_14_7,False,False,False
29,18.0,java-websocket,AutobahnServerResults,org.java_websocket.autobahn.autobahnserverresults.test6_1_3,False,False,False
58,18.0,java-websocket,AutobahnServerResults,org.java_websocket.autobahn.autobahnserverresults.test7_7_1,False,False,False
60,18.0,java-websocket,AutobahnServerResults,org.java_websocket.autobahn.autobahnserverresults.test7_9_1,False,False,False
62,18.0,java-websocket,AutobahnServerResults,org.java_websocket.autobahn.autobahnserverresults.test7_9_7,False,False,False
70,18.0,java-websocket,AutobahnServerResults,org.java_websocket.autobahn.autobahnserverresults.test9_4_9,False,False,False
73,18.0,java-websocket,AutobahnServerResults,org.java_websocket.autobahn.autobahnserverresults.test9_5_6,False,False,False
76,18.0,java-websocket,AutobahnServerResults,org.java_websocket.autobahn.autobahnserverresults.test9_6_5,False,False,False
82,18.0,java-websocket,Draft_6455,org.java_websocket.drafts.draft_6455test.draft_6455test,False,False,False
95,18.0,java-websocket,ByteBufferUtils,org.java_websocket.util.bytebufferutilstest.testtransferbytebufferchecknullsource,False,False,False
10,18.0,java-websocket,AutobahnServerResults,org.java_websocket.autobahn.autobahnserverresults.test4_1_4,False,False,False
21,18.0,java-websocket,AutobahnServerResults,org.java_websocket.autobahn.autobahnserverresults.test6_15_1,False,False,False
23,18.0,java-websocket,AutobahnServerResults,org.java_websocket.autobahn.autobahnserverresults.test6_17_4,False,False,False
55,18.0,java-websocket,AutobahnServerResults,org.java_websocket.autobahn.autobahnserverresults.test7_1_2,False,False,False
63,18.0,java-websocket,AutobahnServerResults,org.java_websocket.autobahn.autobahnserverresults.test9_2_6,False,False,False
65,18.0,java-websocket,AutobahnServerResults,org.java_websocket.autobahn.autobahnserverresults.test9_3_2,False,False,False
66,18.0,java-websocket,AutobahnServerResults,org.java_websocket.autobahn.autobahnserverresults.test9_3_3,False,False,False
77,18.0,java-websocket,AutobahnServerResults,org.java_websocket.autobahn.autobahnserverresults.test9_7_3,False,False,False
91,18.0,java-websocket,PongFrame,org.java_websocket.framing.pongframetest.testextends,False,False,False
1,18.0,java-websocket,AutobahnServerResults,org.java_websocket.autobahn.autobahnserverresults.test1_1_4,False,False,False
2,18.0,java-websocket,AutobahnServerResults,org.java_websocket.autobahn.autobahnserverresults.test1_1_5,False,False,False
6,18.0,java-websocket,AutobahnServerResults,org.java_websocket.autobahn.autobahnserverresults.test2_4,False,False,False
31,18.0,java-websocket,AutobahnServerResults,org.java_websocket.autobahn.autobahnserverresults.test6_20_7,False,False,False
32,18.0,java-websocket,AutobahnServerResults,org.java_websocket.autobahn.autobahnserverresults.test6_21_1,False,False,False
53,18.0,java-websocket,AutobahnServerResults,org.java_websocket.autobahn.autobahnserverresults.test6_9_1,False,False,False
68,18.0,java-websocket,AutobahnServerResults,org.java_websocket.autobahn.autobahnserverresults.test9_4_4,False,False,False
87,18.0,java-websocket,DefaultExtension,org.java_websocket.extensions.defaultextensiontest.testgetprovidedextensionasserver,False,False,False
92,18.0,java-websocket,TextFrame,org.java_websocket.framing.textframetest.testconstructor,False,False,False
0,18.0,java-websocket,AutobahnServerResults,org.java_websocket.autobahn.autobahnserverresults.test1_1_2,False,False,False
5,18.0,java-websocket,AutobahnServerResults,org.java_websocket.autobahn.autobahnserverresults.test1_2_6,False,False,False
19,18.0,java-websocket,AutobahnServerResults,org.java_websocket.autobahn.autobahnserverresults.test6_14_8,False,False,False
44,18.0,java-websocket,AutobahnServerResults,org.java_websocket.autobahn.autobahnserverresults.test6_22_5,False,False,False
57,18.0,java-websocket,AutobahnServerResults,org.java_websocket.autobahn.autobahnserverresults.test7_3_1,False,False,False
72,18.0,java-websocket,AutobahnServerResults,org.java_websocket.autobahn.autobahnserverresults.test9_5_4,False,False,False
78,18.0,java-websocket,AutobahnServerResults,org.java_websocket.autobahn.autobahnserverresults.test9_7_4,False,False,False
88,18.0,java-websocket,BinaryFrame,org.java_websocket.framing.binaryframetest.testconstructor,False,False,False
89,18.0,java-websocket,ContinuousFrame,org.java_websocket.framing.continuousframetest.testisvalid,False,False,False
3,18.0,java-websocket,AutobahnServerResults,org.java_websocket.autobahn.autobahnserverresults.test1_2_2,False,False,False
24,18.0,java-websocket,AutobahnServerResults,org.java_websocket.autobahn.autobahnserverresults.test6_18_2,False,False,False
41,18.0,java-websocket,AutobahnServerResults,org.java_websocket.autobahn.autobahnserverresults.test6_22_33,False,False,False
46,18.0,java-websocket,AutobahnServerResults,org.java_websocket.autobahn.autobahnserverresults.test6_3_1,False,False,False
59,18.0,java-websocket,AutobahnServerResults,org.java_websocket.autobahn.autobahnserverresults.test7_7_9,False,False,False
67,18.0,java-websocket,AutobahnServerResults,org.java_websocket.autobahn.autobahnserverresults.test9_3_6,False,False,False
75,18.0,java-websocket,AutobahnServerResults,org.java_websocket.autobahn.autobahnserverresults.test9_6_3,False,False,False
86,18.0,java-websocket,Draft_6455,org.java_websocket.drafts.draft_6455test.testhashcode,False,False,False
94,18.0,java-websocket,ByteBufferUtils,org.java_websocket.util.bytebufferutilstest.testemptybytebuffercapacity,False,False,False
