,tp,fp,tn,fn,precision,recall,accuracy,inspection_rate,f1_score,mcc
0,6.0,15.0,15.0,7.0,0.2857142857142857,0.46153846153846156,0.4883720930232558,0.4883720930232558,0.35294117647058826,-0.03533767463701097
1,7.0,14.0,15.0,7.0,0.3333333333333333,0.5,0.5116279069767442,0.4883720930232558,0.4,0.016162704595880897
2,9.0,19.0,10.0,5.0,0.32142857142857145,0.6428571428571429,0.4418604651162791,0.6511627906976745,0.4285714285714286,-0.012108276850371613
3,6.0,17.0,12.0,8.0,0.2608695652173913,0.42857142857142855,0.4186046511627907,0.5348837209302325,0.3243243243243243,-0.148094197041135
4,5.0,18.0,11.0,9.0,0.21739130434782608,0.35714285714285715,0.37209302325581395,0.5348837209302325,0.27027027027027023,-0.24759498567814756
5,7.0,15.0,14.0,7.0,0.3181818181818182,0.5,0.4883720930232558,0.5116279069767442,0.3888888888888889,-0.016162704595880897
6,8.0,12.0,17.0,5.0,0.4,0.6153846153846154,0.5952380952380952,0.47619047619047616,0.4848484848484849,0.18660212233983667
7,7.0,14.0,15.0,6.0,0.3333333333333333,0.5384615384615384,0.5238095238095238,0.5,0.41176470588235287,0.051502620262460476
8,7.0,16.0,13.0,6.0,0.30434782608695654,0.5384615384615384,0.47619047619047616,0.5476190476190477,0.3888888888888889,-0.012318522206559575
9,5.0,13.0,16.0,8.0,0.2777777777777778,0.38461538461538464,0.5,0.42857142857142855,0.3225806451612903,-0.05947010334500526
10,67.0,153.0,138.0,68.0,0.3052377815421293,0.4967032967032967,0.48161683277962347,0.37730788133065174,-0.02768190171559328,
