,idProject,nameProject,productionClass,testCase,NMC,SimilaritiesCoefficient,isEagerTest,isEagerTestManual,prediction
1,13.0,hadoop,Configuration,org.apache.hadoop.conf.testconfiguration.testboolean,0.0,0.2328303214313325,True,False,False
3,13.0,hadoop,Configuration,org.apache.hadoop.conf.testconfiguration.testcompactformat,5.0,0.3733055172441319,True,False,True
4,13.0,hadoop,Configuration,org.apache.hadoop.conf.testconfiguration.testconcurrentaccesses,4.0,0.2673489384564319,True,False,False
5,13.0,hadoop,Configuration,org.apache.hadoop.conf.testconfiguration.testdoublevalues,4.0,0.2527177654003671,True,False,True
8,13.0,hadoop,Configuration,org.apache.hadoop.conf.testconfiguration.testenumfromxml,4.0,0.2937578048086711,True,False,False
10,13.0,hadoop,Configuration,org.apache.hadoop.conf.testconfiguration.testfinalwarningsmultipleoverride,4.0,0.273184170354943,True,False,False
12,13.0,hadoop,Configuration,org.apache.hadoop.conf.testconfiguration.testgettingpropertieswithprefix,0.0,0.2048864034994359,True,True,True
16,13.0,hadoop,Configuration,org.apache.hadoop.conf.testconfiguration.testincludeswithfallback,9.0,0.3112208625090596,True,False,False
18,13.0,hadoop,Configuration,org.apache.hadoop.conf.testconfiguration.testintegerranges,0.0,0.1557342465622389,True,False,False
20,13.0,hadoop,Configuration,org.apache.hadoop.conf.testconfiguration.testoverlay,4.0,0.3536471832925148,True,False,False
22,13.0,hadoop,Configuration,org.apache.hadoop.conf.testconfiguration.testtimeduration,0.0,0.2069993122664719,True,True,False
25,13.0,hadoop,ConfServlet,org.apache.hadoop.conf.testconfservlet.testwritexml,1.0,0.3516403989575431,True,True,False
29,13.0,hadoop,KMS,org.apache.hadoop.crypto.key.kms.server.testkms.testkmsjmx,6.0,0.2952796488405451,True,True,True
34,13.0,hadoop,KMS,org.apache.hadoop.crypto.key.kms.server.testkms.teststartstophttpspseudo,0.0,0.1701497726116221,True,True,True
36,13.0,hadoop,KMSACLs,org.apache.hadoop.crypto.key.kms.server.testkmsacls.testkeyaclconfigurationload,0.0,0.636911363236377,False,False,False
38,13.0,hadoop,KMSAudit,org.apache.hadoop.crypto.key.kms.server.testkmsaudit.testinitauditloggers,0.0,0.2604521934950555,True,False,True
39,13.0,hadoop,LoadBalancingKMSClientProvider,org.apache.hadoop.crypto.key.kms.testloadbalancingkmsclientprovider.testclientretrieswithruntimeexception,0.0,0.7232805263133356,False,False,True
41,13.0,hadoop,LoadBalancingKMSClientProvider,org.apache.hadoop.crypto.key.kms.testloadbalancingkmsclientprovider.testwarmupencryptedkeyswhenoneprovidersucceeds,0.0,0.6429801075035841,False,False,False
43,13.0,hadoop,CachingKeyProvider,org.apache.hadoop.crypto.key.testcachingkeyprovider.testrollnewversion,0.0,0.9179531549539948,False,False,False
44,13.0,hadoop,KeyProvider,org.apache.hadoop.crypto.key.testkeyprovider.testmaterialgeneration,0.0,0.5261419165611725,False,False,True
45,13.0,hadoop,KeyProviderDelegationTokenExtension,org.apache.hadoop.crypto.key.testkeyproviderdelegationtokenextension.testcreateextension,0.0,0.0,True,False,False
47,13.0,hadoop,KeyShell,org.apache.hadoop.crypto.key.testkeyshell.testkeysuccessfulkeylifecycle,2.0,0.6542780815834075,False,False,False
49,13.0,hadoop,OsSecureRandom,org.apache.hadoop.crypto.random.testossecurerandom.testrandomint,1.0,0.7010900956052809,False,False,False
50,13.0,hadoop,OsSecureRandom,org.apache.hadoop.crypto.random.testossecurerandom.testrefillreservoir,1.0,0.703599263499135,False,False,False
51,13.0,hadoop,CryptoCodec,org.apache.hadoop.crypto.testcryptocodec.testopensslaesctrcryptocodec,1.0,0.3404415530986837,True,True,False
52,13.0,hadoop,OpensslCipher,org.apache.hadoop.crypto.testopensslcipher.testdofinalarguments,0.0,0.7938037617276044,False,False,False
53,13.0,hadoop,OpensslCipher,org.apache.hadoop.crypto.testopensslcipher.testgetinstance,0.0,0.6172062023584991,False,False,False
54,13.0,hadoop,OpensslCipher,org.apache.hadoop.crypto.testopensslcipher.testupdatearguments,0.0,0.6935238681052593,False,False,False
55,13.0,hadoop,TeraSort,org.apache.hadoop.examples.terasort.testterasort.testterasortwithlessthantwoargs,0.0,0.4429750364658349,False,False,True
58,13.0,hadoop,AliyunOSSBlockOutputStream,org.apache.hadoop.fs.aliyun.oss.testaliyunossblockoutputstream.testmultipartuploadconcurrent,1.0,0.6346151834165861,False,False,True
59,13.0,hadoop,AliyunOSSBlockOutputStream,org.apache.hadoop.fs.aliyun.oss.testaliyunossblockoutputstream.testzerobyteupload,1.0,0.5884716830814797,False,False,False
61,13.0,hadoop,AliyunOSSInputStream,org.apache.hadoop.fs.aliyun.oss.testaliyunossinputstream.testossfilereadertask,1.0,0.3226674324060417,True,False,False
62,13.0,hadoop,AliyunOSSInputStream,org.apache.hadoop.fs.aliyun.oss.testaliyunossinputstream.testseekfile,1.0,0.2675073995924502,True,True,False
64,13.0,hadoop,BlobOperationDescriptor,org.apache.hadoop.fs.azure.testbloboperationdescriptor.testappendblockoperations,0.0,0.6894258266693698,False,False,False
65,13.0,hadoop,ClientThrottlingAnalyzer,org.apache.hadoop.fs.azure.testclientthrottlinganalyzer.testnometricupdatesthennowaiting,2.0,0.4352437764916081,False,False,False
66,13.0,hadoop,WasbFsck,org.apache.hadoop.fs.azure.testwasbfsck.testdelete,2.0,0.3926563032867571,True,False,False
67,13.0,hadoop,WasbFsck,org.apache.hadoop.fs.azure.testwasbfsck.testrecover,2.0,0.3818318561202646,True,False,False
69,13.0,hadoop,AbfsClientThrottlingAnalyzer,org.apache.hadoop.fs.azurebfs.services.testabfsclientthrottlinganalyzer.testonlysuccessthennowaiting,2.0,0.4604333519797959,False,False,True
72,13.0,hadoop,FileContextURIBase,org.apache.hadoop.fs.filecontexturibase.testcreatefilewithnullname,1.0,0.6154327649483684,False,False,True
74,13.0,hadoop,FTPFileSystem,org.apache.hadoop.fs.ftp.testftpfilesystem.testftpdefaultport,0.0,0.4178761287797986,False,False,True
76,13.0,hadoop,HttpFSServer,org.apache.hadoop.fs.http.server.testhttpfsserver.testallowsnapshot,2.0,0.5006299126169896,False,False,False
78,13.0,hadoop,HttpFSServer,org.apache.hadoop.fs.http.server.testhttpfsserver.testdisallowsnapshotexception,2.0,0.4541956612277177,False,False,False
79,13.0,hadoop,HttpFSServer,org.apache.hadoop.fs.http.server.testhttpfsserver.testfileacls,6.0,0.2917109861499758,True,False,True
80,13.0,hadoop,HttpFSServer,org.apache.hadoop.fs.http.server.testhttpfsserver.testgetsnapshotdiff,5.0,0.3708187682626217,True,False,False
81,13.0,hadoop,HttpFSServer,org.apache.hadoop.fs.http.server.testhttpfsserver.testgetsnapshotdiffillegalparam,3.0,0.4190198272465834,False,False,False
