,idProject,nameProject,productionClass,testCase,NMC,isEagerTest,isEagerTestManual,prediction
0,8.0,hutool,BeanPath,cn.hutool.core.bean.beanpathtest.beanpathtest3,0.0,False,False,False
2,8.0,hutool,BeanUtil,cn.hutool.core.bean.beanutiltest.fillbeanwithmapignorecasetest,0.0,False,False,True
4,8.0,hutool,BeanUtil,cn.hutool.core.bean.beanutiltest.trimbeanstrfieldstest,0.0,False,False,False
5,8.0,hutool,CollUtil,cn.hutool.core.collection.collutiltest.filtertest,0.0,False,True,False
6,8.0,hutool,CollUtil,cn.hutool.core.collection.collutiltest.splittest,0.0,False,False,True
9,8.0,hutool,VersionComparator,cn.hutool.core.comparator.versioncomparatortest.versioncomparatortes6,0.0,False,False,False
10,8.0,hutool,VersionComparator,cn.hutool.core.comparator.versioncomparatortest.versioncomparatortest4,0.0,False,False,True
13,8.0,hutool,Convert,cn.hutool.core.convert.converttest.shortandbytestest,0.0,True,True,True
14,8.0,hutool,Convert,cn.hutool.core.convert.converttest.tochartest,0.0,False,True,True
15,8.0,hutool,Convert,cn.hutool.core.convert.converttest.todatetest,0.0,True,True,False
21,8.0,hutool,DateTime,cn.hutool.core.date.datetimetest.mutabletest,0.0,False,True,True
22,8.0,hutool,DateTime,cn.hutool.core.date.datetimetest.quartertest,0.0,False,True,True
25,8.0,hutool,DateUtil,cn.hutool.core.date.dateutiltest.parsetodatetimetest4,0.0,False,True,False
26,8.0,hutool,DateUtil,cn.hutool.core.date.dateutiltest.parsetodatetimetest5,0.0,False,True,False
29,8.0,hutool,DateUtil,cn.hutool.core.date.dateutiltest.timertest,0.0,True,True,False
30,8.0,hutool,DateUtil,cn.hutool.core.date.dateutiltest.weekofyeartest,0.0,True,False,False
34,8.0,hutool,FileUtil,cn.hutool.core.io.fileutiltest.convertlineseparatortest,0.0,True,False,False
35,8.0,hutool,FileUtil,cn.hutool.core.io.fileutiltest.filetest,0.0,False,False,False
36,8.0,hutool,FileUtil,cn.hutool.core.io.fileutiltest.getabsolutepathtest2,0.0,True,False,True
37,8.0,hutool,FileUtil,cn.hutool.core.io.fileutiltest.getwebroottest,0.0,True,False,False
39,8.0,hutool,FileUtil,cn.hutool.core.io.fileutiltest.renametest,0.0,True,False,False
40,8.0,hutool,ClassScaner,cn.hutool.core.lang.classscanertest.scantest,0.0,True,True,True
