,tp,fp,tn,fn,precision,recall,accuracy,inspection_rate,f1_score,mcc,auc_pr
0,3.0,5.0,3.0,4.0,0.375,0.42857142857142855,0.4,0.5333333333333333,0.39999999999999997,-0.19642857142857142,0.4062461348175634
1,4.0,1.0,7.0,3.0,0.8,0.5714285714285714,0.7333333333333333,0.3333333333333333,0.6666666666666666,0.472455591261534,0.7655788655788656
2,2.0,2.0,6.0,5.0,0.5,0.2857142857142857,0.5333333333333333,0.26666666666666666,0.36363636363636365,0.040291148201269014,0.6059527773813487
3,4.0,3.0,5.0,3.0,0.5714285714285714,0.5714285714285714,0.6,0.4666666666666667,0.5714285714285714,0.19642857142857142,0.6395271395271395
4,4.0,2.0,6.0,3.0,0.6666666666666666,0.5714285714285714,0.6666666666666666,0.4,0.6153846153846153,0.32732683535398854,0.5632326007326007
5,2.0,1.0,7.0,5.0,0.6666666666666666,0.2857142857142857,0.6,0.2,0.4,0.2004459314343183,0.6699895342752487
6,4.0,2.0,6.0,3.0,0.6666666666666666,0.5714285714285714,0.6666666666666666,0.4,0.6153846153846153,0.32732683535398854,0.5842141984999127
7,2.0,2.0,6.0,5.0,0.5,0.2857142857142857,0.5333333333333333,0.26666666666666666,0.36363636363636365,0.040291148201269014,0.558915687487116
8,1.0,2.0,6.0,5.0,0.3333333333333333,0.16666666666666666,0.5,0.21428571428571427,0.2222222222222222,-0.10050378152592121,0.34672619047619047
9,2.0,2.0,5.0,5.0,0.5,0.2857142857142857,0.5,0.2857142857142857,0.36363636363636365,0.0,0.5788283145426003
10,28.0,22.0,57.0,41.0,0.5579761904761905,0.4023809523809524,0.5733333333333334,0.3366666666666667,0.4581995781995782,0.13076337082804462,0.5719211443318587
