,idProject,nameProject,productionClass,testCase,probabilityEagerTest,isEagerTest,isEagerTestManual,prediction
0,22.0,achilles,ManagerCodeGen,info.archinnov.achilles.internals.codegen.managercodegentest.should_generate_manager_class_for_index_dsl,1.0,True,True,True
1,22.0,achilles,EntityMetaCodeGen,info.archinnov.achilles.internals.codegen.meta.entitymetacodegentest.should_build_entity_with_static_counter_column,0.2524556135579632,False,True,True
2,22.0,achilles,EntityMetaCodeGen,info.archinnov.achilles.internals.codegen.meta.entitymetacodegentest.should_build_view_meta,0.2999202413967559,False,True,True
3,22.0,achilles,EntityMetaCodeGen,info.archinnov.achilles.internals.codegen.meta.entitymetacodegentest.should_fail_building_abstract_class,0.3006983268520528,False,True,True
4,22.0,achilles,EntityMetaCodeGen,info.archinnov.achilles.internals.codegen.meta.entitymetacodegentest.should_fail_building_class_with_no_partition_key,0.2939599388864528,False,True,True
5,22.0,achilles,EntityMetaCodeGen,info.archinnov.achilles.internals.codegen.meta.entitymetacodegentest.should_fail_building_class_with_wrong_composite_partition_key_order,0.3328256387144334,False,True,True
6,22.0,achilles,EntityMetaCodeGen,info.archinnov.achilles.internals.codegen.meta.entitymetacodegentest.should_fail_building_view_meta_without_view_annotation,0.4046210837402252,False,True,True
8,22.0,achilles,UDTMetaCodeGen,info.archinnov.achilles.internals.codegen.meta.udtmetacodegentest.should_generate_udt_with_custom_constructor_property_class,0.1229419806929706,False,True,True
9,22.0,achilles,AnnotationTree,info.archinnov.achilles.internals.parser.annotationtreetest.should_build_treemap_for_computed_annotation_ecj,0.3251831216204016,False,True,True
11,22.0,achilles,AnnotationTree,info.archinnov.achilles.internals.parser.annotationtreetest.should_build_trees_for_other_fields_javac,0.3593480817614203,False,True,True
13,22.0,achilles,CodecFactory,info.archinnov.achilles.internals.parser.codecfactorytest.should_create_codec_for_computed,0.2450110675129875,False,True,True
19,22.0,achilles,EntityParser,info.archinnov.achilles.internals.parser.entityparsertest.should_fail_because_incorrect_field_type_for_immutable_constructor_param_javac,0.2640818761122424,False,True,True
20,22.0,achilles,EntityParser,info.archinnov.achilles.internals.parser.entityparsertest.should_fail_because_no_matching_field_name_for_constructor_param_javac,0.2884658462929302,False,True,True
22,22.0,achilles,EntityParser,info.archinnov.achilles.internals.parser.entityparsertest.should_generate_meta_signature_for_view_javac,0.3233510492439326,False,True,False
24,22.0,achilles,FieldInfoParser,info.archinnov.achilles.internals.parser.fieldinfoparsertest.should_build_list_index_info,0.3073925995939752,False,True,False
28,22.0,achilles,FieldInfoParser,info.archinnov.achilles.internals.parser.fieldinfoparsertest.should_fail_compilation_when_no_suitable_setter,0.4499227339247359,False,True,False
29,22.0,achilles,FieldInfoParser,info.archinnov.achilles.internals.parser.fieldinfoparsertest.should_fail_if_both_partition_and_computed_column,0.3962277084109471,False,True,True
32,22.0,achilles,FieldInfoParser,info.archinnov.achilles.internals.parser.fieldinfoparsertest.should_generate_field_info_for_public_final_columns,0.3506930880656597,False,True,False
