,tp,fp,tn,fn,precision,recall,accuracy,inspection_rate,f1_score,mcc
0,23.0,85.0,97.0,33.0,0.21296296296296297,0.4107142857142857,0.5042016806722689,0.453781512605042,0.2804878048780488,-0.047984241148956865
1,29.0,98.0,84.0,27.0,0.2283464566929134,0.5178571428571429,0.47478991596638653,0.5336134453781513,0.31693989071038253,-0.017519682740199265
2,29.0,86.0,95.0,27.0,0.25217391304347825,0.5178571428571429,0.5232067510548524,0.48523206751054854,0.3391812865497076,0.03630995911531311
3,26.0,85.0,96.0,30.0,0.23423423423423423,0.4642857142857143,0.5147679324894515,0.46835443037974683,0.31137724550898205,-0.004535380170684805
4,33.0,91.0,90.0,23.0,0.2661290322580645,0.5892857142857143,0.5189873417721519,0.5232067510548524,0.36666666666666664,0.0735895637050692
5,24.0,96.0,85.0,32.0,0.2,0.42857142857142855,0.459915611814346,0.5063291139240507,0.27272727272727276,-0.0865093088779153
6,33.0,95.0,86.0,23.0,0.2578125,0.5892857142857143,0.5021097046413502,0.540084388185654,0.3586956521739131,0.05491129000990315
7,27.0,85.0,96.0,29.0,0.24107142857142858,0.48214285714285715,0.5189873417721519,0.47257383966244726,0.32142857142857145,0.01066120764816573
8,25.0,93.0,88.0,31.0,0.211864406779661,0.44642857142857145,0.4767932489451477,0.4978902953586498,0.28735632183908044,-0.057249660870867955
9,30.0,91.0,90.0,26.0,0.24793388429752067,0.5357142857142857,0.5063291139240507,0.510548523206751,0.3389830508474576,0.02800215699116268
10,279.0,905.0,907.0,281.0,0.23525288188402635,0.49821428571428567,0.5000088643052158,0.3193843763330083,-0.0010324096339010326,
