,tp,fp,tn,fn,precision,recall,accuracy,inspection_rate,f1_score,mcc
0,0.0,1.0,2.0,1.0,0.0,0.0,0.5,0.25,0.0,-0.3333333333333333
1,0.0,1.0,2.0,1.0,0.0,0.0,0.5,0.25,0.0,-0.3333333333333333
2,0.0,1.0,2.0,1.0,0.0,0.0,0.5,0.25,0.0,-0.3333333333333333
3,1.0,1.0,2.0,0.0,0.5,1.0,0.75,0.5,0.6666666666666666,0.5773502691896258
4,0.0,1.0,2.0,1.0,0.0,0.0,0.5,0.25,0.0,-0.3333333333333333
5,1.0,3.0,0.0,0.0,0.25,1.0,0.25,1.0,0.4,0.0
6,1.0,1.0,2.0,0.0,0.5,1.0,0.75,0.5,0.6666666666666666,0.5773502691896258
7,1.0,0.0,3.0,0.0,1.0,1.0,1.0,0.25,1.0,1.0
8,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.5,0.0,-1.0
9,0.0,0.0,2.0,1.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0
10,4.0,11.0,17.0,7.0,0.225,0.4,0.5416666666666667,0.2733333333333333,-0.017863279495408158,
