,tp,fp,tn,fn,precision,recall,accuracy,inspection_rate,f1_score,mcc
0,0.0,0.0,159.0,79.0,0.0,0.0,0.6680672268907563,0.0,0.0,0.0
1,0.0,0.0,159.0,79.0,0.0,0.0,0.6680672268907563,0.0,0.0,0.0
2,0.0,0.0,159.0,78.0,0.0,0.0,0.6708860759493671,0.0,0.0,0.0
3,0.0,0.0,159.0,78.0,0.0,0.0,0.6708860759493671,0.0,0.0,0.0
4,0.0,0.0,159.0,78.0,0.0,0.0,0.6708860759493671,0.0,0.0,0.0
5,0.0,0.0,159.0,78.0,0.0,0.0,0.6708860759493671,0.0,0.0,0.0
6,0.0,0.0,159.0,78.0,0.0,0.0,0.6708860759493671,0.0,0.0,0.0
7,0.0,0.0,159.0,78.0,0.0,0.0,0.6708860759493671,0.0,0.0,0.0
8,0.0,0.0,159.0,78.0,0.0,0.0,0.6708860759493671,0.0,0.0,0.0
9,0.0,0.0,159.0,78.0,0.0,0.0,0.6708860759493671,0.0,0.0,0.0
10,0.0,0.0,1590.0,782.0,0.0,0.0,0.6703223061376449,0.0,0.0,
