,idProject,nameProject,productionClass,testCase,NMC,SimilaritiesCoefficient,isEagerTest,isEagerTestManual,prediction
0,19.0,esper,TimePeriod,com.espertech.esper.common.client.util.testtimeperiod.testlargestabsolutevalue,0.0,0.5030272667700437,False,False,True
1,19.0,esper,AvroEventType,com.espertech.esper.common.internal.avro.core.testavroeventtype.asserttypesboxed,0.0,0.3319959110611044,True,True,True
2,19.0,esper,AvroSchemaUtil,com.espertech.esper.common.internal.avro.core.testavroschemautil.testassemble,3.0,0.5650546764864781,False,True,False
4,19.0,esper,InterchangeablePair,com.espertech.esper.common.internal.collection.testinterchangeablepair.testequals,0.0,0.3994748231273968,True,False,True
5,19.0,esper,InterchangeablePair,com.espertech.esper.common.internal.collection.testinterchangeablepair.testhashcode,0.0,0.3414660825994486,True,False,False
6,19.0,esper,InterchangeablePair,com.espertech.esper.common.internal.collection.testinterchangeablepair.testsetbehavior,0.0,0.2421182862669868,True,True,True
7,19.0,esper,IntSeqKey,com.espertech.esper.common.internal.collection.testintseqkey.testlast,0.0,0.2387955470486,True,False,True
9,19.0,esper,IterablesArrayIterator,com.espertech.esper.common.internal.collection.testiterablesarrayiterator.testremove,1.0,0.6205671624625609,False,False,True
10,19.0,esper,IterablesListIterator,com.espertech.esper.common.internal.collection.testiterableslistiterator.testiterator,1.0,0.6761239423119486,False,True,True
11,19.0,esper,NumberAscCombinationEnumeration,com.espertech.esper.common.internal.collection.testnumberasccombinationenumeration.testnumberasccombinationenumeration,1.0,0.3700241517469132,True,False,False
12,19.0,esper,NumberSetPermutationEnumeration,com.espertech.esper.common.internal.collection.testnumbersetpermutationenumeration.testinvalid,0.0,0.2259508328159373,True,False,True
14,19.0,esper,RefCountedMap,com.espertech.esper.common.internal.collection.testrefcountedmap.testput,0.0,0.4526171217417387,False,False,True
15,19.0,esper,RefCountedMap,com.espertech.esper.common.internal.collection.testrefcountedmap.testreference,0.0,0.5258718522732971,False,False,False
17,19.0,esper,SingleEventIterator,com.espertech.esper.common.internal.collection.testsingleeventiterator.testhasnext,0.0,0.3953473245744701,True,False,True
19,19.0,esper,SortedDoubleVector,com.espertech.esper.common.internal.collection.testsorteddoublevector.testadd,1.0,0.5485598085912262,False,False,False
22,19.0,esper,TimeWindow,com.espertech.esper.common.internal.collection.testtimewindow.testtimewindowperformance,0.0,0.3384292483957139,True,True,False
25,19.0,esper,TimeWindowIterator,com.espertech.esper.common.internal.collection.testtimewindowiterator.testtwoemptylist,1.0,0.8490289572682543,False,True,False
29,19.0,esper,ExprIdentNode,com.espertech.esper.common.internal.epl.expression.core.testexpridentnode.testevaluateperformance,0.0,0.3956787178849821,True,True,True
31,19.0,esper,ExprNodeUtilityValidate,com.espertech.esper.common.internal.epl.expression.core.testexprnodeutilityvalidate.testgetvalidatedsubtree,0.0,0.0,True,True,False
33,19.0,esper,ExprNode,com.espertech.esper.common.internal.epl.expression.funcs.testexprcasenode.testvalidate,1.0,0.6495937821888054,False,True,False
36,19.0,esper,ExprCoalesceNode,com.espertech.esper.common.internal.epl.expression.funcs.testexprcoalescenode.testvalidate,0.0,0.5954893808998045,False,True,False
37,19.0,esper,ExprInstanceofNode,com.espertech.esper.common.internal.epl.expression.funcs.testexprinstanceofnode.testgettype,0.0,0.590885318994329,False,True,True
41,19.0,esper,ExprPropertyExistsNode,com.espertech.esper.common.internal.epl.expression.funcs.testexprpropertyexistsnode.testequals,0.0,0.5864819092551793,False,False,True
44,19.0,esper,ExprPropertyExistsNode,com.espertech.esper.common.internal.epl.expression.funcs.testexprpropertyexistsnode.testvalidate,0.0,0.5644546418891656,False,False,False
48,19.0,esper,ExprConcatNode,com.espertech.esper.common.internal.epl.expression.ops.testexprconcatnode.testtoexpressionstring,0.0,0.5666303800663989,False,True,False
49,19.0,esper,ExprEqualsNode,com.espertech.esper.common.internal.epl.expression.ops.testexprequalsnode.testequalsnode,0.0,0.6664292660946592,False,False,True
50,19.0,esper,ExprEqualsNode,com.espertech.esper.common.internal.epl.expression.ops.testexprequalsnode.testvalidate,0.0,0.6032171545736568,False,True,False
51,19.0,esper,ExprInNode,com.espertech.esper.common.internal.epl.expression.ops.testexprinnode.testequals,0.0,0.5548494768205464,False,True,False
56,19.0,esper,ExprMathNode,com.espertech.esper.common.internal.epl.expression.ops.testexprmathnode.testgettype,0.0,0.7253622831684082,False,False,False
57,19.0,esper,ExprMathNode,com.espertech.esper.common.internal.epl.expression.ops.testexprmathnode.testvalidate,0.0,0.6219212186311376,False,False,True
61,19.0,esper,ExprRelationalOpNode,com.espertech.esper.common.internal.epl.expression.ops.testexprrelationalopnode.testtoexpressionstring,0.0,0.706600646761513,False,False,False
63,19.0,esper,BaseAssemblyNode,com.espertech.esper.common.internal.epl.join.assemble.testbaseassemblynode.testgetsubstreams,0.0,0.0,True,True,False
65,19.0,esper,LeafAssemblyNode,com.espertech.esper.common.internal.epl.join.assemble.testleafassemblynode.testprocess,0.0,0.3969306168323265,True,False,True
67,19.0,esper,QueryPlanBuilder,com.espertech.esper.common.internal.epl.join.queryplanbuild.testqueryplanbuilder.testgetplan,1.0,0.3530295347371284,True,True,False
68,19.0,esper,QueryPlanIndexBuilder,com.espertech.esper.common.internal.epl.join.queryplanbuild.testqueryplanindexbuilder.testbuildindexspec,0.0,0.3527418267179629,True,True,False
70,19.0,esper,RepositoryImpl,com.espertech.esper.common.internal.epl.join.rep.testrepositoryimpl.testaddresult,0.0,0.4368494979838477,False,False,False
71,19.0,esper,RepositoryImpl,com.espertech.esper.common.internal.epl.join.rep.testrepositoryimpl.testgetcursors,1.0,0.4374071377750752,False,True,False
73,19.0,esper,BoundingBox,com.espertech.esper.common.internal.epl.spatial.quadtree.core.testboundingbox.testcontainspoint,0.0,0.3516886414816121,True,False,False
76,19.0,esper,XYPointMultiType,com.espertech.esper.common.internal.epl.spatial.quadtree.prqdrowindex.testxypointmultitype.assertvalues,1.0,0.3035258454760074,True,False,False
77,19.0,esper,XYPointMultiType,com.espertech.esper.common.internal.epl.spatial.quadtree.prqdrowindex.testxypointmultitype.testaddsinglevalue,1.0,0.5135027501633247,False,False,False
78,19.0,esper,XYPointMultiType,com.espertech.esper.common.internal.epl.spatial.quadtree.prqdrowindex.testxypointmultitype.testinvalidmerge,0.0,0.3750683979883433,True,False,False
80,19.0,esper,StreamTypeServiceImpl,com.espertech.esper.common.internal.epl.streamtype.teststreamtypeserviceimpl.testresolvebystreamandpropnameinone,0.0,0.5709118224441249,False,True,True
81,19.0,esper,VersionedValueList,com.espertech.esper.common.internal.epl.variable.core.testversionedvaluelist.testflownotime,1.0,0.5817452210045467,False,False,False
83,19.0,esper,ObjectArrayEventType,com.espertech.esper.common.internal.event.arr.testobjectarrayeventtype.testgetunderlyingtype,0.0,0.5306066648698183,False,True,True
85,19.0,esper,BeanEventBean,com.espertech.esper.common.internal.event.bean.core.testbeaneventbean.testgetiterablelistmapcontained,2.0,0.7053917832224444,False,False,False
86,19.0,esper,ArrayFieldPropertyGetter,com.espertech.esper.common.internal.event.bean.getter.testarrayfieldpropertygetter.testget,0.0,0.3732493549795234,True,False,False
91,19.0,esper,PropertyListBuilderExplicit,com.espertech.esper.common.internal.event.bean.introspect.testpropertylistbuilderexplicit.testbuildproplist,0.0,0.4672601440754469,False,False,True
92,19.0,esper,PropertyListBuilderExplicit,com.espertech.esper.common.internal.event.bean.introspect.testpropertylistbuilderexplicit.testinvalid,2.0,0.2833204739724751,True,False,True
94,19.0,esper,MapEventType,com.espertech.esper.common.internal.event.map.testmapeventtype.testgetpropertynames,0.0,0.4318553873093899,False,False,False
96,19.0,esper,PropertyParser,com.espertech.esper.common.internal.event.property.testpropertyparser.testparse,0.0,0.475119642179208,False,True,True
97,19.0,esper,PropertyParserNoDep,com.espertech.esper.common.internal.event.propertyparser.testpropertyparsernodep.testparsemapkey,1.0,0.3056739538819877,True,False,False
102,19.0,esper,DoubleRange,com.espertech.esper.common.internal.filterspec.testdoublerange.testnew,0.0,0.580784630360447,False,False,True
105,19.0,esper,DispatchService,com.espertech.esper.common.internal.statement.dispatch.testdispatchservice.testadddispatchtwice,0.0,0.662324831890647,False,True,True
106,19.0,esper,FrequencyParameter,com.espertech.esper.common.internal.type.testfrequencyparameter.testformat,0.0,0.5359611981976474,False,False,False
114,19.0,esper,JavaClassHelper,com.espertech.esper.common.internal.util.testjavaclasshelper.testcoerceboxed,0.0,0.5357616019891264,False,False,False
115,19.0,esper,JavaClassHelper,com.espertech.esper.common.internal.util.testjavaclasshelper.testgetarraytype,0.0,0.5292360554941299,False,False,True
116,19.0,esper,JavaClassHelper,com.espertech.esper.common.internal.util.testjavaclasshelper.testgetcommoncoerciontype,1.0,0.6837676415994695,False,False,True
117,19.0,esper,JavaClassHelper,com.espertech.esper.common.internal.util.testjavaclasshelper.testgetparameterasstring,0.0,0.6020502968044111,False,True,False
118,19.0,esper,JavaClassHelper,com.espertech.esper.common.internal.util.testjavaclasshelper.testgetprimitiveclassforname,0.0,0.6559399308577658,False,True,False
123,19.0,esper,JavaClassHelper,com.espertech.esper.common.internal.util.testjavaclasshelper.testtakefirstn,0.0,0.6271844918087168,False,True,True
125,19.0,esper,MethodResolver,com.espertech.esper.common.internal.util.testmethodresolver.testresolvemethodstaticandinstance,0.0,0.9350035277736426,False,True,True
127,19.0,esper,PlaceholderParser,com.espertech.esper.common.internal.util.testplaceholderparser.testparseinvalid,0.0,0.2258453169364993,True,False,True
128,19.0,esper,PlaceholderParser,com.espertech.esper.common.internal.util.testplaceholderparser.testparsevalid,4.0,0.2412522710758173,True,True,True
129,19.0,esper,ResourceLoader,com.espertech.esper.common.internal.util.testresourceloader.testresolveresourceasurl,0.0,0.8547437738468269,False,False,True
132,19.0,esper,BaseStatisticsBean,com.espertech.esper.common.internal.view.derived.testbasestatisticsbean.testclone,0.0,0.6571899231552945,False,True,False
133,19.0,esper,BaseStatisticsBean,com.espertech.esper.common.internal.view.derived.testbasestatisticsbean.teststddev_stdevpa,0.0,0.7709687168649928,False,True,True
134,19.0,esper,BaseStatisticsBean,com.espertech.esper.common.internal.view.derived.testbasestatisticsbean.testsum,0.0,0.7799431257468598,False,True,True
135,19.0,esper,PriorEventBufferSingle,com.espertech.esper.common.internal.view.prior.testprioreventbuffersingle.assertevents3and4,0.0,0.7740788062608954,False,False,True
136,19.0,esper,SortWindowIterator,com.espertech.esper.common.internal.view.sort.testsortwindowiterator.testmixedentryelement,0.0,0.7896871423697952,False,True,True
137,19.0,esper,SortWindowIterator,com.espertech.esper.common.internal.view.sort.testsortwindowiterator.testtwobytwoentryelement,0.0,0.8064481799132054,False,True,True
139,19.0,esper,ASTUtil,com.espertech.esper.compiler.internal.parse.testastutil.testescapedot,0.0,0.9450484961422744,False,True,True
140,19.0,esper,EPLModuleUtil,com.espertech.esper.compiler.internal.util.testeplmoduleutil.testparse,0.0,0.0,True,True,False
141,19.0,esper,EventTypeIndex,com.espertech.esper.runtime.internal.filtersvcimpl.testeventtypeindex.testmatch,0.0,0.3791094054640702,True,False,True
146,19.0,esper,SchedulingServiceImpl,com.espertech.esper.runtime.internal.schedulesvcimpl.testschedulingserviceimpl.testincorrectremove,0.0,0.5374946073828663,False,False,False
3,19.0,esper,HashableMultiKey,com.espertech.esper.common.internal.collection.testhashablemultikey.testwithset,0.0,0.2813452086077324,True,True,False
8,19.0,esper,IterablesArrayIterator,com.espertech.esper.common.internal.collection.testiterablesarrayiterator.testiterator,2.0,0.6380632696875029,False,True,True
13,19.0,esper,RefCountedMap,com.espertech.esper.common.internal.collection.testrefcountedmap.testflow,0.0,0.6017724137467373,False,False,True
16,19.0,esper,RefCountedSetAtomicInteger,com.espertech.esper.common.internal.collection.testrefcountedsetatomicinteger.testflow,0.0,0.0,True,False,True
18,19.0,esper,SingleEventIterator,com.espertech.esper.common.internal.collection.testsingleeventiterator.testremove,0.0,0.3253396762229388,True,False,True
20,19.0,esper,SortedRefCountedSet,com.espertech.esper.common.internal.collection.testsortedrefcountedset.testmaxminvalue,0.0,0.848030133130908,False,False,True
21,19.0,esper,SuperIterator,com.espertech.esper.common.internal.collection.testsuperiterator.testflow,1.0,0.499562233751635,False,True,False
23,19.0,esper,TimeWindowIterator,com.espertech.esper.common.internal.collection.testtimewindowiterator.testemptylist,1.0,0.821499452014233,False,True,True
24,19.0,esper,TimeWindowIterator,com.espertech.esper.common.internal.collection.testtimewindowiterator.testobjectandnull,1.0,0.8577602138313003,False,True,False
26,19.0,esper,TransformEventIterator,com.espertech.esper.common.internal.collection.testtransformeventiterator.testtwo,1.0,0.6371665895202566,False,False,True
27,19.0,esper,UniformPair,com.espertech.esper.common.internal.collection.testuniformpair.testhashcode,0.0,0.5550907832593743,False,False,True
28,19.0,esper,CountMinSketchStateHashes,com.espertech.esper.common.internal.epl.approx.countminsketch.testcountminsketchstatehashes.testspace,2.0,0.4534242248311196,False,True,False
30,19.0,esper,ExprIdentNode,com.espertech.esper.common.internal.epl.expression.core.testexpridentnode.testgettype,0.0,0.5423655965800976,False,False,False
32,19.0,esper,ExprNode,com.espertech.esper.common.internal.epl.expression.funcs.testexprcasenode.testtoexpressionstring,0.0,0.6050169551436234,False,False,True
34,19.0,esper,ExprCastNode,com.espertech.esper.common.internal.epl.expression.funcs.testexprcastnode.testtoexpressionstring,0.0,0.6037924374599177,False,False,True
35,19.0,esper,ExprCoalesceNode,com.espertech.esper.common.internal.epl.expression.funcs.testexprcoalescenode.testgettype,0.0,0.5237495809088405,False,True,False
38,19.0,esper,ExprInstanceofNode,com.espertech.esper.common.internal.epl.expression.funcs.testexprinstanceofnode.testvalidate,0.0,0.5873790725040923,False,True,False
39,19.0,esper,ExprMinMaxRowNode,com.espertech.esper.common.internal.epl.expression.funcs.testexprminmaxrownode.testevaluate,2.0,0.674217621681158,False,True,True
40,19.0,esper,ExprMinMaxRowNode,com.espertech.esper.common.internal.epl.expression.funcs.testexprminmaxrownode.testtoexpressionstring,0.0,0.7530195278129226,False,True,True
42,19.0,esper,ExprPropertyExistsNode,com.espertech.esper.common.internal.epl.expression.funcs.testexprpropertyexistsnode.testevaluate,0.0,0.5081451131296214,False,True,False
43,19.0,esper,ExprPropertyExistsNode,com.espertech.esper.common.internal.epl.expression.funcs.testexprpropertyexistsnode.testtoexpressionstring,0.0,0.5981832675591088,False,False,True
45,19.0,esper,ExprArrayNode,com.espertech.esper.common.internal.epl.expression.ops.testexprarraynode.testequalsnode,0.0,0.5519806590273829,False,False,True
46,19.0,esper,ExprArrayNode,com.espertech.esper.common.internal.epl.expression.ops.testexprarraynode.testevaluate,0.0,0.3832200850815786,True,True,False
47,19.0,esper,ExprBitWiseNode,com.espertech.esper.common.internal.epl.expression.ops.testexprbitwisenode.testevaluate,0.0,0.7771273161382063,False,True,True
52,19.0,esper,ExprInNode,com.espertech.esper.common.internal.epl.expression.ops.testexprinnode.testgettype,0.0,0.3605645366811915,True,False,True
53,19.0,esper,ExprLikeNode,com.espertech.esper.common.internal.epl.expression.ops.testexprlikenode.testequals,0.0,0.5276405526120703,False,False,False
54,19.0,esper,ExprLikeNode,com.espertech.esper.common.internal.epl.expression.ops.testexprlikenode.testtoexpressionstring,0.0,0.4121054655615691,False,False,False
55,19.0,esper,ExprLikeNode,com.espertech.esper.common.internal.epl.expression.ops.testexprlikenode.testvalidate,1.0,0.4988994284737744,False,True,False
58,19.0,esper,ExprNotNode,com.espertech.esper.common.internal.epl.expression.ops.testexprnotnode.testgettype,0.0,0.3703490169854402,True,False,False
59,19.0,esper,ExprOrNode,com.espertech.esper.common.internal.epl.expression.ops.testexprornode.testevaluate,0.0,0.7220139240642636,False,True,False
60,19.0,esper,ExprRegexpNode,com.espertech.esper.common.internal.epl.expression.ops.testexprregexpnode.testgettype,0.0,0.3552292027793134,True,False,True
62,19.0,esper,AssemblyStrategyTreeBuilder,com.espertech.esper.common.internal.epl.join.assemble.testassemblystrategytreebuilder.testvalidbuildcartesian,1.0,0.4023043649638513,False,False,False
64,19.0,esper,LeafAssemblyNode,com.espertech.esper.common.internal.epl.join.assemble.testleafassemblynode.testchildresult,0.0,0.2778069615090369,True,False,False
66,19.0,esper,RootCartProdAssemblyNode,com.espertech.esper.common.internal.epl.join.assemble.testrootcartprodassemblynode.testcomputecombined,0.0,0.3303331807360446,True,True,True
69,19.0,esper,TwoStreamQueryPlanBuilder,com.espertech.esper.common.internal.epl.join.queryplanbuild.testtwostreamqueryplanbuilder.testbuildouter,1.0,0.4054427000194781,False,False,False
72,19.0,esper,SingleCursorIterator,com.espertech.esper.common.internal.epl.join.rep.testsinglecursoriterator.testremove,0.0,0.2111427580854303,True,False,False
74,19.0,esper,BoundingBox,com.espertech.esper.common.internal.epl.spatial.quadtree.core.testboundingbox.testfrom,0.0,0.4261237571734065,False,False,False
75,19.0,esper,BoundingBox,com.espertech.esper.common.internal.epl.spatial.quadtree.core.testboundingbox.testtreeforpath,0.0,0.41683388619628,False,True,False
79,19.0,esper,StreamTypeServiceImpl,com.espertech.esper.common.internal.epl.streamtype.teststreamtypeserviceimpl.testresolvebypropertyname,1.0,0.580902015202845,False,True,False
82,19.0,esper,ObjectArrayEventType,com.espertech.esper.common.internal.event.arr.testobjectarrayeventtype.testgetsupertypes,0.0,0.5288912812173867,False,True,False
84,19.0,esper,BeanEventBean,com.espertech.esper.common.internal.event.bean.core.testbeaneventbean.testgetcomplexproperty,2.0,0.7284054816828934,False,False,False
87,19.0,esper,ArrayMethodPropertyGetter,com.espertech.esper.common.internal.event.bean.getter.testarraymethodpropertygetter.testget,0.0,0.3111963958842755,True,False,False
88,19.0,esper,KeyedMethodPropertyGetter,com.espertech.esper.common.internal.event.bean.getter.testkeyedmethodpropertygetter.testget,0.0,0.4337664234406919,False,False,False
89,19.0,esper,ReflectionPropFieldGetter,com.espertech.esper.common.internal.event.bean.getter.testreflectionpropfieldgetter.testgetter,1.0,0.5347022098989879,False,False,False
90,19.0,esper,ReflectionPropMethodGetter,com.espertech.esper.common.internal.event.bean.getter.testreflectionpropmethodgetter.testgetter,1.0,0.5142118228439378,False,False,False
93,19.0,esper,MapEventBean,com.espertech.esper.common.internal.event.map.testmapeventbean.testget,0.0,0.528608052654755,False,False,False
95,19.0,esper,MapEventType,com.espertech.esper.common.internal.event.map.testmapeventtype.testgetsupertypes,0.0,0.4067762631784706,False,False,False
98,19.0,esper,SchemaXMLEventType,com.espertech.esper.common.internal.event.xml.testschemaxmleventtype.testattrproperty,0.0,0.7205983401285045,False,False,False
99,19.0,esper,SimpleXMLEventType,com.espertech.esper.common.internal.event.xml.testsimplexmleventtype.testcustomproperty,0.0,0.6006398167912307,False,False,True
100,19.0,esper,XSDSchemaMapper,com.espertech.esper.common.internal.event.xml.testxsdschemamapper.testmap,4.0,0.4715399126317939,False,True,True
101,19.0,esper,DoubleRange,com.espertech.esper.common.internal.filterspec.testdoublerange.testhash,0.0,0.3413021836696163,True,False,False
103,19.0,esper,MetricScheduleService,com.espertech.esper.common.internal.metrics.stmtmetrics.testmetricscheduleservice.testflow,0.0,0.2951811444307214,True,True,False
104,19.0,esper,ScheduleComputeHelper,com.espertech.esper.common.internal.schedule.testschedulecomputehelper.testcompute,2.0,0.1592808176052051,True,True,False
107,19.0,esper,FrequencyParameter,com.espertech.esper.common.internal.type.testfrequencyparameter.testgetvalues,0.0,0.4084743423978221,False,True,False
108,19.0,esper,RangeParameter,com.espertech.esper.common.internal.type.testrangeparameter.testformat,0.0,0.6574315949051108,False,False,True
109,19.0,esper,RangeParameter,com.espertech.esper.common.internal.type.testrangeparameter.testgetvalues,0.0,0.4789215962255546,False,True,True
