,tp,fp,tn,fn,precision,recall,accuracy,inspection_rate,f1_score,mcc
0,4.0,37.0,27.0,5.0,0.0975609756097561,0.4444444444444444,0.4246575342465753,0.5616438356164384,0.16,-0.08857528653919984
1,2.0,24.0,40.0,7.0,0.07692307692307693,0.2222222222222222,0.5753424657534246,0.3561643835616438,0.1142857142857143,-0.1048904207432809
2,7.0,30.0,34.0,2.0,0.1891891891891892,0.7777777777777778,0.5616438356164384,0.5068493150684932,0.30434782608695654,0.20321541486356665
3,5.0,39.0,25.0,4.0,0.11363636363636363,0.5555555555555556,0.410958904109589,0.6027397260273972,0.18867924528301888,-0.036159724665898924
4,2.0,28.0,36.0,7.0,0.06666666666666667,0.2222222222222222,0.5205479452054794,0.410958904109589,0.10256410256410256,-0.14385189531734033
5,5.0,28.0,36.0,4.0,0.15151515151515152,0.5555555555555556,0.5616438356164384,0.4520547945205479,0.2380952380952381,0.07798493336311721
6,3.0,28.0,35.0,6.0,0.0967741935483871,0.3333333333333333,0.5277777777777778,0.4305555555555556,0.15000000000000002,-0.0742123603558262
7,6.0,34.0,29.0,3.0,0.15,0.6666666666666666,0.4861111111111111,0.5555555555555556,0.24489795918367346,0.08451542547285165
8,5.0,27.0,36.0,4.0,0.15625,0.5555555555555556,0.5694444444444444,0.4444444444444444,0.24390243902439024,0.08451542547285165
9,4.0,31.0,32.0,5.0,0.11428571428571428,0.4444444444444444,0.5,0.4861111111111111,0.1818181818181818,-0.03150919808973462
10,43.0,306.0,330.0,47.0,0.12128013313743055,0.47777777777777775,0.5138127853881278,0.1928590706341276,-0.0028967686538893664,
