,idProject,nameProject,productionClass,testCase,isMysteryGuest,isMysteryGuestManual,prediction
12,12.0,jimfs,Configuration,com.google.common.jimfs.configurationtest.testsetdefaultattributevalue_illegalattributeformat,False,False,True
15,12.0,jimfs,Directory,com.google.common.jimfs.directorytest.testget,False,False,True
32,12.0,jimfs,JimfsAsynchronousFileChannel,com.google.common.jimfs.jimfsasynchronousfilechanneltest.testasyncchannel,True,True,True
40,12.0,jimfs,JimfsFileChannel,com.google.common.jimfs.jimfsfilechanneltest.testsize,True,True,True
43,12.0,jimfs,JimfsInputStream,com.google.common.jimfs.jimfsinputstreamtest.testread_partialarray_invalidinput,False,False,True
49,12.0,jimfs,JimfsPath,com.google.common.jimfs.jimfspathtest.testresolve_fromroot,False,False,True
52,12.0,jimfs,PathService,com.google.common.jimfs.pathservicetest.testpathcreation,True,False,True
14,12.0,jimfs,Configuration,com.google.common.jimfs.configurationtest.testsettingworkingdirectorywithrelativepath,False,False,True
16,12.0,jimfs,Directory,com.google.common.jimfs.directorytest.testmanyputsandremoves,False,False,True
29,12.0,jimfs,HeapDisk,com.google.common.jimfs.heapdisktest.testfulldisk,False,False,True
33,12.0,jimfs,JimfsAsynchronousFileChannel,com.google.common.jimfs.jimfsasynchronousfilechanneltest.testasyncclose_read,True,True,True
46,12.0,jimfs,JimfsPath,com.google.common.jimfs.jimfspathtest.testrelativize_bothrelative,False,False,True
62,12.0,jimfs,UnixPathType,com.google.common.jimfs.unixpathtypetest.testunix_illegalcharacters,False,False,True
64,12.0,jimfs,UserDefinedAttributeProvider,com.google.common.jimfs.userdefinedattributeprovidertest.testsetoncreate,False,True,True
5,12.0,jimfs,AttributeService,com.google.common.jimfs.attributeservicetest.testreadattributes_asobject,True,True,True
13,12.0,jimfs,Configuration,com.google.common.jimfs.configurationtest.testsettingrootsunsupportedbypathtype,False,False,True
21,12.0,jimfs,FileSystemState,com.google.common.jimfs.filesystemstatetest.testclose_multipletimesdonothing,False,False,True
22,12.0,jimfs,File,com.google.common.jimfs.filetest.testfilebasics,True,True,True
47,12.0,jimfs,JimfsPath,com.google.common.jimfs.jimfspathtest.testresolve_againstemptypath,False,False,True
56,12.0,jimfs,PathType,com.google.common.jimfs.pathtypetest.testtouri,False,False,True
65,12.0,jimfs,WindowsPathType,com.google.common.jimfs.windowspathtypetest.testwindows_touri_escaping,False,False,True
19,12.0,jimfs,Directory,com.google.common.jimfs.directorytest.testsnapshot,True,False,True
20,12.0,jimfs,Directory,com.google.common.jimfs.directorytest.testunlink_parentandselfnamefails,False,False,True
28,12.0,jimfs,FileTree,com.google.common.jimfs.filetreetest.testlookup_relative_emptypath,False,False,True
31,12.0,jimfs,HeapDisk,com.google.common.jimfs.heapdisktest.testinitialsettings_fromconfiguration,False,False,True
34,12.0,jimfs,JimfsAsynchronousFileChannel,com.google.common.jimfs.jimfsasynchronousfilechanneltest.testasyncclose_write,True,True,True
38,12.0,jimfs,JimfsFileChannel,com.google.common.jimfs.jimfsfilechanneltest.testreadnegative,True,True,True
59,12.0,jimfs,PosixAttributeProvider,com.google.common.jimfs.posixattributeprovidertest.testview,True,False,False
7,12.0,jimfs,AttributeService,com.google.common.jimfs.attributeservicetest.testsetattribute_failsforattributethatisnotsettable,True,True,False
23,12.0,jimfs,File,com.google.common.jimfs.filetest.testregularfile,True,True,True
41,12.0,jimfs,JimfsFileChannel,com.google.common.jimfs.jimfsfilechanneltest.testtransferfromnegative,True,True,True
51,12.0,jimfs,JimfsPath,com.google.common.jimfs.jimfspathtest.testrootpath,False,False,True
54,12.0,jimfs,PathService,com.google.common.jimfs.pathservicetest.testpathcreation_parseignoresemptystring,False,False,True
58,12.0,jimfs,PosixAttributeProvider,com.google.common.jimfs.posixattributeprovidertest.testsetoncreate,True,False,False
61,12.0,jimfs,UnixPathType,com.google.common.jimfs.unixpathtypetest.testunix,False,False,True
1,12.0,jimfs,AbstractWatchService,com.google.common.jimfs.abstractwatchservicetest.testkeyrequeuedonresetifeventsarepending,False,False,True
2,12.0,jimfs,AbstractWatchService,com.google.common.jimfs.abstractwatchservicetest.testpostevent,False,False,True
17,12.0,jimfs,Directory,com.google.common.jimfs.directorytest.testputandget,False,False,True
36,12.0,jimfs,JimfsFileChannel,com.google.common.jimfs.jimfsfilechanneltest.testposition,True,True,True
37,12.0,jimfs,JimfsFileChannel,com.google.common.jimfs.jimfsfilechanneltest.testread,True,True,True
42,12.0,jimfs,JimfsInputStream,com.google.common.jimfs.jimfsinputstreamtest.testfullyreadinputstream_doesnotchangestatewhenstorechanges,False,False,True
63,12.0,jimfs,UserDefinedAttributeProvider,com.google.common.jimfs.userdefinedattributeprovidertest.testinitialattributes,False,True,True
4,12.0,jimfs,AttributeService,com.google.common.jimfs.attributeservicetest.testgetfileattributeview_isnullforunsupportedview,True,True,False
18,12.0,jimfs,Directory,com.google.common.jimfs.directorytest.testrootdirectory,False,False,True
24,12.0,jimfs,FileTree,com.google.common.jimfs.filetreetest.testlookup_absolute_finalsymlink_nofollowlinks,False,True,True
35,12.0,jimfs,JimfsFileChannel,com.google.common.jimfs.jimfsfilechanneltest.testinterruptedthreads,True,False,False
39,12.0,jimfs,JimfsFileChannel,com.google.common.jimfs.jimfsfilechanneltest.testreadsinwriteonlymode,True,True,True
44,12.0,jimfs,JimfsPath,com.google.common.jimfs.jimfspathtest.testpathparsing,False,False,True
66,12.0,jimfs,WindowsPathType,com.google.common.jimfs.windowspathtypetest.testwindows_touri_normal,False,False,True
10,12.0,jimfs,Configuration,com.google.common.jimfs.configurationtest.testcreatefilesystemfromconfigurationwithworkingdirectorynotunderconfiguredroot,True,False,True
25,12.0,jimfs,FileTree,com.google.common.jimfs.filetreetest.testlookup_absolute_intermediatesymlink,False,True,True
26,12.0,jimfs,FileTree,com.google.common.jimfs.filetreetest.testlookup_absolute_parentexists,False,True,True
48,12.0,jimfs,JimfsPath,com.google.common.jimfs.jimfspathtest.testresolve_fromrelative,False,False,True
53,12.0,jimfs,PathService,com.google.common.jimfs.pathservicetest.testpathcreation_emptypath,False,False,True
55,12.0,jimfs,PathType,com.google.common.jimfs.pathtypetest.testtostring,False,False,True
57,12.0,jimfs,PollingWatchService,com.google.common.jimfs.pollingwatchservicetest.testclosecancelsallkeysandstopspolling,False,True,True
0,12.0,jimfs,AbstractWatchService,com.google.common.jimfs.abstractwatchservicetest.testclosedwatcher,False,False,True
6,12.0,jimfs,AttributeService,com.google.common.jimfs.attributeservicetest.testreadattributes_failsforunsupportedattributestype,True,True,True
8,12.0,jimfs,AttributeService,com.google.common.jimfs.attributeservicetest.testsetattribute_oncreate_failsforattributethatisnotsettableoncreate,True,True,True
9,12.0,jimfs,AttributeService,com.google.common.jimfs.attributeservicetest.testsupportsfileattributeview,True,False,False
50,12.0,jimfs,JimfsPath,com.google.common.jimfs.jimfspathtest.testresolvesibling_givenemptypath,False,False,True
67,12.0,jimfs,WindowsPathType,com.google.common.jimfs.windowspathtypetest.testwindows_touri_unc,False,False,True
3,12.0,jimfs,AttributeService,com.google.common.jimfs.attributeservicetest.testgetattribute_failsforattributesnotdefinedbyprovider,True,True,False
11,12.0,jimfs,Configuration,com.google.common.jimfs.configurationtest.testdefaultwindowsconfiguration,False,False,True
27,12.0,jimfs,FileTree,com.google.common.jimfs.filetreetest.testlookup_nonexistentroot,True,False,False
30,12.0,jimfs,HeapDisk,com.google.common.jimfs.heapdisktest.testfulldisk_doesnotallocatepartiallywhentoomanyblocksrequested,True,True,True
45,12.0,jimfs,JimfsPath,com.google.common.jimfs.jimfspathtest.testpathwithextraslashes,False,False,True
60,12.0,jimfs,UnixAttributeProvider,com.google.common.jimfs.unixattributeprovidertest.testset,False,False,True
