,idProject,nameProject,productionClass,testCase,isEagerTest,isEagerTestManual,prediction
13,25.0,junit-quickcheck,ConstraintEvaluator,com.pholser.junit.quickcheck.internal.constraint.constraintevaluatortest.whenexpressioncontainsanundefinedvariable,False,False,True
18,25.0,junit-quickcheck,PropertyParameterGenerationContext,com.pholser.junit.quickcheck.internal.generator.propertyparametergenerationcontexttest.whendiscardratioexceededevenwithsomesuccesses,True,True,False
21,25.0,junit-quickcheck,GeometricDistribution,com.pholser.junit.quickcheck.internal.geometricdistributiontest.samplewithnoncertainprobability,False,False,False
24,25.0,junit-quickcheck,Lists,com.pholser.junit.quickcheck.internal.liststest.shrinksofnonemptylist,False,False,False
4,25.0,junit-quickcheck,CartesianIterator,com.pholser.junit.quickcheck.internal.cartesianiteratortest.manysourcesofmany,False,True,True
22,25.0,junit-quickcheck,Items,com.pholser.junit.quickcheck.internal.itemstest.choosingfromemptycollection,True,False,False
23,25.0,junit-quickcheck,Lists,com.pholser.junit.quickcheck.internal.liststest.removalsfromanemptylist,False,False,True
28,25.0,junit-quickcheck,Reflection,com.pholser.junit.quickcheck.internal.reflectiontest.aninterfacethatoverrideshashcodeisnotasingleabstractmethodtype,True,False,False
2,25.0,junit-quickcheck,Generator,com.pholser.junit.quickcheck.generatortest.addingcomponentsdoesnothing,False,False,False
12,25.0,junit-quickcheck,Comparables,com.pholser.junit.quickcheck.internal.comparablestest.leastmagnitudestraddlingzero,False,True,False
34,25.0,junit-quickcheck,Reflection,com.pholser.junit.quickcheck.internal.reflectiontest.invokingnonzeroargconstructorquietlywrapsillegalaccessexception,False,False,False
38,25.0,junit-quickcheck,UtilityClassesUninstantiabilityHarness,com.pholser.junit.quickcheck.utilityclassesuninstantiabilityharness.attempttoinstantiate,True,False,False
0,25.0,junit-quickcheck,HashtableGenerator,com.pholser.junit.quickcheck.generator.java.util.hashtablegeneratortest.allowskeyandvaluewhenneitherisnull,False,False,False
11,25.0,junit-quickcheck,Comparables,com.pholser.junit.quickcheck.internal.comparablestest.leastmagnitudepositivemaxonly,False,True,False
