,tp,fp,tn,fn,precision,recall,accuracy,inspection_rate,f1_score,mcc
0,0.0,21.0,14.0,0.0,0.0,0.0,0.4,0.6,0.0,0.0
1,0.0,16.0,19.0,0.0,0.0,0.0,0.5428571428571428,0.45714285714285713,0.0,0.0
2,0.0,0.0,34.0,1.0,0.0,0.0,0.9714285714285714,0.0,0.0,0.0
3,0.0,16.0,18.0,0.0,0.0,0.0,0.5294117647058824,0.47058823529411764,0.0,0.0
4,0.0,14.0,20.0,0.0,0.0,0.0,0.5882352941176471,0.4117647058823529,0.0,0.0
5,0.0,18.0,16.0,0.0,0.0,0.0,0.47058823529411764,0.5294117647058824,0.0,0.0
6,0.0,20.0,14.0,0.0,0.0,0.0,0.4117647058823529,0.5882352941176471,0.0,0.0
7,0.0,17.0,17.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0
8,0.0,13.0,21.0,0.0,0.0,0.0,0.6176470588235294,0.38235294117647056,0.0,0.0
9,0.0,17.0,17.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0
10,0.0,152.0,190.0,1.0,0.0,0.0,0.5531932773109244,0.0,0.0,
