,idProject,nameProject,productionClass,testCase,isEagerTest,isEagerTestManual,prediction
2,23.0,timely,Meta,timely.api.model.metatest.testtokeys,True,False,True
3,23.0,timely,MetricAdapter,timely.api.model.metricadaptertest.testparsewithviz,False,True,True
12,23.0,timely,TagListParser,timely.model.parse.taglistparsertest.testlistcombinemap,False,False,True
15,23.0,timely,HttpRequestDecoder,timely.netty.http.httprequestdecodertest.testlookuppostwithnosession,False,False,True
30,23.0,timely,DownsampleIterator,timely.sample.iterators.downsampleiteratortest.simplegetonesample,True,True,True
36,23.0,timely,MetricAgeOffIterator,timely.store.metricageoffiteratortest.testdefault,False,True,True
4,23.0,timely,MetricAdapter,timely.api.model.metricadaptertest.testtomutationwithviz,False,True,False
14,23.0,timely,TagListParser,timely.model.parse.taglistparsertest.testparsetagswithcommas,False,False,False
18,23.0,timely,HttpRequestDecoder,timely.netty.http.httprequestdecodertest.testquerypostglobalannotations,False,False,True
19,23.0,timely,HttpRequestDecoder,timely.netty.http.httprequestdecodertest.testsuggestnosession,False,False,False
29,23.0,timely,DownsampleIterator,timely.sample.iterators.downsampleiteratortest.memoryestimatortestsmallobjects,True,True,False
35,23.0,timely,MetricAgeOffFilter,timely.store.metricageofffiltertest.testmixed,False,True,False
0,23.0,timely,MetricHistogram,timely.analytics.flink.metrichistogramtest.test50thpercentile,False,False,False
23,23.0,timely,WebSocketRequestDecoder,timely.netty.websocket.websocketrequestdecodertest.testcreatesubscriptionwithinvalidsessionidandnonanonymousaccess,False,True,False
32,23.0,timely,DownsampleIterator,timely.sample.iterators.downsampleiteratortest.testdownsamplecombining,True,True,True
34,23.0,timely,TimeSeriesGroupingIterator,timely.store.iterators.timeseriesgroupingiteratortest.testadditionaltimeseries,False,True,True
41,23.0,timely,DataStoreIT,timely.test.integration.datastoreit.testmultipleageoffwithoutcache,False,False,True
53,23.0,timely,TwoWaySSLOpenSSLIT,timely.test.integration.twowaysslopensslit.testbasicauthlogin,True,False,False
7,23.0,timely,QueryResponse,timely.api.response.timeseries.queryresponsetest.testemptyresponse,False,False,True
9,23.0,timely,SuggestResponse,timely.api.response.timeseries.suggestresponsetest.testsuggestresponseempty,False,False,True
26,23.0,timely,WebSocketRequestDecoder,timely.netty.websocket.websocketrequestdecodertest.testremovesubscription,False,True,True
44,23.0,timely,HttpApiIT,timely.test.integration.http.httpapiit.testquerywithnotagsmultipleseries,False,True,True
49,23.0,timely,StaticFileServerIT,timely.test.integration.staticfileserverit.testgetbadpath,False,False,True
55,23.0,timely,TimelyUdpIT,timely.test.integration.udp.timelyudpit.testputmultiplebinary,False,True,True
8,23.0,timely,QueryResponse,timely.api.response.timeseries.queryresponsetest.testoneresponse,False,True,False
11,23.0,timely,TagListParser,timely.model.parse.taglistparsertest.testlistcombine,False,False,False
16,23.0,timely,HttpRequestDecoder,timely.netty.http.httprequestdecodertest.testlookupuriwithlimit,False,False,False
27,23.0,timely,Downsample,timely.sample.downsampletest.testcombinemissingreport,False,True,False
42,23.0,timely,HttpApiIT,timely.test.integration.http.httpapiit.testmetrics,False,True,False
43,23.0,timely,HttpApiIT,timely.test.integration.http.httpapiit.testputmetric,True,True,False
10,23.0,timely,Metric,timely.model.metrictest.testjson,False,True,False
17,23.0,timely,HttpRequestDecoder,timely.netty.http.httprequestdecodertest.testlookupuriwithlimitandtags,False,False,False
33,23.0,timely,RateIterator,timely.store.iterators.rateiteratortest.testcounterrate,False,True,False
39,23.0,timely,WebSocketClientIT,timely.test.integration.client.websocketclientit.testworkflow,False,True,False
45,23.0,timely,HttpApiIT,timely.test.integration.http.httpapiit.testquerywithoutmsresolution,False,True,False
50,23.0,timely,StaticFileServerIT,timely.test.integration.staticfileserverit.testgetgoodpath,False,False,False
1,23.0,timely,MetricHistogram,timely.analytics.flink.metrichistogramtest.test90thpercentile,False,False,False
6,23.0,timely,MetricsResponse,timely.api.response.timeseries.metricsresponsetest.testgeneratehtmlwithignoredtags,False,True,False
21,23.0,timely,HttpRequestDecoder,timely.netty.http.httprequestdecodertest.testsuggesturiwithvalidtype,False,False,False
40,23.0,timely,DataStoreIT,timely.test.integration.datastoreit.testmultipleageoff,True,True,False
51,23.0,timely,TimelyTcpIT,timely.test.integration.tcp.timelytcpit.testputmultiple,False,True,False
5,23.0,timely,AggregatorsResponse,timely.api.response.timeseries.aggregatorsresponsetest.testaggregatorsresponseempty,False,False,True
24,23.0,timely,WebSocketRequestDecoder,timely.netty.websocket.websocketrequestdecodertest.testcreatesubscriptionwithvalidsessionidandnonanonymousaccess,False,True,True
46,23.0,timely,HttpApiIT,timely.test.integration.http.httpapiit.testquerywithtagwildcard,True,True,True
52,23.0,timely,TwoWaySSLIT,timely.test.integration.twowaysslit.testbasicauthlogin,True,False,True
54,23.0,timely,TimelyUdpIT,timely.test.integration.udp.timelyudpit.testpersistencewithvisibility,True,True,True
13,23.0,timely,TagListParser,timely.model.parse.taglistparsertest.testlistparse,False,False,False
22,23.0,timely,HttpRequestDecoder,timely.netty.http.httprequestdecodertest.testversionpost,False,False,False
25,23.0,timely,WebSocketRequestDecoder,timely.netty.websocket.websocketrequestdecodertest.testmetrics,False,True,False
38,23.0,timely,TcpClientIT,timely.test.integration.client.tcpclientit.testpersistencewithvisibility,False,True,False
48,23.0,timely,HTTPStrictTransportSecurityIT,timely.test.integration.http.httpstricttransportsecurityit.testhstsrequestget,True,True,False
20,23.0,timely,HttpRequestDecoder,timely.netty.http.httprequestdecodertest.testsuggesturiwithinvalidtypeanonaccess,False,False,False
28,23.0,timely,AggregationIterator,timely.sample.iterators.aggregationiteratortest.simpleaggregatedsample,False,True,False
31,23.0,timely,DownsampleIterator,timely.sample.iterators.downsampleiteratortest.simplegettwosamples,False,True,False
37,23.0,timely,MetricAgeOffIterator,timely.store.metricageoffiteratortest.testdefaultmissing,False,False,False
47,23.0,timely,HttpApiIT,timely.test.integration.http.httpapiit.testratecounterwithoptions,False,True,False
