idProject,nameProject,productionClass,testCase,NMC,SimilaritiesCoefficient,probabilityEagerTest,isEagerTest,isEagerTestManual
18,querydsl,AbstractEntity,com.querydsl.apt.domain.abstractentitytest.path_is_available,0,0.0,1.0,True,False
18,querydsl,Delegate,com.querydsl.apt.domain.delegatetest.simpleuser,3,0.781716337244723,0.218283662755277,False,False
18,querydsl,Delegate,com.querydsl.apt.domain.delegatetest.user,4,0.771384602751497,0.228615397248503,False,False
18,querydsl,Entity,com.querydsl.apt.domain.entitytest.inheritance,0,0.5916978828947872,0.4083021171052128,False,False
18,querydsl,Type,com.querydsl.apt.domain.p6.typetest.test,0,0.0,1.0,True,False
18,querydsl,Path,com.querydsl.apt.domain.pathtest.test,0,0.0,1.0,True,False
18,querydsl,RooEntities,com.querydsl.apt.domain.rooentitiestest.roojpaactiverecord,0,0.9510344374630684,0.0489655625369315,False,False
18,querydsl,RooEntities,com.querydsl.apt.domain.rooentitiestest.roojpaentity,0,0.9510344374630684,0.0489655625369315,False,False
18,querydsl,SimpleTypes,com.querydsl.apt.domain.simpletypestest.custom_comparableliteral,0,0.7291227962830445,0.2708772037169554,False,False
18,querydsl,SimpleTypes,com.querydsl.apt.domain.simpletypestest.skipped_field1,0,0.7263837701513307,0.2736162298486693,False,False
18,querydsl,SimpleTypes,com.querydsl.apt.domain.simpletypestest.skipped_field2,0,0.7355180744127551,0.2644819255872449,False,False
18,querydsl,EntityExtensions,com.querydsl.apt.entityextensionstest.getaptoptions,0,0.2150566071781101,0.7849433928218899,True,False
18,querydsl,GenericExporter,com.querydsl.apt.genericexportertest.execute,0,0.2245606998305173,0.7754393001694826,True,False
18,querydsl,IntegerExtensions,com.querydsl.apt.integerextensionstest.process,1,0.0,1.0,True,False
18,querydsl,QuerydslAnnotationProcessor,com.querydsl.apt.querydslannotationprocessortest.process_abstractclasses2,1,0.6951568720111212,0.3048431279888788,False,False
18,querydsl,QuerydslAnnotationProcessor,com.querydsl.apt.querydslannotationprocessortest.process_generic13test,1,0.6720620861708694,0.3279379138291306,False,False
18,querydsl,QuerydslAnnotationProcessor,com.querydsl.apt.querydslannotationprocessortest.process_inheritance2test,1,0.6994933291885279,0.3005066708114721,False,False
18,querydsl,QuerydslAnnotationProcessor,com.querydsl.apt.querydslannotationprocessortest.process_monitoredcompany,1,0.5440180589537262,0.4559819410462737,False,False
18,querydsl,QuerydslAnnotationProcessor,com.querydsl.apt.querydslannotationprocessortest.process_queryembedded4,1,0.6732226853272888,0.3267773146727112,False,False
18,querydsl,QuerydslAnnotationProcessor,com.querydsl.apt.querydslannotationprocessortest.rooannotationprocessor,1,0.4212622458773657,0.5787377541226342,False,False
18,querydsl,BeanSerializer,com.querydsl.codegen.beanserializertest.annotated_property,0,0.6728635463227299,0.32713645367727,False,False
18,querydsl,BeanSerializer,com.querydsl.codegen.beanserializertest.annotated_property_not_serialized,0,0.6673406814888507,0.3326593185111492,False,False
18,querydsl,BeanSerializer,com.querydsl.codegen.beanserializertest.interfaces2,0,0.5779964748376941,0.4220035251623059,False,False
18,querydsl,CodegenModule,com.querydsl.codegen.codegenmoduletest.defaultprefix,0,0.4858370301268317,0.5141629698731682,False,False
18,querydsl,Delegate,com.querydsl.codegen.delegatetest.equals_object,0,0.9950616982133478,0.0049383017866522,False,False
18,querydsl,EmbeddableSerializer,com.querydsl.codegen.embeddableserializertest.correct_superclass,0,0.8477465609782638,0.1522534390217361,False,False
18,querydsl,EmbeddableSerializer,com.querydsl.codegen.embeddableserializertest.no_package,0,0.8918959337193505,0.1081040662806495,False,False
18,querydsl,EntitySerializer,com.querydsl.codegen.entityserializertest.correct_superclass,0,0.8476794462508196,0.1523205537491804,False,False
18,querydsl,EntitySerializer,com.querydsl.codegen.entityserializertest.different_package,0,0.8475364478056534,0.1524635521943466,False,False
18,querydsl,EntityType,com.querydsl.codegen.entitytypetest.uncapsimplename_escaped3,0,0.9031963011737828,0.096803698826217,False,False
18,querydsl,GenericExporter,com.querydsl.codegen.genericexportertest.export,1,0.7541625643529233,0.2458374356470767,False,False
18,querydsl,GenericExporter,com.querydsl.codegen.genericexportertest.export_with_package_suffix,1,0.7431753120912661,0.2568246879087339,False,False
18,querydsl,Property,com.querydsl.codegen.propertytest.equals_and_hashcode,0,0.9035182451984264,0.0964817548015736,False,False
18,querydsl,QueryTypeFactory,com.querydsl.codegen.querytypefactorytest.prefix_only,0,0.9450181754064269,0.0549818245935732,False,False
18,querydsl,Serializer,com.querydsl.codegen.serializertest.embeddableserializer,0,0.7644642763078483,0.2355357236921517,False,False
18,querydsl,TypeFactory,com.querydsl.codegen.typefactorytest.blob,0,0.3676930137197072,0.6323069862802928,True,False
18,querydsl,TypeFactory,com.querydsl.codegen.typefactorytest.generics_object,0,0.7283184040877807,0.2716815959122193,False,False
18,querydsl,TypeFactory,com.querydsl.codegen.typefactorytest.generics_wildcard,0,0.7480398532520242,0.2519601467479758,False,False
18,querydsl,TypeFactory,com.querydsl.codegen.typefactorytest.map_field_parameters,0,0.7514531857140608,0.2485468142859391,False,False
18,querydsl,TypeFactory,com.querydsl.codegen.typefactorytest.parameters,0,0.7258310074917032,0.2741689925082968,False,False
18,querydsl,Alias,com.querydsl.collections.aliastest.various1,0,0.2036141940423778,0.7963858059576221,True,False
18,querydsl,Alias,com.querydsl.collections.aliastest.various3,0,0.2087983091485659,0.7912016908514341,True,False
18,querydsl,CollQueryFunctions,com.querydsl.collections.collqueryfunctionstest.coalesce,1,0.3914478446192713,0.6085521553807287,True,False
18,querydsl,CollQuery,com.querydsl.collections.collquerytest.groupby,1,0.4317668733507273,0.5682331266492726,False,False
