,idProject,nameProject,productionClass,testCase,NMC,probabilityEagerTest,isEagerTest,isEagerTestManual,prediction
0,18.0,querydsl,AbstractEntity,com.querydsl.apt.domain.abstractentitytest.path_is_available,0.0,1.0,True,False,False
1,18.0,querydsl,Delegate,com.querydsl.apt.domain.delegatetest.simpleuser,3.0,0.218283662755277,False,False,False
3,18.0,querydsl,Entity,com.querydsl.apt.domain.entitytest.inheritance,0.0,0.4083021171052128,False,False,False
6,18.0,querydsl,RooEntities,com.querydsl.apt.domain.rooentitiestest.roojpaactiverecord,0.0,0.0489655625369315,False,False,False
8,18.0,querydsl,SimpleTypes,com.querydsl.apt.domain.simpletypestest.custom_comparableliteral,0.0,0.2708772037169554,False,False,False
10,18.0,querydsl,SimpleTypes,com.querydsl.apt.domain.simpletypestest.skipped_field2,0.0,0.2644819255872449,False,False,False
11,18.0,querydsl,EntityExtensions,com.querydsl.apt.entityextensionstest.getaptoptions,0.0,0.7849433928218899,True,False,False
12,18.0,querydsl,GenericExporter,com.querydsl.apt.genericexportertest.execute,0.0,0.7754393001694826,True,False,False
13,18.0,querydsl,IntegerExtensions,com.querydsl.apt.integerextensionstest.process,1.0,1.0,True,False,False
15,18.0,querydsl,QuerydslAnnotationProcessor,com.querydsl.apt.querydslannotationprocessortest.process_generic13test,1.0,0.3279379138291306,False,False,False
17,18.0,querydsl,QuerydslAnnotationProcessor,com.querydsl.apt.querydslannotationprocessortest.process_monitoredcompany,1.0,0.4559819410462737,False,False,False
18,18.0,querydsl,QuerydslAnnotationProcessor,com.querydsl.apt.querydslannotationprocessortest.process_queryembedded4,1.0,0.3267773146727112,False,False,False
21,18.0,querydsl,BeanSerializer,com.querydsl.codegen.beanserializertest.annotated_property_not_serialized,0.0,0.3326593185111492,False,False,False
23,18.0,querydsl,CodegenModule,com.querydsl.codegen.codegenmoduletest.defaultprefix,0.0,0.5141629698731682,False,False,False
24,18.0,querydsl,Delegate,com.querydsl.codegen.delegatetest.equals_object,0.0,0.0049383017866522,False,False,False
26,18.0,querydsl,EmbeddableSerializer,com.querydsl.codegen.embeddableserializertest.no_package,0.0,0.1081040662806495,False,False,False
30,18.0,querydsl,GenericExporter,com.querydsl.codegen.genericexportertest.export,1.0,0.2458374356470767,False,False,False
33,18.0,querydsl,QueryTypeFactory,com.querydsl.codegen.querytypefactorytest.prefix_only,0.0,0.0549818245935732,False,False,False
34,18.0,querydsl,Serializer,com.querydsl.codegen.serializertest.embeddableserializer,0.0,0.2355357236921517,False,False,False
35,18.0,querydsl,TypeFactory,com.querydsl.codegen.typefactorytest.blob,0.0,0.6323069862802928,True,False,False
36,18.0,querydsl,TypeFactory,com.querydsl.codegen.typefactorytest.generics_object,0.0,0.2716815959122193,False,False,False
37,18.0,querydsl,TypeFactory,com.querydsl.codegen.typefactorytest.generics_wildcard,0.0,0.2519601467479758,False,False,False
40,18.0,querydsl,Alias,com.querydsl.collections.aliastest.various1,0.0,0.7963858059576221,True,False,False
41,18.0,querydsl,Alias,com.querydsl.collections.aliastest.various3,0.0,0.7912016908514341,True,False,True
43,18.0,querydsl,CollQuery,com.querydsl.collections.collquerytest.groupby,1.0,0.5682331266492726,False,False,False
44,18.0,querydsl,Document,com.querydsl.collections.documenttest.test1,0.0,0.1269927560131996,False,False,False
51,18.0,querydsl,PathMatcher,com.querydsl.collections.pathmatchertest.mismatch,0.0,0.2738625467309876,False,False,False
52,18.0,querydsl,QueryMetadata,com.querydsl.collections.querymetadatatest.reusage,0.0,1.0,True,False,False
55,18.0,querydsl,Serialization,com.querydsl.collections.serializationtest.onesource_list,0.0,0.2466573765296164,False,False,False
58,18.0,querydsl,Alias,com.querydsl.core.alias.aliastest.basicusage,2.0,0.5152082973602592,False,False,False
61,18.0,querydsl,PathFactory,com.querydsl.core.alias.pathfactorytest.createsetpath,1.0,0.1804448791424423,False,False,False
62,18.0,querydsl,PathFactory,com.querydsl.core.alias.pathfactorytest.createsimplepath,1.0,0.1617840092558387,False,False,False
63,18.0,querydsl,PathFactory,com.querydsl.core.alias.pathfactorytest.createtimepath,1.0,0.2070240056348485,False,False,False
64,18.0,querydsl,BooleanBuilder,com.querydsl.core.booleanbuildertest.and_not,1.0,0.3585415642897031,False,False,False
65,18.0,querydsl,BooleanBuilder,com.querydsl.core.booleanbuildertest.and_null_supported,0.0,0.609336490861684,True,False,False
66,18.0,querydsl,BooleanBuilder,com.querydsl.core.booleanbuildertest.basic,0.0,0.5004838123903206,False,False,False
69,18.0,querydsl,BooleanBuilder,com.querydsl.core.booleanbuildertest.not,1.0,0.3153103000388929,False,False,False
70,18.0,querydsl,BooleanBuilder,com.querydsl.core.booleanbuildertest.tostring_,0.0,0.3697169914975793,False,False,False
73,18.0,querydsl,DefaultQueryMetadata,com.querydsl.core.defaultquerymetadatatest.getjoins2,1.0,0.5972934650084873,False,False,False
74,18.0,querydsl,DefaultQueryMetadata,com.querydsl.core.defaultquerymetadatatest.isdistinct,1.0,0.7026103174322522,True,False,True
76,18.0,querydsl,DefaultQueryMetadata,com.querydsl.core.defaultquerymetadatatest.setoffset,2.0,0.6748602420500404,True,False,False
77,18.0,querydsl,GroupByIterate,com.querydsl.core.group.groupbyiteratetest.group_order,0.0,0.3677834262369294,False,False,False
79,18.0,querydsl,GroupByList,com.querydsl.core.group.groupbylisttest.array_access,0.0,0.3908233402027102,False,False,False
80,18.0,querydsl,GroupByList,com.querydsl.core.group.groupbylisttest.map4,0.0,0.5973264688750178,False,True,False
81,18.0,querydsl,GroupByList,com.querydsl.core.group.groupbylisttest.onetoonetomany_projection,0.0,0.3735852278437177,False,False,False
83,18.0,querydsl,GroupByMap,com.querydsl.core.group.groupbymaptest.first_set_and_list,1.0,0.3432511301985171,False,False,False
84,18.0,querydsl,GroupByMap,com.querydsl.core.group.groupbymaptest.group_by_null,1.0,0.3491477776693427,False,False,False
85,18.0,querydsl,GroupByMap,com.querydsl.core.group.groupbymaptest.map3,1.0,0.5960257251000134,False,True,False
87,18.0,querydsl,QueryModifiers,com.querydsl.core.querymodifierstest.hashcode_,2.0,0.4523331517490808,False,False,False
88,18.0,querydsl,QueryModifiers,com.querydsl.core.querymodifierstest.limit,1.0,0.347167280072815,False,False,False
93,18.0,querydsl,OrderedQueryMetadata,com.querydsl.core.support.orderedquerymetadatatest.addjoin,3.0,0.4383780361249947,False,True,False
94,18.0,querydsl,QueryMixin,com.querydsl.core.support.querymixintest.join,1.0,0.2608073591266959,False,False,False
97,18.0,querydsl,BeanPath,com.querydsl.core.types.dsl.beanpathtest.as_class_with_inits_cached,0.0,0.2295562607084967,False,False,False
98,18.0,querydsl,BooleanExpression,com.querydsl.core.types.dsl.booleanexpressiontest.andanyof,1.0,0.5289688511194439,False,False,False
100,18.0,querydsl,BooleanExpression,com.querydsl.core.types.dsl.booleanexpressiontest.orallof,1.0,0.5289688511194439,False,False,False
102,18.0,querydsl,CaseBuilder,com.querydsl.core.types.dsl.casebuildertest.numbertyped,0.0,0.0,False,False,False
103,18.0,querydsl,CaseBuilder,com.querydsl.core.types.dsl.casebuildertest.stringtyped,0.0,0.0,False,False,False
104,18.0,querydsl,CaseBuilder,com.querydsl.core.types.dsl.caseforeqbuildertest.datetype,0.0,0.0,False,False,False
106,18.0,querydsl,Coalesce,com.querydsl.core.types.dsl.coalescetest.asc,1.0,0.3574231170815347,False,False,False
107,18.0,querydsl,Coalesce,com.querydsl.core.types.dsl.coalescetest.desc,1.0,0.3704297666243966,False,False,False
109,18.0,querydsl,Coalesce,com.querydsl.core.types.dsl.coalescetest.mutable,0.0,0.2228345899203451,False,False,False
111,18.0,querydsl,ComparableExpression,com.querydsl.core.types.dsl.comparableexpressiontest.between_end_given,0.0,0.0952380952380952,False,False,False
114,18.0,querydsl,Expressions,com.querydsl.core.types.dsl.expressionstest.ascomparable_returns_a_corresponding_comparableexpression_for_a_given_constant,0.0,0.583787095164173,False,False,False
115,18.0,querydsl,Expressions,com.querydsl.core.types.dsl.expressionstest.asdate_returns_a_corresponding_dateexpression_for_a_given_expression,1.0,0.6004533109786605,True,False,False
117,18.0,querydsl,Expressions,com.querydsl.core.types.dsl.expressionstest.asenum_returns_a_corresponding_enumexpression_for_a_given_expression,1.0,0.6003984179848882,True,False,False
118,18.0,querydsl,Expressions,com.querydsl.core.types.dsl.expressionstest.datetimepathclassoftstring,0.0,0.5130831374851286,False,False,False
120,18.0,querydsl,Expressions,com.querydsl.core.types.dsl.expressionstest.signature,1.0,0.7415648280372309,True,True,False
121,18.0,querydsl,Expressions,com.querydsl.core.types.dsl.expressionstest.stringpathpathofqstring,0.0,0.5233506956300968,False,False,False
122,18.0,querydsl,Expressions,com.querydsl.core.types.dsl.expressionstest.timepathclassoftpathofqstring,0.0,0.5279604831187246,False,False,False
127,18.0,querydsl,MapPath,com.querydsl.core.types.dsl.mappathtest.getvaluetype,1.0,0.3180209347465763,False,False,False
132,18.0,querydsl,PathInits,com.querydsl.core.types.dsl.pathinitstest.isinitialized,1.0,0.1293468991674928,False,False,False
134,18.0,querydsl,Path,com.querydsl.core.types.dsl.pathtest.getannotatedelement_for_property,1.0,0.7254609019609415,True,True,False
140,18.0,querydsl,TemplateExpression,com.querydsl.core.types.dsl.templateexpressiontest.constructors,0.0,0.1744489284483455,False,False,False
141,18.0,querydsl,TemplateExpression,com.querydsl.core.types.dsl.templateexpressiontest.factorymethods,0.0,0.0909122333786214,False,False,False
144,18.0,querydsl,ExpressionUtils,com.querydsl.core.types.expressionutilstest.ne,1.0,0.5988239867741398,False,False,False
145,18.0,querydsl,ExpressionUtils,com.querydsl.core.types.expressionutilstest.notin_subquery,0.0,0.6564864473995111,True,False,False
147,18.0,querydsl,ExpressionUtils,com.querydsl.core.types.expressionutilstest.regextolike_fail,1.0,0.666880791428081,True,False,True
148,18.0,querydsl,ExpressionUtils,com.querydsl.core.types.expressionutilstest.regextolike_fail2,1.0,0.6749624689107429,True,False,False
149,18.0,querydsl,ExpressionUtils,com.querydsl.core.types.expressionutilstest.regextolike_fail3,1.0,0.6749624689107429,True,False,False
150,18.0,querydsl,ExpressionUtils,com.querydsl.core.types.expressionutilstest.regextolikespeed,1.0,0.7402029644605586,True,True,False
155,18.0,querydsl,Projections,com.querydsl.core.types.projectionstest.array,1.0,0.5657120360326064,False,False,False
160,18.0,querydsl,QMap,com.querydsl.core.types.qmaptest.nestedprojection_newinstance,0.0,0.471723654989934,False,False,False
162,18.0,querydsl,QTuple,com.querydsl.core.types.qtupletest.alias,1.0,0.4205965017864418,False,False,False
167,18.0,querydsl,Serialization,com.querydsl.core.types.serializationtest.expressions,0.0,0.7743460966221345,True,True,False
168,18.0,querydsl,ValidatingVisitor,com.querydsl.core.types.validatingvisitortest.visitconstantofqvoid,0.0,0.4926979023439986,False,False,False
170,18.0,querydsl,BeanMap,com.querydsl.core.util.beanmaptest.beanmap,1.0,0.385363786781436,False,False,False
171,18.0,querydsl,BeanMap,com.querydsl.core.util.beanmaptest.clone_,0.0,0.5544037434188986,False,False,False
173,18.0,querydsl,BeanMap,com.querydsl.core.util.beanmaptest.values,1.0,0.5228599227045143,False,False,False
179,18.0,querydsl,ReflectionUtils,com.querydsl.core.util.reflectionutilstest.getimplementedinterfaces,1.0,0.6288651904873972,True,False,False
180,18.0,querydsl,CustomerDao,com.querydsl.example.dao.customerdaotest.delete,2.0,0.2079288580716243,False,False,False
183,18.0,querydsl,PersonDao,com.querydsl.example.dao.persondaotest.findall,1.0,0.3320146263929251,False,False,False
184,18.0,querydsl,PersonDao,com.querydsl.example.dao.persondaotest.update,1.0,0.2504270521086131,False,False,False
185,18.0,querydsl,ProductDao,com.querydsl.example.dao.productdaotest.delete,2.0,0.2658724596875638,False,False,False
187,18.0,querydsl,SupplierDao,com.querydsl.example.dao.supplierdaotest.findbyid,1.0,0.4413664514044475,False,False,False
189,18.0,querydsl,UserRepository,com.querydsl.example.jpa.repository.userrepositorytest.save_and_get_by_id,0.0,0.5156778951621475,False,False,False
190,18.0,querydsl,ConnectionContext,com.querydsl.example.sql.guice.connectioncontexttest.get_connection,0.0,0.5370899501137243,False,False,False
192,18.0,querydsl,UserRepository,com.querydsl.example.sql.repository.userrepositorytest.save_and_get_by_id,0.0,0.3779182649458519,False,False,False
193,18.0,querydsl,SearchQuery,com.querydsl.hibernate.search.searchquerytest.exists,1.0,0.5607145341453295,False,False,False
194,18.0,querydsl,SearchQuery,com.querydsl.hibernate.search.searchquerytest.limit_max_value,1.0,0.7801984010908342,True,False,True
195,18.0,querydsl,SearchQuery,com.querydsl.hibernate.search.searchquerytest.listresults,2.0,0.516450767881112,False,False,False
196,18.0,querydsl,GroupBy,com.querydsl.jdo.groupbytest.dopersist,1.0,0.7923571047564854,True,True,False
197,18.0,querydsl,GroupBy,com.querydsl.jdo.groupbytest.having,2.0,0.3535075789308713,False,False,False
198,18.0,querydsl,JDOQLTemplates,com.querydsl.jdo.jdoqltemplatestest.generic_precedence,0.0,0.7406691829602559,True,False,False
200,18.0,querydsl,JDOSQLQuery,com.querydsl.jdo.jdosqlquerytest.count,1.0,0.5590250987645143,False,False,False
203,18.0,querydsl,HibernateBase,com.querydsl.jpa.hibernatebase.scrolltuple,3.0,0.7161732974091048,True,True,False
204,18.0,querydsl,HibernateBase,com.querydsl.jpa.hibernatebase.with_comment,1.0,0.744391244235871,True,False,False
205,18.0,querydsl,HibernateQueryFactory,com.querydsl.jpa.hibernatequeryfactorytest.from,1.0,0.5197406944752931,False,False,False
206,18.0,querydsl,JPABase,com.querydsl.jpa.jpabase.delete_where_subquery2,2.0,0.8123357809600609,True,False,False
207,18.0,querydsl,JPABase,com.querydsl.jpa.jpabase.delete_where_subquery_exists,2.0,0.7048700005025351,True,False,True
208,18.0,querydsl,JPABase,com.querydsl.jpa.jpabase.limit1_uniqueresult,1.0,0.653880720324755,True,False,False
212,18.0,querydsl,JPAProvider,com.querydsl.jpa.jpaprovidertest.hibernate_for_proxy,2.0,0.4766245357179761,False,False,False
213,18.0,querydsl,JPAProvider,com.querydsl.jpa.jpaprovidertest.openjpa,0.0,0.4790202593900028,False,False,False
214,18.0,querydsl,JPAQueryFactory,com.querydsl.jpa.jpaqueryfactorytest.delete,1.0,0.5200271768830506,False,False,False
215,18.0,querydsl,JPAQueryFactory,com.querydsl.jpa.jpaqueryfactorytest.from,1.0,0.5287437220455979,False,False,False
217,18.0,querydsl,JPAQueryFactory,com.querydsl.jpa.jpaqueryfactorytest.query3,2.0,0.5684469872035831,False,False,False
218,18.0,querydsl,JPAQueryFactory,com.querydsl.jpa.jpaqueryfactorytest.update,1.0,0.5246503919452691,False,False,False
221,18.0,querydsl,JPASQLBase,com.querydsl.jpa.jpasqlbase.setentitymanager,0.0,0.6759891856973061,True,False,True
222,18.0,querydsl,JPQLQuery,com.querydsl.jpa.jpqlquerytest.innerjoinpentityofppentityofp,0.0,0.3340158392617157,False,False,False
223,18.0,querydsl,JPQLQuery,com.querydsl.jpa.jpqlquerytest.leftjoinpentityofppentityofp,0.0,0.3340158392617157,False,False,False
224,18.0,querydsl,JPQLSerializer,com.querydsl.jpa.jpqlserializertest.case1_hibernate,0.0,0.460442682679535,False,False,False
225,18.0,querydsl,JPQLSerializer,com.querydsl.jpa.jpqlserializertest.count,0.0,0.3637345657424683,False,False,False
227,18.0,querydsl,JPQLSerializer,com.querydsl.jpa.jpqlserializertest.like,0.0,0.5063293853557684,False,False,False
230,18.0,querydsl,RelationalFunctionCall,com.querydsl.jpa.relationalfunctioncalltest.functioncall,0.0,1.0,True,False,False
231,18.0,querydsl,LuceneQuery,com.querydsl.lucene3.lucenequerytest.all_by_excluding_where,0.0,0.6013032934449947,True,False,False
232,18.0,querydsl,LuceneQuery,com.querydsl.lucene3.lucenequerytest.list_distinct_property,0.0,0.5942093156044761,False,False,False
233,18.0,querydsl,LuceneQuery,com.querydsl.lucene3.lucenequerytest.list_index_problem_in_max_doc,0.0,0.7048504391382175,True,False,True
234,18.0,querydsl,LuceneQuery,com.querydsl.lucene3.lucenequerytest.list_not_sorted_limit_2,1.0,0.5197795234680933,False,False,False
235,18.0,querydsl,LuceneQuery,com.querydsl.lucene3.lucenequerytest.list_not_sorted_offset_2,2.0,0.5214313166065757,False,False,False
236,18.0,querydsl,LuceneQuery,com.querydsl.lucene3.lucenequerytest.list_sorted_by_year_limit_1,1.0,0.5150107068982713,False,False,False
237,18.0,querydsl,LuceneQuery,com.querydsl.lucene3.lucenequerytest.load_singleresult_fieldselector,0.0,0.6122631791837652,True,False,False
238,18.0,querydsl,LuceneQuery,com.querydsl.lucene3.lucenequerytest.offset,1.0,0.6377107803596163,True,False,False
239,18.0,querydsl,LuceneQuery,com.querydsl.lucene3.lucenequerytest.single_result_considers_offset,1.0,0.6125681504063434,True,False,False
241,18.0,querydsl,LuceneQuery,com.querydsl.lucene3.lucenequerytest.sorted_by_different_locales,1.0,0.6609571487570142,True,False,True
243,18.0,querydsl,LuceneQuery,com.querydsl.lucene3.lucenequerytest.uniqueresult_finds_no_results,0.0,0.5960423030041049,False,False,False
245,18.0,querydsl,LuceneSerializer,com.querydsl.lucene3.luceneserializertest.between_numeric,3.0,0.7289927930953202,True,False,False
246,18.0,querydsl,LuceneSerializer,com.querydsl.lucene3.luceneserializertest.booleanbuilder,3.0,0.6517908211293151,True,False,False
247,18.0,querydsl,LuceneSerializer,com.querydsl.lucene3.luceneserializertest.contains,3.0,0.5745375026172337,False,False,False
249,18.0,querydsl,LuceneSerializer,com.querydsl.lucene3.luceneserializertest.ends_with_empty_string,3.0,0.5739769572244394,False,False,False
250,18.0,querydsl,LuceneSerializer,com.querydsl.lucene3.luceneserializertest.endswith,3.0,0.5994025894250408,False,False,False
257,18.0,querydsl,LuceneSerializer,com.querydsl.lucene3.luceneserializertest.fuzzylike,3.0,0.6332906075956546,True,False,False
259,18.0,querydsl,LuceneSerializer,com.querydsl.lucene3.luceneserializertest.goe_numeric_integer_equal,3.0,0.5957214251181309,False,False,False
261,18.0,querydsl,LuceneSerializer,com.querydsl.lucene3.luceneserializertest.gt_not_in_range_because_equal,3.0,0.5973191657327096,False,False,False
262,18.0,querydsl,LuceneSerializer,com.querydsl.lucene3.luceneserializertest.in,4.0,0.6672199995193941,True,False,True
263,18.0,querydsl,LuceneSerializer,com.querydsl.lucene3.luceneserializertest.like,3.0,0.6267975271083913,True,False,False
264,18.0,querydsl,LuceneSerializer,com.querydsl.lucene3.luceneserializertest.like_custom_wildcard_multiple_character,3.0,0.6290093595195497,True,False,False
266,18.0,querydsl,LuceneSerializer,com.querydsl.lucene3.luceneserializertest.loe,3.0,0.5944738064656154,False,False,False
267,18.0,querydsl,LuceneSerializer,com.querydsl.lucene3.luceneserializertest.loe_equal,3.0,0.58096001472337,False,False,False
268,18.0,querydsl,LuceneSerializer,com.querydsl.lucene3.luceneserializertest.loe_not_found,3.0,0.594464344450427,False,False,False
273,18.0,querydsl,LuceneSerializer,com.querydsl.lucene3.luceneserializertest.queryelement,3.0,0.7300167321253186,True,False,False
275,18.0,querydsl,LuceneSerializer,com.querydsl.lucene3.luceneserializertest.testquery,0.0,0.7616546923007087,True,False,False
279,18.0,querydsl,TermElement,com.querydsl.lucene3.termelementtest.testequalsandhashcode,0.0,0.7991946070400985,True,False,False
289,18.0,querydsl,LuceneQuery,com.querydsl.lucene4.lucenequerytest.list_sorted_by_year_ascending,1.0,0.5307127835960994,False,False,False
290,18.0,querydsl,LuceneQuery,com.querydsl.lucene4.lucenequerytest.load_list_fieldselector,0.0,0.604877383787469,True,False,False
291,18.0,querydsl,LuceneQuery,com.querydsl.lucene4.lucenequerytest.notexists,0.0,0.618402161467634,True,False,False
293,18.0,querydsl,LuceneQuery,com.querydsl.lucene4.lucenequerytest.single_result_considers_offset,1.0,0.6109798025261173,True,False,False
294,18.0,querydsl,LuceneQuery,com.querydsl.lucene4.lucenequerytest.single_result_takes_limit,0.0,0.5960505754115817,False,False,False
297,18.0,querydsl,LuceneSerializer,com.querydsl.lucene4.luceneserializertest.between_empty_strings,3.0,0.5327669651442275,False,False,False
299,18.0,querydsl,LuceneSerializer,com.querydsl.lucene4.luceneserializertest.eq,3.0,0.5765104270574892,False,False,False
300,18.0,querydsl,LuceneSerializer,com.querydsl.lucene4.luceneserializertest.eq_and_eq_not_does_not_find_results_because_second_expression_finds_nothing,3.0,0.6591325274343175,True,False,False
302,18.0,querydsl,LuceneSerializer,com.querydsl.lucene4.luceneserializertest.eq_phrase_should_not_find_results_but_lucene_semantics_differs_from_querydsls,3.0,0.6921100468767414,True,False,False
304,18.0,querydsl,LuceneSerializer,com.querydsl.lucene4.luceneserializertest.fuzzylike_with_similarity_and_prefix,3.0,0.645110638834649,True,False,False
306,18.0,querydsl,LuceneSerializer,com.querydsl.lucene4.luceneserializertest.like,3.0,0.6271998367116148,True,False,False
308,18.0,querydsl,LuceneSerializer,com.querydsl.lucene4.luceneserializertest.loe_not_found,3.0,0.5948363872175724,False,False,False
311,18.0,querydsl,LuceneSerializer,com.querydsl.lucene4.luceneserializertest.lt_numeric_integer,3.0,0.6094689855581117,True,False,False
313,18.0,querydsl,LuceneSerializer,com.querydsl.lucene4.luceneserializertest.not_equals_finds_none,2.0,0.5658296977336881,False,False,False
314,18.0,querydsl,LuceneSerializer,com.querydsl.lucene4.luceneserializertest.publisher_equals_empty_string,3.0,0.6424564994414612,True,False,True
315,18.0,querydsl,LuceneSerializer,com.querydsl.lucene4.luceneserializertest.unsupportedoperation,1.0,0.9795945221727994,True,False,False
