,tp,fp,tn,fn,precision,recall,accuracy,inspection_rate,f1_score,mcc
0,3.0,3.0,3.0,7.0,0.5,0.3,0.375,0.375,0.37499999999999994,-0.2
1,4.0,3.0,3.0,6.0,0.5714285714285714,0.4,0.4375,0.4375,0.47058823529411764,-0.09759000729485331
2,4.0,4.0,2.0,6.0,0.5,0.4,0.375,0.5,0.4444444444444445,-0.2581988897471611
3,1.0,3.0,3.0,8.0,0.25,0.1111111111111111,0.26666666666666666,0.26666666666666666,0.15384615384615383,-0.43082021842766455
4,2.0,2.0,4.0,7.0,0.5,0.2222222222222222,0.4,0.26666666666666666,0.30769230769230765,-0.12309149097933272
5,4.0,4.0,2.0,5.0,0.5,0.4444444444444444,0.4,0.5333333333333333,0.47058823529411764,-0.21821789023599236
6,4.0,4.0,2.0,5.0,0.5,0.4444444444444444,0.4,0.5333333333333333,0.47058823529411764,-0.21821789023599236
7,4.0,4.0,2.0,5.0,0.5,0.4444444444444444,0.4,0.5333333333333333,0.47058823529411764,-0.21821789023599236
8,6.0,3.0,3.0,3.0,0.6666666666666666,0.6666666666666666,0.6,0.6,0.6666666666666666,0.16666666666666666
9,8.0,1.0,4.0,2.0,0.8888888888888888,0.8,0.8,0.6,0.8421052631578948,0.5773502691896257
10,40.0,31.0,28.0,54.0,0.5376984126984127,0.42333333333333334,0.4454166666666667,0.4672107776983938,-0.10203373413006962,
