,tp,fp,tn,fn,precision,recall,accuracy,inspection_rate,f1_score,mcc
0,0.0,7.0,8.0,0.0,0.0,0.0,0.5333333333333333,0.4666666666666667,0.0,0.0
1,0.0,12.0,3.0,0.0,0.0,0.0,0.2,0.8,0.0,0.0
2,0.0,7.0,8.0,0.0,0.0,0.0,0.5333333333333333,0.4666666666666667,0.0,0.0
3,0.0,9.0,6.0,0.0,0.0,0.0,0.4,0.6,0.0,0.0
4,0.0,10.0,5.0,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0
5,0.0,6.0,9.0,0.0,0.0,0.0,0.6,0.4,0.0,0.0
6,0.0,8.0,7.0,0.0,0.0,0.0,0.4666666666666667,0.5333333333333333,0.0,0.0
7,0.0,0.0,14.0,1.0,0.0,0.0,0.9333333333333333,0.0,0.0,0.0
8,0.0,5.0,9.0,0.0,0.0,0.0,0.6428571428571429,0.35714285714285715,0.0,0.0
9,0.0,7.0,7.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0
10,0.0,71.0,76.0,1.0,0.0,0.0,0.5142857142857143,0.0,0.0,
