Type,Project,ModelBalance,tp,fp,tn,fn,precision,recall,accuracy,inspection_rate,f1_score,mcc,auc_pr
within,achilles,borderlinesmote_randomforest,6.0,0.0,66.0,31.0,0.5,0.1666666666666666,0.6990909090909092,0.0581818181818181,0.2466666666666666,0.2458456299824681,0.7337878787878788
within,admiral,borderlinesmote_randomforest,13.0,32.0,259.0,122.0,0.0792682926829268,0.0994505494505494,0.6380398671096346,0.1069213732004429,0.0569444444444444,-0.0359834164927057,0.5246667278107194
within,alien4cloud,borderlinesmote_randomforest,4.0,0.0,77.0,0.0,0.4,0.4,1.0,0.0486111111111111,0.4,0.4,0.7
within,carbon-apimgt,borderlinesmote_randomforest,33.0,24.0,0.0,0.0,0.5799999999999998,1.0,0.5799999999999998,1.0,0.7316666666666667,0.0,0.8033333333333333
within,dropwizard,borderlinesmote_randomforest,0.0,24.0,242.0,4.0,0.0,0.0,0.8962962962962961,0.0888888888888888,0.0,0.0,0.5085299736495388
within,hadoop,borderlinesmote_randomforest,104.0,292.0,1825.0,151.0,0.2626751146646616,0.408,0.8132432719923411,0.1669538701556572,0.3152894162639445,0.2235077243282989,0.2280809541582387
within,hbase,borderlinesmote_randomforest,4.0,18.0,674.0,30.0,0.1283333333333333,0.1166666666666666,0.9338470319634704,0.0303843226788432,0.1154761904761904,0.0887351196919536,0.1376595167623381
within,hutool,borderlinesmote_randomforest,0.0,0.0,122.0,4.0,0.0,0.0,0.9692307692307692,0.0,0.0,0.0,0.5166666666666666
within,incubator-dubbo,borderlinesmote_randomforest,4.0,19.0,300.0,48.0,0.1033333333333333,0.08,0.8194879089615933,0.0620199146514936,0.0894444444444444,0.0067889039748218,0.1598410666305403
within,oci-java-sdk,borderlinesmote_randomforest,3.0,4.0,39.0,1.0,0.25,0.3,0.8949999999999999,0.145,0.2666666666666666,0.2612372435695794,0.625
within,openpojo,borderlinesmote_randomforest,0.0,1.0,135.0,2.0,0.0,0.0,0.9785714285714286,0.0071428571428571,0.0,0.0,0.5535714285714286
within,oryx,borderlinesmote_randomforest,8.0,3.0,61.0,29.0,0.5833333333333333,0.2166666666666666,0.6818181818181818,0.1081818181818181,0.3085714285714285,0.2471431291803171,0.6815909090909091
within,querydsl,borderlinesmote_randomforest,8.0,1.0,575.0,1.0,0.75,0.8,0.9966101694915256,0.0153711279953243,0.7666666666666666,0.7700984529319177,0.8758474576271187
within,retrofit,borderlinesmote_randomforest,0.0,0.0,96.0,2.0,0.0,0.0,0.98,0.0,0.0,0.0,0.51
within,struts,borderlinesmote_randomforest,2.0,1.0,95.0,7.0,0.2,0.2,0.9254545454545454,0.029090909090909,0.2,0.19,0.5911111111111111
within,wikidata-toolkit,borderlinesmote_randomforest,3.0,7.0,175.0,15.0,0.1333333333333333,0.15,0.8899999999999999,0.05,0.1399999999999999,0.0986205174624862,0.3503252923976608
within,wro4j,borderlinesmote_randomforest,31.0,19.0,263.0,30.0,0.6688095238095237,0.5095238095238096,0.8570588235294118,0.1456302521008403,0.5445970695970697,0.4874515343129203,0.671802238838686
within,yawp,borderlinesmote_randomforest,0.0,0.0,46.0,4.0,0.0,0.0,0.9200000000000002,0.0,0.0,0.0,0.5399999999999999
within,total,borderlinesmote_randomforest,223.0,445.0,5050.0,481.0,0.3338323353293413,0.31676136363636365,0.8506210679141797,0.11457657018777799,0.3250728862973761,0.24125959699713306,0.5395452530797871
