Type,Project,ModelBalance,tp,fp,tn,fn,precision,recall,accuracy,inspection_rate,f1_score,mcc,auc_pr
within,achilles,borderlinesmote_randomforest,63.0,13.0,8.0,19.0,0.8371825396825396,0.7680555555555555,0.6927272727272726,0.7381818181818182,0.7929268117503413,0.135769080896777,0.8874069063652398
within,activiti,borderlinesmote_randomforest,7.0,5.0,8.0,5.0,0.4833333333333333,0.55,0.5666666666666667,0.4833333333333333,0.4833333333333333,0.15,0.6666666666666667
within,admiral,borderlinesmote_randomforest,15.0,52.0,321.0,38.0,0.2081818181818182,0.2866666666666667,0.7885382059800664,0.1573089700996677,0.2380981763334704,0.1236749948911116,0.2883898457376325
within,alien4cloud,borderlinesmote_randomforest,0.0,5.0,70.0,6.0,0.0,0.0,0.8652777777777778,0.0611111111111111,0.0,-0.0267857142857142,0.4479166666666667
within,c2mon,borderlinesmote_randomforest,0.0,30.0,118.0,20.0,0.0,0.0,0.7022058823529412,0.1786764705882352,0.0,-0.1695345371164131,0.0973615600086188
within,carbon-apimgt,borderlinesmote_randomforest,2.0,9.0,39.0,7.0,0.15,0.2,0.7266666666666666,0.1833333333333333,0.1666666666666666,0.0283772233983162,0.4241666666666666
within,dnsjava,borderlinesmote_randomforest,33.0,22.0,43.0,21.0,0.6266666666666667,0.6033333333333333,0.6386363636363637,0.4621212121212121,0.595378787878788,0.2778424427908504,0.6830227272727273
within,dropwizard,borderlinesmote_randomforest,5.0,29.0,219.0,17.0,0.1285714285714286,0.25,0.8296296296296296,0.1259259259259259,0.1594444444444444,0.0955577898919508,0.1730831899581899
within,elastic-job-lite,borderlinesmote_randomforest,4.0,24.0,103.0,9.0,0.1619047619047619,0.25,0.7642857142857143,0.1999999999999999,0.1844444444444444,0.0762368100944222,0.2273214285714286
within,esper,borderlinesmote_randomforest,35.0,34.0,45.0,34.0,0.5274747474747474,0.5071428571428571,0.54,0.4661904761904762,0.5087667887667887,0.0765101455455187,0.5288616079687508
within,fastjson,borderlinesmote_randomforest,126.0,114.0,161.0,63.0,0.5317106240473266,0.6660818713450292,0.6184551341350601,0.5178538390379279,0.5815746489283076,0.2535831413185708,0.5465815101877374
within,hadoop,borderlinesmote_randomforest,307.0,610.0,980.0,475.0,0.3355757183264752,0.3925348912690684,0.542577030812325,0.3865865333475162,0.3613389539678794,0.0088404894916718,0.3632822245626924
within,hbase,borderlinesmote_randomforest,337.0,104.0,145.0,140.0,0.7682245652897828,0.7064273049645391,0.6640030441400305,0.6073249619482496,0.732611238017841,0.2851160519362106,0.7863608155336358
within,helios,borderlinesmote_randomforest,5.0,25.0,66.0,13.0,0.1452380952380952,0.25,0.6527272727272726,0.2736363636363636,0.1744444444444444,-0.0214652649671418,0.2473962842712843
