Group,Min,Q1,Q2 (Mediana),Q3,Max
adaboost,-0.2,0.0,0.0,0.0095985282220332,0.3058707520613936
adasyn_adaboost,-0.1,0.0,0.0,0.10438137821521022,0.5999171940196492
adasyn_decisiontree,-0.1,0.0,0.0,0.10954451150103317,0.5351937870416501
adasyn_multilayerperceptron,-0.1,0.0,0.0,0.11770997458578243,0.5169363684581445
adasyn_naivebayes,-0.2,0.0,0.0,0.06843605864112277,0.4288870481556222
adasyn_randomforest,-0.1,0.0,0.0,0.12313137821521022,0.3684353805618495
adasyn_svm,-0.0831141099870372,0.0,0.0,0.1,0.5612836980110508
borderlinesmote_adaboost,-0.1556521192699957,0.0,0.0,0.10438137821521022,0.5774427068804903
borderlinesmote_decisiontree,-0.1,0.0,0.0,0.11579604669237159,0.4795411165945563
borderlinesmote_multilayerperceptron,-0.2,0.0,0.0,0.10954451150103317,0.4795411165945563
borderlinesmote_naivebayes,-0.2,0.0,0.0,0.0417520008881842,0.3704068011184874
borderlinesmote_randomforest,-0.1,0.0,0.0,0.16594562802308585,0.4550575503196258
borderlinesmote_svm,-0.094308005124162,0.0,0.0,0.07569271089657832,0.5730381448076832
decisiontree,-0.1,0.0,0.0,0.09791666666666665,0.4416442234507655
multilayerperceptron,-0.2,0.0,0.0,0.055945558778417975,0.5286615125564774
naivebayes,-0.2,0.0,0.0,0.0,0.3359755599995652
nearmissunder1_adaboost,-0.0316227766016837,0.0,0.0,0.14184592124464473,0.5612836980110508
nearmissunder1_decisiontree,-0.1,0.0,0.0,0.1375432220156471,0.5612836980110508
nearmissunder1_multilayerperceptron,-0.0316227766016837,0.0,0.0,0.13285569194158525,0.5612836980110508
nearmissunder1_naivebayes,-0.0316227766016837,0.0,0.0,0.10471014781767896,0.5730381448076832
nearmissunder1_randomforest,-0.05,0.0,0.0,0.1597172534888699,0.5999171940196492
nearmissunder1_svm,-0.1594346681237299,0.0,0.0,0.120742677829557,0.5612836980110508
nearmissunder2_adaboost,-0.2468301381714249,-0.05587625872506085,0.0,0.0,0.0906860010977589
nearmissunder2_decisiontree,-0.2593111326212742,-0.05185805616267645,0.0,0.0,0.0502477315537473
nearmissunder2_multilayerperceptron,-0.3555928946018454,-0.007427796589843875,0.0,0.0,0.1045900490683948
nearmissunder2_naivebayes,-0.2967006104857025,0.0,0.0,0.0,0.1275242266135881
nearmissunder2_randomforest,-0.2929034998864986,-0.041121293754588825,0.0,0.0,0.1
nearmissunder2_svm,-0.2,0.0,0.0,0.0,0.1139992828789596
nearmissunder3_adaboost,-0.1401278495250841,0.0,0.0,0.0,0.0945903619213827
nearmissunder3_decisiontree,-0.2077082149250537,0.0,0.0,0.0,0.1
nearmissunder3_multilayerperceptron,-0.1941710079543505,0.0,0.0,0.0,0.0637204210225973
nearmissunder3_naivebayes,-0.2567028204223907,0.0,0.0,0.0,0.1
nearmissunder3_randomforest,-0.245386463781516,0.0,0.0,0.0,0.0337432567579967
nearmissunder3_svm,-0.1837326223477757,0.0,0.0,0.0,0.0687972155741846
randomforest,-0.0167802456359056,0.0,0.0,0.09367726666098047,0.5508614391771148
randomover_adaboost,-0.1336241815955818,0.0,0.0,0.14688071456249224,0.5999171940196492
randomover_decisiontree,-0.2,0.0,0.0,0.10954451150103317,0.5612836980110508
randomover_multilayerperceptron,-0.05860440228608,0.0,0.0,0.09557762753590646,0.5612836980110508
randomover_naivebayes,-0.2,0.0,0.0,0.0417520008881842,0.4063718593714028
randomover_randomforest,-0.0950506464418266,0.0,0.0,0.1427155057849029,0.5999171940196492
randomover_svm,-0.0821868884624618,0.0,0.0,0.10954451150103317,0.5612836980110508
randomunder_adaboost,-0.1381609502739116,0.0,0.0,0.13934997596829715,0.5999171940196492
randomunder_decisiontree,-0.2,0.0,0.0,0.09557762753590646,0.5795411165945563
randomunder_multilayerperceptron,-0.068777316318157,0.0,0.0,0.09557762753590646,0.5612836980110508
randomunder_naivebayes,-0.2,0.0,0.0,0.0428764750408914,0.3924100572973278
randomunder_randomforest,-0.1,0.0,0.0,0.12937871672914197,0.5999171940196492
randomunder_svm,-0.0717295982108291,0.0,0.0,0.10954451150103317,0.5612836980110508
smoteover_adaboost,-0.1311141743048822,0.0,0.0,0.14688071456249224,0.5999171940196492
smoteover_decisiontree,-0.1,0.0,0.0,0.09557762753590646,0.5612836980110508
smoteover_multilayerperceptron,-0.0446030120444985,0.0,0.0,0.09557762753590646,0.5612836980110508
smoteover_naivebayes,-0.2,0.0,0.0,0.04229576214291435,0.4316963798083474
smoteover_randomforest,-0.1,0.0,0.0,0.13084688400011318,0.5999171940196492
smoteover_svm,-0.0698777393645286,0.0,0.0,0.0981041022017157,0.5612836980110508
svm,-0.2,0.0,0.0,0.0,0.2245911144824966
