Group,Min,Q1,Q2 (Mediana),Q3,Max
adaboost,0.0,0.0,0.0,0.0,0.0027288359807595
adasyn_adaboost,-0.0230445743054627,0.0,0.0,0.0,0.4632030797094109
adasyn_decisiontree,-0.0195144784963277,0.0,0.0,0.0,0.412602913845652
adasyn_multilayerperceptron,-0.0218922738291067,0.0,0.0,0.0,0.4419322035669101
adasyn_naivebayes,-0.0190526905640788,0.0,0.0,0.0,0.4316091498474125
adasyn_randomforest,-0.0195144784963277,0.0,0.0,0.0,0.4212130528435905
adasyn_svm,-0.0301551223569325,0.0,0.0,0.0,0.5404653670707977
borderlinesmote_adaboost,-0.0384884556902659,0.0,0.0,0.0,0.5404653670707977
borderlinesmote_decisiontree,-0.0384884556902659,0.0,0.0,0.031855284640388226,0.606290196117184
borderlinesmote_multilayerperceptron,-0.0384884556902659,0.0,0.0,0.031855284640388226,0.606290196117184
borderlinesmote_naivebayes,-0.0638827454610305,0.0,0.0,0.0,0.2654653670707977
borderlinesmote_randomforest,-0.0384884556902659,0.0,0.0,0.031855284640388226,0.606290196117184
borderlinesmote_svm,-0.0412818309525516,0.0,0.0,0.0,0.5066091498474126
decisiontree,-0.0212066914180562,0.0,0.0,0.0,0.007741585566342
multilayerperceptron,-0.0011363636363636,0.0,0.0,0.0,0.0
naivebayes,-0.0181654171472729,0.0,0.0,0.0,0.1838440977127418
nearmissunder1_adaboost,-0.0301551223569325,0.0,0.0,0.00290720984175315,0.6408248290463863
nearmissunder1_decisiontree,-0.0301551223569325,0.0,0.0,0.00290720984175315,0.6408248290463863
nearmissunder1_multilayerperceptron,-0.0301551223569325,0.0,0.0,0.015242859173906775,0.6408248290463863
nearmissunder1_naivebayes,-0.0384884556902659,0.0,0.0,0.0,0.6408248290463863
nearmissunder1_randomforest,-0.0301551223569325,0.0,0.0,0.0,0.6408248290463863
nearmissunder1_svm,-0.0301551223569325,0.0,0.0,0.00540960631970655,0.6408248290463863
nearmissunder2_adaboost,-0.551200152026447,0.0,0.0,0.0,0.0384884556902659
nearmissunder2_decisiontree,-0.5404653670707977,0.0,0.0,0.0,0.0384884556902659
nearmissunder2_multilayerperceptron,-0.5404653670707977,0.0,0.0,0.0,0.0384884556902659
nearmissunder2_naivebayes,-0.2282920016106168,0.0,0.0,0.0,0.0818924881366629
nearmissunder2_randomforest,-0.5404653670707977,0.0,0.0,0.0,0.0384884556902659
nearmissunder2_svm,-0.3662789394101123,0.0,0.0,0.0,0.0371566212697881
nearmissunder3_adaboost,-0.1,0.0,0.0,0.0,0.0579066024143586
nearmissunder3_decisiontree,-0.1094806290220741,0.0,0.0,0.0,0.0684080988946329
nearmissunder3_multilayerperceptron,-0.1092516435332346,0.0,0.0,0.0,0.0769300317012341
nearmissunder3_naivebayes,-0.1212173920079945,0.0,0.0,0.0,0.0906865840588894
nearmissunder3_randomforest,-0.1,0.0,0.0,0.0,0.0674993999783071
nearmissunder3_svm,-0.132074731774335,0.0,0.0,0.0,0.0504018539210674
randomforest,-0.0127802137266821,0.0,0.0,0.0,0.0051512984924296
randomover_adaboost,-0.0301551223569325,0.0,0.0,0.0,0.551200152026447
randomover_decisiontree,-0.0301551223569325,0.0,0.0,0.0,0.551200152026447
randomover_multilayerperceptron,-0.0301551223569325,0.0,0.0,0.0,0.551200152026447
randomover_naivebayes,-0.0267857142857142,0.0,0.0,0.0,0.4105790975515953
randomover_randomforest,-0.0301551223569325,0.0,0.0,0.0,0.5404653670707977
randomover_svm,-0.0301551223569325,0.0,0.0,0.0,0.5654653670707978
randomunder_adaboost,-0.0301551223569325,0.0,0.0,0.0,0.5404653670707977
randomunder_decisiontree,-0.0301551223569325,0.0,0.0,0.0,0.5404653670707977
randomunder_multilayerperceptron,-0.0384884556902659,0.0,0.0,0.0,0.5404653670707977
randomunder_naivebayes,-0.0331839379361756,0.0,0.0,0.0,0.3436322621854499
randomunder_randomforest,-0.0301551223569325,0.0,0.0,0.0021733890709546497,0.5404653670707977
randomunder_svm,-0.0301551223569325,0.0,0.0,0.0,0.5404653670707977
smoteover_adaboost,-0.0301551223569325,0.0,0.0,0.0,0.551200152026447
smoteover_decisiontree,-0.0301551223569325,0.0,0.0,0.0,0.5404653670707977
smoteover_multilayerperceptron,-0.0301551223569325,0.0,0.0,0.0,0.5404653670707977
smoteover_naivebayes,-0.0125,0.0,0.0,0.0,0.4105790975515953
smoteover_randomforest,-0.0301551223569325,0.0,0.0,0.0,0.5404653670707977
smoteover_svm,-0.0301551223569325,0.0,0.0,0.0,0.5404653670707977
svm,-0.0119892632812826,0.0,0.0,0.0,0.0583991472763635
