Group,Min,Q1,Q2 (Mediana),Q3,Max
adaboost,-0.0612372435695794,0.0,0.0,0.0,0.406776201389765
adasyn_adaboost,-0.2772423193641794,-0.02388538284100665,0.0,0.04878546810309288,0.3473300265825608
adasyn_decisiontree,-0.2,-0.042909443554005,0.0,0.0224046006039357,0.3780792844576474
adasyn_multilayerperceptron,-0.289683688178979,-0.02232142857142855,0.0,0.04587584889057572,0.3743319544659638
adasyn_naivebayes,-0.1930489429665012,0.0,0.0,0.0650657671813703,0.1946605947733781
adasyn_randomforest,-0.2,-0.04486113921588495,0.0,0.023804158794339676,0.3563426240502289
adasyn_svm,-0.2892187301417834,-0.011452754610342675,0.0,0.04812054828727035,0.1813770308160838
borderlinesmote_adaboost,-0.3531177041821931,-0.017889258018386152,0.0,0.030567378022023025,0.4446542449930492
borderlinesmote_decisiontree,-0.2,-0.04616595459197995,0.0,0.021417465507196448,0.2409408775040205
borderlinesmote_multilayerperceptron,-0.2732953617541062,-0.03627075928918025,0.0,0.04084460311674645,0.4573855203126955
borderlinesmote_naivebayes,-0.2655916640634109,-0.01220621975087505,0.0,0.04411518650361097,0.2730846007324327
borderlinesmote_randomforest,-0.2,-0.0396735888888796,0.0,0.016722009314950652,0.2666676560518898
borderlinesmote_svm,-0.2,-0.049506983574979777,0.0,0.02699456815012275,0.2666666666666666
decisiontree,-0.2,-0.04959559259608893,0.0,0.01929762645658075,0.2677034043652897
multilayerperceptron,-0.0612372435695794,0.0,0.0,0.0,0.1012999046846104
naivebayes,-0.12,-0.005796460594735001,0.0,0.0,0.2906711225001611
nearmissunder1_adaboost,-0.3328078409804792,-0.044899252833811,0.0,0.0463432036513043,0.4988559333556613
nearmissunder1_decisiontree,-0.2487575553630946,-0.04746262058529973,0.0,0.038202414153416575,0.3988559333556613
nearmissunder1_multilayerperceptron,-0.3113655456666636,-0.049279022264281575,0.0,0.043860998704818424,0.4988559333556613
nearmissunder1_naivebayes,-0.2883956777024195,-0.0440690153178197,0.0,0.015898610114943673,0.5493222638364956
nearmissunder1_randomforest,-0.2487575553630946,-0.04746262058529973,0.0,0.038202414153416575,0.3988559333556613
nearmissunder1_svm,-0.2883956777024195,-0.03977455817832362,0.0,0.009412410508798425,0.5493222638364956
nearmissunder2_adaboost,-0.3761637916087982,0.0,0.0,0.05623475382979798,0.2901477159031015
nearmissunder2_decisiontree,-0.1967448651837315,-0.0045263496199537505,0.0,0.025711121432388025,0.2814235049539504
nearmissunder2_multilayerperceptron,-0.3655254594076478,-0.0006602909341557,0.0,0.05524527902245625,0.3226257708706101
nearmissunder2_naivebayes,-0.2801676303971061,-0.0340245096259263,0.0,0.05509056695604987,0.3060068274877703
nearmissunder2_randomforest,-0.1666447180211024,-0.0060661076288849,0.0,0.010879681341654675,0.2262683825970179
nearmissunder2_svm,-0.2666666666666666,-0.07147672273900091,0.0,0.0,0.2
nearmissunder3_adaboost,-0.2408712907082472,-0.047162005651989,0.0,0.06382868743250422,0.3731545901390983
nearmissunder3_decisiontree,-0.2276603790303365,-0.024700801243745227,0.0,0.03171064739766405,0.2003274489706479
nearmissunder3_multilayerperceptron,-0.4227605055423492,-0.048385477889363177,0.0,0.039755156760194324,0.2701345135558889
nearmissunder3_naivebayes,-0.1775154201468635,-0.00644338557153195,0.0,0.08489375622181405,0.2566759692306382
nearmissunder3_randomforest,-0.2276603790303365,-0.0283919600326605,0.0,0.02312026848547625,0.2065003922892359
nearmissunder3_svm,-0.4047722557505165,-0.031010457908576552,0.0,0.030847150591049474,0.3624940861827688
randomforest,-0.2,-0.03721858648207695,0.0,0.013174557795602225,0.3484701760526816
randomover_adaboost,-0.2,-0.017202352261197925,0.0,0.0448923468495077,0.5005921697761054
randomover_decisiontree,-0.2,-0.03615429963307435,0.0,0.042549239989199274,0.2842995655532749
randomover_multilayerperceptron,-0.2300677071838203,-0.00878162711052375,0.0,0.0557907349381346,0.5763762615825974
randomover_naivebayes,-0.2022941289340213,-0.00561629890284355,0.0,0.059535474959803526,0.3047722557505166
randomover_randomforest,-0.2,-0.0226424844203662,0.0,0.031698270002202274,0.4422210507820058
randomover_svm,-0.2883956777024195,-0.03977455817832362,0.0,0.022986745713349924,0.2908712907082472
randomunder_adaboost,-0.2230054654496196,-0.028011232868344626,0.0,0.04417647981890732,0.4969328189477796
randomunder_decisiontree,-0.2,-0.02466762515432387,0.0,0.031980050636336105,0.438204788403271
randomunder_multilayerperceptron,-0.2382073668293846,-0.00363080583123765,0.0,0.06492521046979095,0.2957611795034671
randomunder_naivebayes,-0.2947580541961363,-0.00708683386892295,0.0,0.05641985952214103,0.2547722557505166
randomunder_randomforest,-0.2,-0.026407328357274277,0.0,0.029136599088999276,0.5187218172744259
randomunder_svm,-0.2883956777024195,-0.037479833462074154,0.0,0.001066081735428825,0.2908712907082472
smoteover_adaboost,-0.2300677071838203,-0.05313456320991852,0.0,0.045975887346597674,0.5260480320253599
smoteover_decisiontree,-0.2349511626372013,-0.0292553032643139,0.0,0.03926902463561825,0.2723724047136512
smoteover_multilayerperceptron,-0.205875375507782,-0.006948595643970599,0.0,0.06868952137492094,0.5
smoteover_naivebayes,-0.1947580541961363,-0.007733399495826225,0.0,0.04794965729128755,0.3047722557505166
smoteover_randomforest,-0.2,-0.03817962514208863,0.0,0.02589449218659605,0.3225217938274006
smoteover_svm,-0.2883956777024195,-0.0397133076484297,0.0,0.0096215489096362,0.2908712907082472
svm,-0.0449244518512894,0.0,0.0,0.0,0.0353553390593273
