,idProject,nameProject,productionClass,testCase,NMC,SimilaritiesCoefficient,isEagerTest,isEagerTestManual,prediction
0,43.0,db-scheduler,JdbcTaskRepository,com.github.kagkarlsson.scheduler.jdbctaskrepositorytest.get_scheduled_by_task_name,0.0,0.3413914266046901,True,True,False
1,43.0,db-scheduler,JdbcTaskRepository,com.github.kagkarlsson.scheduler.jdbctaskrepositorytest.reschedule_should_move_execution_in_time,0.0,0.6290518125578062,False,True,True
4,43.0,db-scheduler,Scheduler,com.github.kagkarlsson.scheduler.schedulertest.scheduler_should_execute_task_when_exactly_due,2.0,0.623111826394183,False,True,True
6,43.0,db-scheduler,Daily,com.github.kagkarlsson.scheduler.task.dailytest.should_generate_next_date_correctly,2.0,0.2922753373865982,True,False,False
2,43.0,db-scheduler,JdbcTaskRepository,com.github.kagkarlsson.scheduler.jdbctaskrepositorytest.should_not_be_able_to_pick_execution_that_has_been_rescheduled,0.0,0.6407164219392418,False,True,True
3,43.0,db-scheduler,ScheduledExecution,com.github.kagkarlsson.scheduler.scheduledexecutiontest.test_equals,1.0,0.2719483596380718,True,False,False
5,43.0,db-scheduler,Scheduler,com.github.kagkarlsson.scheduler.schedulertest.scheduler_should_not_execute_canceled_tasks,2.0,0.6102913159016229,False,True,True
7,43.0,db-scheduler,Waiter,com.github.kagkarlsson.scheduler.waitertest.should_wait_until_woken,1.0,0.4141783700258767,False,True,True
