,idProject,nameProject,productionClass,testCase,NMC,isEagerTest,isEagerTestManual,prediction
0,20.0,jfreechart,CategoryLineAnnotation,org.jfree.chart.annotations.categorylineannotationtest.testhashcode,0.0,False,False,False
3,20.0,jfreechart,TextAnnotation,org.jfree.chart.annotations.textannotationtest.testchangeevents,0.0,True,False,False
5,20.0,jfreechart,XYBoxAnnotation,org.jfree.chart.annotations.xyboxannotationtest.testdrawwithnullinfo,0.0,True,True,True
6,20.0,jfreechart,XYBoxAnnotation,org.jfree.chart.annotations.xyboxannotationtest.testequals,0.0,False,True,True
8,20.0,jfreechart,XYDrawableAnnotation,org.jfree.chart.annotations.xydrawableannotationtest.testequals,0.0,False,True,False
9,20.0,jfreechart,XYDrawableAnnotation,org.jfree.chart.annotations.xydrawableannotationtest.testserialization,0.0,False,False,False
14,20.0,jfreechart,XYShapeAnnotation,org.jfree.chart.annotations.xyshapeannotationtest.testequals,0.0,False,True,True
16,20.0,jfreechart,XYTextAnnotation,org.jfree.chart.annotations.xytextannotationtest.testserialization,0.0,False,False,False
19,20.0,jfreechart,AxisLocation,org.jfree.chart.axis.axislocationtest.testserialization,0.0,False,False,True
22,20.0,jfreechart,CategoryAxis,org.jfree.chart.axis.categoryaxistest.testcloning2,0.0,False,False,True
23,20.0,jfreechart,CategoryAxis,org.jfree.chart.axis.categoryaxistest.testhashcode,0.0,False,False,False
24,20.0,jfreechart,CategoryTick,org.jfree.chart.axis.categoryticktest.testcloning,0.0,False,False,False
26,20.0,jfreechart,CyclicNumberAxis,org.jfree.chart.axis.cyclicnumberaxistest.testcloning,0.0,False,False,True
27,20.0,jfreechart,CyclicNumberAxis,org.jfree.chart.axis.cyclicnumberaxistest.testhashcode,0.0,False,False,True
28,20.0,jfreechart,CyclicNumberAxis,org.jfree.chart.axis.cyclicnumberaxistest.testserialization,0.0,False,False,False
30,20.0,jfreechart,DateAxis,org.jfree.chart.axis.dateaxistest.testpreviousstandarddatemilliseconda,0.0,False,True,False
31,20.0,jfreechart,DateAxis,org.jfree.chart.axis.dateaxistest.testpreviousstandarddatemontha,0.0,False,True,True
35,20.0,jfreechart,LogAxis,org.jfree.chart.axis.logaxistest.testtranslatejava2dtovalue,0.0,True,True,False
39,20.0,jfreechart,MonthDateFormat,org.jfree.chart.axis.monthdateformattest.testserialization,0.0,False,False,False
41,20.0,jfreechart,NumberAxis,org.jfree.chart.axis.numberaxistest.testautorange4,0.0,False,True,False
42,20.0,jfreechart,NumberAxis,org.jfree.chart.axis.numberaxistest.testsetlowerbound,0.0,False,False,False
43,20.0,jfreechart,NumberTickUnit,org.jfree.chart.axis.numbertickunittest.testcloning,0.0,False,False,False
44,20.0,jfreechart,PeriodAxisLabelInfo,org.jfree.chart.axis.periodaxislabelinfotest.testequals,0.0,False,True,False
46,20.0,jfreechart,PeriodAxis,org.jfree.chart.axis.periodaxistest.test1932146,0.0,False,False,False
47,20.0,jfreechart,PeriodAxis,org.jfree.chart.axis.periodaxistest.testequals,0.0,False,False,False
48,20.0,jfreechart,QuarterDateFormat,org.jfree.chart.axis.quarterdateformattest.testcloning,0.0,False,False,False
49,20.0,jfreechart,QuarterDateFormat,org.jfree.chart.axis.quarterdateformattest.testhashcode,0.0,False,False,False
50,20.0,jfreechart,QuarterDateFormat,org.jfree.chart.axis.quarterdateformattest.testserialization,0.0,False,False,False
53,20.0,jfreechart,SubCategoryAxis,org.jfree.chart.axis.subcategoryaxistest.testhashcode,0.0,False,False,True
55,20.0,jfreechart,TickUnits,org.jfree.chart.axis.tickunitstest.testcloning,0.0,False,False,False
58,20.0,jfreechart,BlockBorder,org.jfree.chart.block.blockbordertest.testserialization,0.0,False,False,True
59,20.0,jfreechart,BlockContainer,org.jfree.chart.block.blockcontainertest.testequals,0.0,False,False,False
63,20.0,jfreechart,FlowArrangement,org.jfree.chart.block.flowarrangementtest.testequals,0.0,False,True,False
66,20.0,jfreechart,GridArrangement,org.jfree.chart.block.gridarrangementtest.testgridnotfull_ff,0.0,False,False,True
67,20.0,jfreechart,GridArrangement,org.jfree.chart.block.gridarrangementtest.testnn,1.0,False,False,True
68,20.0,jfreechart,GridArrangement,org.jfree.chart.block.gridarrangementtest.testnullblock_fr,0.0,False,False,False
69,20.0,jfreechart,GridArrangement,org.jfree.chart.block.gridarrangementtest.testnullblock_nn,0.0,False,False,False
