Type,Project,ModelBalance,tp,fp,tn,fn,precision,recall,accuracy,inspection_rate,f1_score,mcc,auc_pr
within,hadoop,adasyn_randomsearch_naivebayes,255.0,2116.0,1.0,0.0,0.10754744506684888,1.0,0.10792468886288693,0.9995780590717299,0.1942024947327523,0.002235352779023955,0.28665755189453584
within,hadoop,nearmissunder3_randomsearch_naivebayes,255.0,2117.0,0.0,0.0,0.1075027479346169,1.0,0.1075027479346169,1.0,0.19412937607579583,0.0,0.24747959161342772
within,hadoop,nearmissunder3_randomsearch_adaboost,246.0,2011.0,106.0,9.0,0.10907875584522772,0.9649230769230769,0.14840974364429316,0.951508704747722,0.1959768828573112,0.017575036591517296,0.2748263895428398
within,hadoop,nearmissunder3_randomsearch_multilayerperceptron,242.0,2003.0,114.0,13.0,0.10772732011113768,0.9492307692307692,0.15009041591320071,0.9464418678863951,0.1934622356635474,0.011939670326493554,0.2307927453917741
within,hadoop,nearmissunder3_naivebayes,241.0,2015.0,102.0,14.0,0.10684907510035654,0.9452307692307693,0.14461227528986276,0.9510867638194519,0.19198434555698013,-0.01317554710409372,0.25125193523720246
within,hadoop,nearmissunder3_svm,240.0,2056.0,61.0,15.0,0.10452852379322608,0.9413846153846155,0.1268978477466936,0.9679608552281673,0.18815240120857296,-0.0495607528937359,0.25056202325731775
within,hadoop,nearmissunder3_adaboost,236.0,2000.0,117.0,19.0,0.10553327433154977,0.9255384615384615,0.14882636598943375,0.9426568095592668,0.18944710395979714,-0.02363546970037689,0.20996655362459257
within,hadoop,nearmissunder3_multilayerperceptron,232.0,1926.0,191.0,23.0,0.10744777178465803,0.9096923076923078,0.17834982094103463,0.9097507357373329,0.19217157523218426,0.0034881324008482067,0.22877665055462065
within,hadoop,nearmissunder3_randomsearch_svm,232.0,2020.0,97.0,23.0,0.10285568745550686,0.9101538461538462,0.13871396659929797,0.9493901358011559,0.18479491996092226,-0.05412227643649562,0.25060169992484804
within,hadoop,nearmissunder3_randomsearch_randomforest,220.0,1925.0,192.0,35.0,0.10254114936901644,0.8624615384615384,0.17371201645215048,0.9042761408360814,0.1832771455449261,-0.048711116100134975,0.25550673434022697
within,hadoop,nearmissunder3_randomforest,219.0,1927.0,190.0,36.0,0.10206261261252161,0.8584615384615384,0.17244619366734035,0.9047016274864376,0.1824249046857897,-0.05560511435976188,0.2517614458930342
within,hadoop,nearmissunder3_randomsearch_decisiontree,217.0,1922.0,195.0,38.0,0.10144094906051496,0.8512307692307692,0.17371024359110734,0.9017569052937631,0.18125333089050372,-0.05714910488920165,0.17348556846009305
within,hadoop,nearmissunder3_decisiontree,213.0,1905.0,212.0,42.0,0.10060884263967713,0.835076923076923,0.17919192993653157,0.8928996915221784,0.17957184158306538,-0.0666504332339111,0.12858250742309293
within,hadoop,nearmissunder2_naivebayes,202.0,1900.0,217.0,53.0,0.09593612211213895,0.7910769230769231,0.17665673864482503,0.8861592738361168,0.17110715745764465,-0.10302747247513995,0.15888852784128643
within,hadoop,nearmissunder2_randomsearch_svm,202.0,1989.0,128.0,53.0,0.09189282484478936,0.7916923076923077,0.13911286033400702,0.923706697869021,0.1646428924363618,-0.17862874163193682,0.24833807748670939
within,hadoop,nearmissunder2_svm,202.0,1998.0,119.0,53.0,0.09176546099886589,0.7918461538461539,0.13532957486792188,0.9274828918909336,0.1644541783376296,-0.1869685767108198,0.2483815346303347
within,hadoop,nearmissunder2_multilayerperceptron,167.0,1869.0,248.0,88.0,0.08168728321491059,0.6538461538461539,0.17495833776548594,0.8583466297911571,0.1452115594242717,-0.20054552369450143,0.06962230641617442
within,hadoop,nearmissunder2_adaboost,163.0,1876.0,241.0,92.0,0.07969518644626093,0.6380000000000001,0.17032407899868812,0.859601815409708,0.14167814018276942,-0.21981119898097642,0.17025137330469828
within,hadoop,nearmissunder2_decisiontree,161.0,1876.0,241.0,94.0,0.07879847817563627,0.6301538461538463,0.169480197142148,0.8587579335531682,0.1400677658221731,-0.2262803078337027,0.3561119537573703
within,hadoop,nearmissunder2_randomforest,161.0,1875.0,242.0,94.0,0.07885096609190347,0.6301538461538463,0.1699039109314612,0.8583342197638549,0.14015174744015044,-0.22578260862194116,0.3365002328751284
within,hadoop,nearmissunder2_randomsearch_decisiontree,160.0,1873.0,244.0,95.0,0.07849195287812796,0.6263076923076925,0.1703240789986881,0.857070169840088,0.13948864424767277,-0.22774373700548206,0.35232382029633424
within,hadoop,nearmissunder2_randomsearch_adaboost,159.0,1860.0,257.0,96.0,0.07849549869443348,0.6224615384615384,0.175380278693756,0.8511736340105662,0.13939496753826838,-0.2215806304837728,0.3322274030404978
within,hadoop,nearmissunder2_randomsearch_naivebayes,159.0,1873.0,244.0,96.0,0.07775437556394957,0.6218461538461539,0.16989681948728858,0.8566464560507748,0.13820607222706544,-0.23159088006694645,0.24726877390755547
within,hadoop,nearmissunder2_randomsearch_randomforest,159.0,1876.0,241.0,96.0,0.07788967009853512,0.6224615384615385,0.16863808814665107,0.8579122788355849,0.13843995993629546,-0.23289922647518627,0.3308425792512041
within,hadoop,adasyn_naivebayes,157.0,882.0,1235.0,98.0,0.24363476362136294,0.6152307692307692,0.5866574477892422,0.43822997553451765,0.2937596807615561,0.1802529481261083,0.29059222520906
within,hadoop,nearmissunder1_multilayerperceptron,156.0,509.0,1608.0,99.0,0.23631386907735194,0.6116923076923078,0.7436584760486473,0.2803744282523136,0.33931209344189167,0.25722879885945327,0.23050650709645376
within,hadoop,nearmissunder1_randomsearch_adaboost,155.0,544.0,1573.0,100.0,0.22704767828115258,0.6078461538461539,0.7284561926036238,0.2947328298407971,0.3276414058296325,0.2419215101862558,0.31589208051855444
within,hadoop,nearmissunder2_randomsearch_multilayerperceptron,155.0,1857.0,260.0,100.0,0.07682808682183326,0.6070769230769231,0.1749601106265291,0.8482218203737192,0.1363797391063492,-0.2326199004345495,0.23416259084907404
within,hadoop,randomunder_randomsearch_adaboost,154.0,426.0,1691.0,101.0,0.26575899049157703,0.6036923076923078,0.7778232812112187,0.2445218593766621,0.3678642502053114,0.2902544781929629,0.4053105910752387
within,hadoop,nearmissunder1_randomsearch_multilayerperceptron,153.0,481.0,1636.0,102.0,0.24371461047494983,0.6001538461538461,0.7542123178385278,0.2672960323369854,0.3447647206895683,0.2625834906404698,0.25372841826594955
within,hadoop,randomover_randomsearch_adaboost,152.0,423.0,1694.0,103.0,0.26487215050469637,0.5958461538461539,0.7782416764174024,0.2424157004573982,0.3656406806387462,0.28662673799604094,0.33393414784008224
within,hadoop,randomover_randomsearch_multilayerperceptron,152.0,427.0,1690.0,103.0,0.26213567610060895,0.5960000000000001,0.7765574584264086,0.24409991844839202,0.36272040159323476,0.2840823003692562,0.2831899209026228
within,hadoop,randomunder_adaboost,151.0,417.0,1700.0,104.0,0.2658516488388418,0.5918461538461539,0.7803531539197957,0.23946034109846467,0.3660006485938947,0.28669490377885604,0.26828234946573637
within,hadoop,randomunder_randomsearch_multilayerperceptron,151.0,420.0,1697.0,104.0,0.2646895499461346,0.5920000000000001,0.7790873311349856,0.2407261638832748,0.36459724309945957,0.28533204841798143,0.2862749716112096
within,hadoop,randomover_multilayerperceptron,150.0,410.0,1707.0,105.0,0.26772398986685325,0.5880000000000001,0.7828830266283728,0.23608658653334752,0.3662872357591458,0.2875377088323247,0.27047435757168586
within,hadoop,randomunder_multilayerperceptron,150.0,421.0,1696.0,105.0,0.26279766550171224,0.5880000000000001,0.7782434492784456,0.24072616388327486,0.3617762789852415,0.2820313619104781,0.25322038762290905
within,hadoop,nearmissunder1_adaboost,149.0,566.0,1551.0,106.0,0.20875999067948556,0.5840000000000002,0.7166702123887528,0.3014555189164273,0.3067482569803481,0.2141680006771402,0.22023719602012645
within,hadoop,randomunder_randomsearch_randomforest,148.0,421.0,1696.0,107.0,0.2594597778514909,0.5801538461538461,0.7774013402829487,0.23988405488777792,0.3572618167271907,0.2762281102897434,0.28159209726197626
within,hadoop,nearmissunder1_randomsearch_randomforest,147.0,572.0,1545.0,108.0,0.20509736124277067,0.5763076923076923,0.7132929121015494,0.3031486012126369,0.30192576739074484,0.20685073738398504,0.23839381862571782
within,hadoop,randomover_adaboost,147.0,401.0,1716.0,108.0,0.2680917203290768,0.5761538461538462,0.7854146721979931,0.23102329539410701,0.36437875665117286,0.28413260435170784,0.2695198726830917
within,hadoop,randomunder_randomsearch_decisiontree,146.0,408.0,1709.0,109.0,0.2633412492840324,0.5724615384615385,0.7820373719107897,0.233563805268943,0.35950427549743624,0.2778598215501498,0.29581797715765346
within,hadoop,randomunder_decisiontree,145.0,398.0,1719.0,110.0,0.2662853040133861,0.5684615384615386,0.7858330674041769,0.2289242279190157,0.3616556267878554,0.28003366858492107,0.2866404874251633
within,hadoop,nearmissunder1_randomforest,144.0,497.0,1620.0,111.0,0.22770907779606384,0.5647692307692307,0.7436407474382158,0.2702726660284367,0.32255269020208505,0.2320646432927691,0.2344854946801202
within,hadoop,randomunder_randomforest,144.0,406.0,1711.0,111.0,0.26126422848791,0.5644615384615385,0.7820355990497466,0.23187781441690603,0.3561440651895011,0.2732234506426796,0.27660743692038775
within,hadoop,nearmissunder1_randomsearch_decisiontree,143.0,413.0,1704.0,112.0,0.26054647425442445,0.5607692307692308,0.7786512073183706,0.234418324291742,0.3540741573690148,0.26937590620910423,0.2557086222660628
within,hadoop,nearmissunder1_decisiontree,142.0,405.0,1712.0,113.0,0.2633631184228925,0.5567692307692307,0.7816047938162607,0.23062085593731166,0.3556753807187153,0.27099905686820647,0.26754735185064693
within,hadoop,borderlinesmote_randomsearch_adaboost,140.0,373.0,1744.0,115.0,0.27342127853181786,0.5490769230769231,0.7942701131085346,0.2162677729319576,0.36160754736146083,0.2804884376691277,0.3169286213924221
