,tp,fp,tn,fn,precision,recall,accuracy,inspection_rate,f1_score,mcc
0,0.0,0.0,73.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1,0.0,0.0,73.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2,0.0,0.0,72.0,1.0,0.0,0.0,0.9863013698630136,0.0,0.0,0.0
3,0.0,0.0,72.0,1.0,0.0,0.0,0.9863013698630136,0.0,0.0,0.0
4,0.0,0.0,72.0,1.0,0.0,0.0,0.9863013698630136,0.0,0.0,0.0
5,0.0,0.0,72.0,1.0,0.0,0.0,0.9863013698630136,0.0,0.0,0.0
6,0.0,0.0,72.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
7,0.0,0.0,72.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
8,0.0,0.0,72.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
9,0.0,0.0,72.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
10,0.0,0.0,722.0,4.0,0.0,0.0,0.9945205479452055,0.0,0.0,
