,idProject,nameProject,productionClass,testCase,NMC,isEagerTest,isEagerTestManual,prediction
57,16.0,joda-time,DateConverter,org.joda.time.convert.testdateconverter.testgetpartialvalues,0.0,True,False,False
58,16.0,joda-time,LongConverter,org.joda.time.convert.testlongconverter.testgetpartialvalues,0.0,True,False,False
60,16.0,joda-time,NullConverter,org.joda.time.convert.testnullconverter.testsupportedtype,0.0,False,False,False
61,16.0,joda-time,NullConverter,org.joda.time.convert.testnullconverter.testtostring,0.0,True,False,False
62,16.0,joda-time,ReadableDurationConverter,org.joda.time.convert.testreadabledurationconverter.testgetperiodtype_object,0.0,True,False,False
63,16.0,joda-time,ReadableInstantConverter,org.joda.time.convert.testreadableinstantconverter.testgetchronology_object_chronology,2.0,False,False,False
65,16.0,joda-time,ReadableInstantConverter,org.joda.time.convert.testreadableinstantconverter.testsupportedtype,0.0,True,False,False
66,16.0,joda-time,ReadableIntervalConverter,org.joda.time.convert.testreadableintervalconverter.testsetintointerval_object3,2.0,False,False,False
68,16.0,joda-time,ReadableIntervalConverter,org.joda.time.convert.testreadableintervalconverter.testsetintoperiod_object1,0.0,False,False,False
72,16.0,joda-time,StringConverter,org.joda.time.convert.teststringconverter.testgetchronology_object_chronology,0.0,False,False,False
73,16.0,joda-time,StringConverter,org.joda.time.convert.teststringconverter.testgetdatetime3,0.0,False,False,False
74,16.0,joda-time,StringConverter,org.joda.time.convert.teststringconverter.testgetdatetime4,0.0,False,False,False
76,16.0,joda-time,StringConverter,org.joda.time.convert.teststringconverter.testgetinstantmillis_object,0.0,True,False,False
78,16.0,joda-time,StringConverter,org.joda.time.convert.teststringconverter.testgetinstantmillis_object_zone,0.0,True,False,False
79,16.0,joda-time,StringConverter,org.joda.time.convert.teststringconverter.testgetpartialvalues,0.0,True,False,False
80,16.0,joda-time,StringConverter,org.joda.time.convert.teststringconverter.testgetperiodtype_object,0.0,True,False,False
81,16.0,joda-time,StringConverter,org.joda.time.convert.teststringconverter.testsetintointerval_object_chronology1,0.0,False,False,False
82,16.0,joda-time,StringConverter,org.joda.time.convert.teststringconverter.testsetintointerval_object_chronology8,0.0,False,False,False
84,16.0,joda-time,StringConverter,org.joda.time.convert.teststringconverter.testsetintoperiod_object5,0.0,False,False,False
85,16.0,joda-time,StringConverter,org.joda.time.convert.teststringconverter.testsetintoperiod_object6,0.0,False,False,False
92,16.0,joda-time,BaseDateTimeField,org.joda.time.field.testbasedatetimefield.test_getasshorttext_rp_locale,0.0,False,False,False
94,16.0,joda-time,BaseDateTimeField,org.joda.time.field.testbasedatetimefield.test_getmaximumvalue_long,4.0,False,False,False
99,16.0,joda-time,BaseDateTimeField,org.joda.time.field.testbasedatetimefield.test_set_rp_int_intarray_string_locale,0.0,True,False,False
100,16.0,joda-time,BaseDateTimeField,org.joda.time.field.testbasedatetimefield.testbasedatetimefield,0.0,True,False,False
103,16.0,joda-time,MillisDurationField,org.joda.time.field.testmillisdurationfield.test_add_long_int,0.0,False,False,False
104,16.0,joda-time,MillisDurationField,org.joda.time.field.testmillisdurationfield.test_getmillis_int_long,0.0,False,False,False
106,16.0,joda-time,MillisDurationField,org.joda.time.field.testmillisdurationfield.test_getunitmillis,0.0,False,False,False
107,16.0,joda-time,MillisDurationField,org.joda.time.field.testmillisdurationfield.test_getvalue_long_long,0.0,False,False,False
111,16.0,joda-time,MillisDurationField,org.joda.time.field.testmillisdurationfield.testserialization,0.0,True,False,False
116,16.0,joda-time,OffsetDateTimeField,org.joda.time.field.testoffsetdatetimefield.test_isleap_long,0.0,False,False,False
117,16.0,joda-time,OffsetDateTimeField,org.joda.time.field.testoffsetdatetimefield.test_islenient,0.0,False,False,False
122,16.0,joda-time,PreciseDateTimeField,org.joda.time.field.testprecisedatetimefield.test_constructor,0.0,False,True,False
123,16.0,joda-time,PreciseDateTimeField,org.joda.time.field.testprecisedatetimefield.test_converttext,0.0,False,False,False
124,16.0,joda-time,PreciseDateTimeField,org.joda.time.field.testprecisedatetimefield.test_getasshorttext_rp_locale,0.0,False,False,False
125,16.0,joda-time,PreciseDateTimeField,org.joda.time.field.testprecisedatetimefield.test_getastext_long,0.0,False,False,False
126,16.0,joda-time,PreciseDateTimeField,org.joda.time.field.testprecisedatetimefield.test_getastext_long_locale,0.0,False,False,False
127,16.0,joda-time,PreciseDateTimeField,org.joda.time.field.testprecisedatetimefield.test_getastext_rp_int_locale,0.0,False,False,False
129,16.0,joda-time,PreciseDateTimeField,org.joda.time.field.testprecisedatetimefield.test_getmaximumvalue,0.0,False,False,False
133,16.0,joda-time,PreciseDurationDateTimeField,org.joda.time.field.testprecisedurationdatetimefield.test_add_long_int,0.0,False,False,False
136,16.0,joda-time,PreciseDurationDateTimeField,org.joda.time.field.testprecisedurationdatetimefield.test_getasshorttext_int_locale,0.0,False,False,False
137,16.0,joda-time,PreciseDurationDateTimeField,org.joda.time.field.testprecisedurationdatetimefield.test_getasshorttext_long,0.0,False,False,False
138,16.0,joda-time,PreciseDurationDateTimeField,org.joda.time.field.testprecisedurationdatetimefield.test_getastext_int_locale,0.0,False,False,False
140,16.0,joda-time,PreciseDurationDateTimeField,org.joda.time.field.testprecisedurationdatetimefield.test_getmaximumvalue_rp,4.0,False,False,False
141,16.0,joda-time,PreciseDurationDateTimeField,org.joda.time.field.testprecisedurationdatetimefield.test_getminimumvalue_long,0.0,False,False,False
143,16.0,joda-time,PreciseDurationDateTimeField,org.joda.time.field.testprecisedurationdatetimefield.test_getname,0.0,False,False,False
145,16.0,joda-time,PreciseDurationDateTimeField,org.joda.time.field.testprecisedurationdatetimefield.test_islenient,0.0,False,False,False
148,16.0,joda-time,PreciseDurationDateTimeField,org.joda.time.field.testprecisedurationdatetimefield.test_set_long_string,0.0,False,False,False
149,16.0,joda-time,PreciseDurationField,org.joda.time.field.testprecisedurationfield.test_add_long_long,0.0,True,False,False
152,16.0,joda-time,PreciseDurationField,org.joda.time.field.testprecisedurationfield.testserialization,0.0,True,False,False
155,16.0,joda-time,ScaledDurationField,org.joda.time.field.testscaleddurationfield.test_getdifferenceaslong_long_long,0.0,False,False,False
156,16.0,joda-time,ScaledDurationField,org.joda.time.field.testscaleddurationfield.test_getmillis_long_long,0.0,False,False,False
158,16.0,joda-time,ScaledDurationField,org.joda.time.field.testscaleddurationfield.test_getvalue_long,0.0,False,False,False
159,16.0,joda-time,ScaledDurationField,org.joda.time.field.testscaleddurationfield.test_getvalue_long_long,0.0,False,False,False
164,16.0,joda-time,DateTimeFormat,org.joda.time.format.testdatetimeformat.testformat_dayofweek,0.0,False,False,False
166,16.0,joda-time,DateTimeFormat,org.joda.time.format.testdatetimeformat.testformat_dayofyeartext,0.0,False,False,False
168,16.0,joda-time,DateTimeFormat,org.joda.time.format.testdatetimeformat.testformat_monthofyear,0.0,False,False,False
170,16.0,joda-time,DateTimeFormat,org.joda.time.format.testdatetimeformat.testformat_second,0.0,False,False,False
171,16.0,joda-time,DateTimeFormat,org.joda.time.format.testdatetimeformat.testformat_weekyear,0.0,False,False,False
172,16.0,joda-time,DateTimeFormat,org.joda.time.format.testdatetimeformat.testformat_year_twodigit,0.0,False,False,False
173,16.0,joda-time,DateTimeFormat,org.joda.time.format.testdatetimeformat.testformat_zonelongtext,0.0,False,False,False
174,16.0,joda-time,DateTimeFormat,org.joda.time.format.testdatetimeformat.testformatparse_textadjoininghelloworld_uk,0.0,False,False,False
176,16.0,joda-time,DateTimeFormat,org.joda.time.format.testdatetimeformat.testformatparse_texterabc_france,1.0,False,False,False
178,16.0,joda-time,DateTimeFormat,org.joda.time.format.testdatetimeformat.testformatparse_textmonthjanlong_france,1.0,False,False,False
179,16.0,joda-time,DateTimeFormat,org.joda.time.format.testdatetimeformat.testformatparse_textmonthjanlonglowercase_uk,1.0,False,False,False
180,16.0,joda-time,DateTimeFormat,org.joda.time.format.testdatetimeformat.testformatparse_textmonthjanlonguppercase_uk,1.0,False,False,False
181,16.0,joda-time,DateTimeFormat,org.joda.time.format.testdatetimeformat.testformatparse_textmonthjanshort_france,1.0,False,False,False
182,16.0,joda-time,DateTimeFormat,org.joda.time.format.testdatetimeformat.testformatparse_textyear_uk,0.0,False,False,False
183,16.0,joda-time,DateTimeFormat,org.joda.time.format.testdatetimeformat.testformatparse_zoneid_nocolon,0.0,False,False,False
184,16.0,joda-time,DateTimeFormat,org.joda.time.format.testdatetimeformat.testparse_pivotyear,0.0,False,False,False
189,16.0,joda-time,DateTimeFormatter,org.joda.time.format.testdatetimeformatter.testparseinto_monthonly_parseendyear,0.0,False,False,False
190,16.0,joda-time,DateTimeFormatter,org.joda.time.format.testdatetimeformatter.testparseinto_monthonly_parsestartyear,0.0,False,False,False
192,16.0,joda-time,DateTimeFormatter,org.joda.time.format.testdatetimeformatter.testparseinto_simple,0.0,False,False,False
199,16.0,joda-time,DateTimeFormatter,org.joda.time.format.testdatetimeformatter.testparsemutabledatetime_chrono,0.0,False,False,False
204,16.0,joda-time,DateTimeFormatter,org.joda.time.format.testdatetimeformatter.testprint_chrono,0.0,True,False,False
205,16.0,joda-time,DateTimeFormatter,org.joda.time.format.testdatetimeformatter.testprint_chrono_and_zone,0.0,True,False,False
206,16.0,joda-time,DateTimeFormatter,org.joda.time.format.testdatetimeformatter.testwithgetchronology,0.0,True,False,False
208,16.0,joda-time,DateTimeFormatter,org.joda.time.format.testdatetimeformatter.testzoneshortnameneartransition,0.0,False,False,False
210,16.0,joda-time,DateTimeFormatterBuilder,org.joda.time.format.testdatetimeformatterbuilder.test_append_printer,0.0,False,False,False
211,16.0,joda-time,DateTimeFormatterBuilder,org.joda.time.format.testdatetimeformatterbuilder.test_appendfixedsigneddecimal,0.0,False,False,False
214,16.0,joda-time,DateTimeFormatterBuilder,org.joda.time.format.testdatetimeformatterbuilder.test_appendtimezoneoffset_parse,0.0,False,False,False
220,16.0,joda-time,DateTimeFormatterBuilder,org.joda.time.format.testdatetimeformatterbuilder.test_localprintparseoffset,0.0,False,False,False
222,16.0,joda-time,DateTimeFormatterBuilder,org.joda.time.format.testdatetimeformatterbuilder.test_localprintparsezonetokyo,0.0,False,False,False
223,16.0,joda-time,DateTimeFormatterBuilder,org.joda.time.format.testdatetimeformatterbuilder.test_printparselongname,0.0,False,False,False
226,16.0,joda-time,DateTimeFormatterBuilder,org.joda.time.format.testdatetimeformatterbuilder.test_printparseshortnamewithautolookup,0.0,False,False,False
227,16.0,joda-time,DateTimeFormatterBuilder,org.joda.time.format.testdatetimeformatterbuilder.test_printparsezonedawson_suffix,0.0,False,False,False
229,16.0,joda-time,DateTimeFormatterBuilder,org.joda.time.format.testdatetimeformatterbuilder.test_printparsezoneetcgmt1_suffix,0.0,False,False,False
232,16.0,joda-time,DateTimeParserBucket,org.joda.time.format.testdatetimeparserbucket.testparse,0.0,False,False,False
233,16.0,joda-time,DateTimeParserBucket,org.joda.time.format.testdatetimeparserbucket.testsaverestorestate,0.0,False,False,False
240,16.0,joda-time,ISODateTimeFormat,org.joda.time.format.testisodatetimeformat.testformat_basicttime,0.0,False,False,False
241,16.0,joda-time,ISODateTimeFormat,org.joda.time.format.testisodatetimeformat.testformat_hour,0.0,False,False,False
243,16.0,joda-time,ISODateTimeFormat,org.joda.time.format.testisodatetimeformat.testformat_hourminutesecondfraction,0.0,False,False,False
244,16.0,joda-time,ISODateTimeFormat,org.joda.time.format.testisodatetimeformat.testformat_hourminutesecondmillis,0.0,False,False,False
246,16.0,joda-time,ISODateTimeFormat,org.joda.time.format.testisodatetimeformat.testformat_ttimenomillis,0.0,False,False,False
249,16.0,joda-time,ISODateTimeFormat,org.joda.time.format.testisodatetimeformat.testformat_yearmonthday,0.0,False,False,False
251,16.0,joda-time,PeriodFormat,org.joda.time.format.testperiodformat.test_getdefault_cached,0.0,False,False,False
253,16.0,joda-time,PeriodFormat,org.joda.time.format.testperiodformat.test_wordbased_de_formattwofields,0.0,False,False,False
255,16.0,joda-time,PeriodFormat,org.joda.time.format.testperiodformat.test_wordbased_es_formatonefield,0.0,False,False,False
257,16.0,joda-time,PeriodFormat,org.joda.time.format.testperiodformat.test_wordbased_fr_formattwofields,0.0,False,False,False
259,16.0,joda-time,PeriodFormat,org.joda.time.format.testperiodformat.test_wordbased_ja_formatsingular,0.0,False,False,False
260,16.0,joda-time,PeriodFormat,org.joda.time.format.testperiodformat.test_wordbased_localevalue,0.0,False,False,False
261,16.0,joda-time,PeriodFormat,org.joda.time.format.testperiodformat.test_wordbased_nl_formatonefield,0.0,False,False,False
262,16.0,joda-time,PeriodFormat,org.joda.time.format.testperiodformat.test_wordbased_pl_checkredundantseparator,0.0,False,False,False
263,16.0,joda-time,PeriodFormat,org.joda.time.format.testperiodformat.test_wordbased_pl_formatonefield,0.0,False,False,False
264,16.0,joda-time,PeriodFormat,org.joda.time.format.testperiodformat.test_wordbased_pt_formattwofields,0.0,False,False,False
265,16.0,joda-time,PeriodFormatter,org.joda.time.format.testperiodformatter.testparseperiod_parsetype,0.0,True,False,False
266,16.0,joda-time,PeriodFormatter,org.joda.time.format.testperiodformatter.testprint_buffermethods,0.0,True,False,True
270,16.0,joda-time,PeriodFormatterBuilder,org.joda.time.format.testperiodformatterbuilder.testformatappend_printerparser_printer_null,0.0,False,False,False
271,16.0,joda-time,PeriodFormatterBuilder,org.joda.time.format.testperiodformatterbuilder.testformatappend_printerparser_printer_null_null_parser,0.0,False,False,False
275,16.0,joda-time,PeriodFormatterBuilder,org.joda.time.format.testperiodformatterbuilder.testformatliteral,0.0,False,False,False
276,16.0,joda-time,PeriodFormatterBuilder,org.joda.time.format.testperiodformatterbuilder.testformatmindigits,0.0,False,False,False
281,16.0,joda-time,PeriodFormatterBuilder,org.joda.time.format.testperiodformatterbuilder.testformatprintzerorarelylast,0.0,False,False,False
282,16.0,joda-time,PeriodFormatterBuilder,org.joda.time.format.testperiodformatterbuilder.testformatsecondswithoptionalmillis,0.0,False,True,False
285,16.0,joda-time,PeriodFormatterBuilder,org.joda.time.format.testperiodformatterbuilder.testformatweeks,0.0,False,False,False
289,16.0,joda-time,AbstractPartial,org.joda.time.testabstractpartial.testgetfieldtypes,0.0,True,False,False
291,16.0,joda-time,BaseSingleFieldPeriod,org.joda.time.testbasesinglefieldperiod.testfactory_standardperiodin_rperiod,0.0,True,False,False
293,16.0,joda-time,BaseSingleFieldPeriod,org.joda.time.testbasesinglefieldperiod.testvalueindexmethods,0.0,False,False,False
294,16.0,joda-time,Chronology,org.joda.time.testchronology.testequalshashcode_iso,0.0,False,False,False
295,16.0,joda-time,DateTimeComparator,org.joda.time.testdatetimecomparator.testbasiccomps2,0.0,False,False,False
299,16.0,joda-time,DateTimeComparator,org.joda.time.testdatetimecomparator.testlistmillis,1.0,False,False,False
304,16.0,joda-time,DateTimeConstants,org.joda.time.testdatetimeconstants.testconstructor,0.0,False,False,False
306,16.0,joda-time,DateTimeConstants,org.joda.time.testdatetimeconstants.testmaths,0.0,False,False,False
307,16.0,joda-time,DateTimeConstants,org.joda.time.testdatetimeconstants.testmonthsofyear,0.0,False,False,False
308,16.0,joda-time,DateTimeFieldType,org.joda.time.testdatetimefieldtype.test_dayofmonth,1.0,False,False,False
309,16.0,joda-time,DateTimeFieldType,org.joda.time.testdatetimefieldtype.test_millisofday,1.0,False,False,False
310,16.0,joda-time,DateTimeFieldType,org.joda.time.testdatetimefieldtype.test_monthofyear,1.0,False,False,False
311,16.0,joda-time,DateTimeFieldType,org.joda.time.testdatetimefieldtype.test_secondofday,1.0,False,False,False
313,16.0,joda-time,DateTimeFieldType,org.joda.time.testdatetimefieldtype.test_weekyearofcentury,1.0,False,False,False
314,16.0,joda-time,DateTimeFieldType,org.joda.time.testdatetimefieldtype.test_year,1.0,False,False,False
315,16.0,joda-time,DateTimeFieldType,org.joda.time.testdatetimefieldtype.test_yearofcentury,1.0,False,False,False
322,16.0,joda-time,DateTimeZone,org.joda.time.testdatetimezone.testequalshashcode,1.0,True,True,False
324,16.0,joda-time,DateTimeZone,org.joda.time.testdatetimezone.testforid_string_old,0.0,True,True,False
336,16.0,joda-time,Days,org.joda.time.testdays.testminus_int,0.0,False,False,False
337,16.0,joda-time,Days,org.joda.time.testdays.testnegated,0.0,False,False,False
339,16.0,joda-time,DurationFieldType,org.joda.time.testdurationfieldtype.test_halfdays,1.0,False,False,False
342,16.0,joda-time,Hours,org.joda.time.testhours.testgetmethods,0.0,False,False,False
343,16.0,joda-time,Hours,org.joda.time.testhours.testisgreaterthan,0.0,False,False,False
344,16.0,joda-time,Hours,org.joda.time.testhours.testmultipliedby_int,0.0,False,False,False
345,16.0,joda-time,Hours,org.joda.time.testhours.testplus_int,0.0,False,False,False
346,16.0,joda-time,Hours,org.joda.time.testhours.testserialization,0.0,True,False,False
348,16.0,joda-time,Minutes,org.joda.time.testminutes.testconstants,0.0,False,False,False
350,16.0,joda-time,Minutes,org.joda.time.testminutes.testgetfieldtype,0.0,False,False,False
352,16.0,joda-time,Minutes,org.joda.time.testminutes.testgetperiodtype,0.0,False,False,False
355,16.0,joda-time,Minutes,org.joda.time.testminutes.testtostring,0.0,False,False,False
357,16.0,joda-time,Months,org.joda.time.testmonths.testfactory_monthsbetween_rpartial_monthday,0.0,False,False,False
359,16.0,joda-time,Months,org.joda.time.testmonths.testtostring,0.0,False,False,False
361,16.0,joda-time,PeriodType,org.joda.time.testperiodtype.testforfields5,0.0,False,False,False
362,16.0,joda-time,PeriodType,org.joda.time.testperiodtype.testforfields6,0.0,False,False,False
367,16.0,joda-time,PeriodType,org.joda.time.testperiodtype.testmasktwice1,0.0,False,False,False
368,16.0,joda-time,PeriodType,org.joda.time.testperiodtype.testmillis,1.0,False,False,False
369,16.0,joda-time,PeriodType,org.joda.time.testperiodtype.teststandard,1.0,False,False,False
370,16.0,joda-time,PeriodType,org.joda.time.testperiodtype.testyearmonthdaytime,1.0,False,False,False
372,16.0,joda-time,Seconds,org.joda.time.testseconds.testaddtolocaldate,0.0,True,False,False
373,16.0,joda-time,Seconds,org.joda.time.testseconds.testfactory_parseseconds_string,0.0,False,False,False
374,16.0,joda-time,Seconds,org.joda.time.testseconds.testgetfieldtype,0.0,False,False,False
375,16.0,joda-time,Seconds,org.joda.time.testseconds.testisgreaterthan,0.0,False,False,False
379,16.0,joda-time,Weeks,org.joda.time.testweeks.testdividedby_int,0.0,False,False,False
381,16.0,joda-time,Weeks,org.joda.time.testweeks.testisgreaterthan,0.0,False,False,False
383,16.0,joda-time,Weeks,org.joda.time.testweeks.testtostandardhours,0.0,False,False,False
388,16.0,joda-time,Years,org.joda.time.testyears.testfactory_yearsin_rinterval,0.0,False,False,False
389,16.0,joda-time,Years,org.joda.time.testyears.testisgreaterthan,0.0,False,False,False
390,16.0,joda-time,Years,org.joda.time.testyears.testislessthan,0.0,False,False,False
392,16.0,joda-time,UTCProvider,org.joda.time.tz.testutcprovider.testgetavailableids,0.0,True,False,False
394,16.0,joda-time,ZoneInfoCompiler,org.joda.time.tz.testzoneinfocompiler.testparsezonecharfive,0.0,False,False,False
3,16.0,joda-time,CopticChronology,org.joda.time.chrono.testcopticchronology.testepoch,0.0,True,False,False
4,16.0,joda-time,CopticChronology,org.joda.time.chrono.testcopticchronology.testequality,0.0,False,False,False
7,16.0,joda-time,CopticChronology,org.joda.time.chrono.testcopticchronology.testleap_6_13,0.0,True,False,False
9,16.0,joda-time,CopticChronology,org.joda.time.chrono.testcopticchronology.testtostring,0.0,False,False,False
10,16.0,joda-time,CopticChronology,org.joda.time.chrono.testcopticchronology.testwithzone,0.0,False,False,False
13,16.0,joda-time,EthiopicChronology,org.joda.time.chrono.testethiopicchronology.testfactory,0.0,False,False,False
14,16.0,joda-time,EthiopicChronology,org.joda.time.chrono.testethiopicchronology.testsampledate,0.0,False,False,False
15,16.0,joda-time,EthiopicChronology,org.joda.time.chrono.testethiopicchronology.testtostring,0.0,False,False,False
16,16.0,joda-time,GJChronology,org.joda.time.chrono.testgjchronology.testcutoveraddweeks,1.0,True,False,False
19,16.0,joda-time,GJChronology,org.joda.time.chrono.testgjchronology.testleap_28feb,0.0,True,False,False
20,16.0,joda-time,GJChronology,org.joda.time.chrono.testgjchronology.testtimefields,0.0,True,False,False
21,16.0,joda-time,GregorianChronology,org.joda.time.chrono.testgregorianchronology.testfactory,0.0,False,False,False
29,16.0,joda-time,ISOChronology,org.joda.time.chrono.testisochronology.testmaximumvalue,0.0,True,True,False
33,16.0,joda-time,LenientChronology,org.joda.time.chrono.testlenientchronology.test_sethourofday,0.0,False,False,False
34,16.0,joda-time,LenientChronology,org.joda.time.chrono.testlenientchronology.test_setyear,0.0,False,False,False
35,16.0,joda-time,LenientChronology,org.joda.time.chrono.testlenientchronology.test_strictchrononolgy_chicago,0.0,True,False,False
36,16.0,joda-time,CalendarConverter,org.joda.time.convert.testcalendarconverter.testgetchronology_object_nullchronology,0.0,False,False,False
38,16.0,joda-time,ConverterManager,org.joda.time.convert.testconvertermanager.testaddinstantconverter1,19.0,False,False,False
45,16.0,joda-time,ConverterManager,org.joda.time.convert.testconvertermanager.testgetpartialconverterokmultiplematches,19.0,False,False,False
50,16.0,joda-time,ConverterManager,org.joda.time.convert.testconvertermanager.testremoveinstantconverter3,0.0,True,False,False
52,16.0,joda-time,ConverterSet,org.joda.time.convert.testconverterset.testaddnullremoved1,0.0,False,False,False
56,16.0,joda-time,DateConverter,org.joda.time.convert.testdateconverter.testgetinstantmillis_object_chronology,0.0,False,False,False
59,16.0,joda-time,NullConverter,org.joda.time.convert.testnullconverter.testsetinto_object_chronology2,0.0,False,False,False
64,16.0,joda-time,ReadableInstantConverter,org.joda.time.convert.testreadableinstantconverter.testsingleton,0.0,True,False,False
67,16.0,joda-time,ReadableIntervalConverter,org.joda.time.convert.testreadableintervalconverter.testsetintointerval_object4,2.0,False,False,False
69,16.0,joda-time,ReadableIntervalConverter,org.joda.time.convert.testreadableintervalconverter.testsetintoperiod_object2,0.0,False,False,False
70,16.0,joda-time,ReadablePartialConverter,org.joda.time.convert.testreadablepartialconverter.testsingleton,0.0,True,False,False
71,16.0,joda-time,ReadablePeriodConverter,org.joda.time.convert.testreadableperiodconverter.testtostring,0.0,True,False,False
75,16.0,joda-time,StringConverter,org.joda.time.convert.teststringconverter.testgetdurationmillis_object1,0.0,True,False,True
77,16.0,joda-time,StringConverter,org.joda.time.convert.teststringconverter.testgetinstantmillis_object_chronology,0.0,False,False,False
83,16.0,joda-time,StringConverter,org.joda.time.convert.teststringconverter.testsetintointervalex_object_chronology2,0.0,True,False,True
86,16.0,joda-time,StringConverter,org.joda.time.convert.teststringconverter.testsetintoperiod_object7,0.0,False,False,False
87,16.0,joda-time,StringConverter,org.joda.time.convert.teststringconverter.testsingleton,0.0,True,False,False
88,16.0,joda-time,BaseDateTimeField,org.joda.time.field.testbasedatetimefield.test_addwrapfield_rp_int_intarray_int,0.0,False,False,False
89,16.0,joda-time,BaseDateTimeField,org.joda.time.field.testbasedatetimefield.test_get,0.0,False,False,False
90,16.0,joda-time,BaseDateTimeField,org.joda.time.field.testbasedatetimefield.test_getasshorttext_long,0.0,False,False,False
91,16.0,joda-time,BaseDateTimeField,org.joda.time.field.testbasedatetimefield.test_getasshorttext_long_locale,0.0,False,False,False
93,16.0,joda-time,BaseDateTimeField,org.joda.time.field.testbasedatetimefield.test_getastext_long,0.0,False,False,False
95,16.0,joda-time,BaseDateTimeField,org.joda.time.field.testbasedatetimefield.test_gettype,0.0,False,False,False
96,16.0,joda-time,BaseDateTimeField,org.joda.time.field.testbasedatetimefield.test_issupported,0.0,False,False,False
97,16.0,joda-time,BaseDateTimeField,org.joda.time.field.testbasedatetimefield.test_roundhalffloor_long,0.0,False,False,False
98,16.0,joda-time,BaseDateTimeField,org.joda.time.field.testbasedatetimefield.test_set_rp_int_intarray_int,0.0,True,False,False
