,tp,fp,tn,fn,precision,recall,accuracy,inspection_rate,f1_score,mcc,auc_pr
0,1.0,1.0,57.0,0.0,0.5,1.0,0.9830508474576272,0.03389830508474576,0.6666666666666666,0.7009845293191765,1.0
1,1.0,2.0,56.0,0.0,0.3333333333333333,1.0,0.9661016949152542,0.05084745762711865,0.5,0.5673086289311754,0.25
2,1.0,0.0,58.0,0.0,1.0,1.0,1.0,0.01694915254237288,1.0,1.0,1.0
3,0.0,0.0,58.0,1.0,0.0,0.0,0.9830508474576272,0.0,0.0,0.0,0.00847457627118644
4,1.0,1.0,57.0,0.0,0.5,1.0,0.9830508474576272,0.03389830508474576,0.6666666666666666,0.7009845293191765,0.25
5,0.0,0.0,58.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,
6,1.0,2.0,55.0,0.0,0.3333333333333333,1.0,0.9655172413793104,0.05172413793103448,0.5,0.5671308728156005,1.0
7,1.0,3.0,54.0,0.0,0.25,1.0,0.9482758620689655,0.06896551724137931,0.4,0.4866642633922876,0.25
8,1.0,2.0,55.0,0.0,0.3333333333333333,1.0,0.9655172413793104,0.05172413793103448,0.5,0.5671308728156005,1.0
9,1.0,57.0,0.0,0.0,0.017241379310344827,1.0,0.017241379310344827,1.0,0.03389830508474576,0.0,1.0
10,8.0,68.0,508.0,1.0,0.3267241379310345,0.8,0.8811805961426067,0.13080070134424313,0.4267231638418079,0.45902036965930176,0.6398305084745763
