,idProject,nameProject,productionClass,testCase,NMC,isEagerTest,isEagerTestManual,prediction
0,16.0,vertexium,EdgeBuilderBase,org.vertexium.edgebuilderbasetest.testhaschangesalteredgelabel,0.0,False,False,True
3,16.0,vertexium,Elasticsearch5SearchIndex,org.vertexium.elasticsearch5.elasticsearch5searchindextest.testqueryexecutioncountwhenscrollingapi,2.0,True,True,True
4,16.0,vertexium,Elasticsearch5SearchIndex,org.vertexium.elasticsearch5.elasticsearch5searchindextest.testretrievingverticesfromelasticsearchedge,0.0,True,False,True
5,16.0,vertexium,Ascii85,org.vertexium.elasticsearch5.utils.ascii85test.testencode,0.0,False,False,False
6,16.0,vertexium,ElementBuilder,org.vertexium.elementbuildertest.testhaschangesproperties,0.0,False,False,False
8,16.0,vertexium,SimpleNameSubstitutionStrategy,org.vertexium.id.simplenamesubstitutionstrategytest.testinflatecache,0.0,False,False,True
13,16.0,vertexium,ExistingElementMutationImpl,org.vertexium.mutation.existingelementmutationimpltest.testhaschangessoftdeleteproperty,0.0,False,False,False
14,16.0,vertexium,Range,org.vertexium.rangetest.testhashcode,0.0,False,False,False
16,16.0,vertexium,KryoVertexiumSerializer,org.vertexium.serializer.kryo.kryovertexiumserializertest.testlong,2.0,False,False,True
17,16.0,vertexium,KryoVertexiumSerializer,org.vertexium.serializer.kryo.kryovertexiumserializertest.testtestclassquick,0.0,True,True,True
18,16.0,vertexium,GraphBase,org.vertexium.test.graphtestbase.benchmark,4.0,True,True,False
22,16.0,vertexium,GraphBase,org.vertexium.test.graphtestbase.testaddedgewithvisibility,0.0,True,True,True
23,16.0,vertexium,GraphBase,org.vertexium.test.graphtestbase.testaddextendeddatarows,0.0,True,True,False
24,16.0,vertexium,GraphBase,org.vertexium.test.graphtestbase.testaddvertexwithoutindexing,1.0,True,True,True
25,16.0,vertexium,GraphBase,org.vertexium.test.graphtestbase.testaddvertexwithpropertieswithtwodifferentvisibilities,0.0,False,True,True
29,16.0,vertexium,GraphBase,org.vertexium.test.graphtestbase.testelementmutationdoesntchangeobjectuntilsave,0.0,False,True,True
30,16.0,vertexium,GraphBase,org.vertexium.test.graphtestbase.testemptypropertymutation,0.0,True,False,True
