,idProject,nameProject,productionClass,testCase,isMysteryGuest,isMysteryGuestManual,prediction
18,18.0,querydsl,QuerydslAnnotationProcessor,com.querydsl.apt.querydslannotationprocessortest.process_queryembedded4,True,True,True
19,18.0,querydsl,QuerydslAnnotationProcessor,com.querydsl.apt.querydslannotationprocessortest.rooannotationprocessor,True,True,True
27,18.0,querydsl,EntitySerializer,com.querydsl.codegen.entityserializertest.correct_superclass,False,False,True
29,18.0,querydsl,EntityType,com.querydsl.codegen.entitytypetest.uncapsimplename_escaped3,False,False,True
45,18.0,querydsl,Document,com.querydsl.collections.documenttest.test2,False,False,True
52,18.0,querydsl,QueryMetadata,com.querydsl.collections.querymetadatatest.reusage,False,False,True
58,18.0,querydsl,Alias,com.querydsl.core.alias.aliastest.basicusage,False,False,True
61,18.0,querydsl,PathFactory,com.querydsl.core.alias.pathfactorytest.createsetpath,False,False,True
62,18.0,querydsl,PathFactory,com.querydsl.core.alias.pathfactorytest.createsimplepath,False,False,True
73,18.0,querydsl,DefaultQueryMetadata,com.querydsl.core.defaultquerymetadatatest.getjoins2,False,False,True
77,18.0,querydsl,GroupByIterate,com.querydsl.core.group.groupbyiteratetest.group_order,False,False,True
84,18.0,querydsl,GroupByMap,com.querydsl.core.group.groupbymaptest.group_by_null,False,False,True
92,18.0,querydsl,CollectionAnyVisitor,com.querydsl.core.support.collectionanyvisitortest.simple_booleanoperation,False,False,True
93,18.0,querydsl,OrderedQueryMetadata,com.querydsl.core.support.orderedquerymetadatatest.addjoin,False,False,True
97,18.0,querydsl,BeanPath,com.querydsl.core.types.dsl.beanpathtest.as_class_with_inits_cached,False,False,True
108,18.0,querydsl,Coalesce,com.querydsl.core.types.dsl.coalescetest.dsl3,False,False,True
114,18.0,querydsl,Expressions,com.querydsl.core.types.dsl.expressionstest.ascomparable_returns_a_corresponding_comparableexpression_for_a_given_constant,False,False,True
118,18.0,querydsl,Expressions,com.querydsl.core.types.dsl.expressionstest.datetimepathclassoftstring,False,False,True
119,18.0,querydsl,Expressions,com.querydsl.core.types.dsl.expressionstest.pathclassoftstring,False,False,True
128,18.0,querydsl,NumberExpression,com.querydsl.core.types.dsl.numberexpressiontest.between_start_given,False,False,True
132,18.0,querydsl,PathInits,com.querydsl.core.types.dsl.pathinitstest.isinitialized,False,False,True
133,18.0,querydsl,Path,com.querydsl.core.types.dsl.pathtest.getannotatedelement,False,False,True
174,18.0,querydsl,BeanUtils,com.querydsl.core.util.beanutilstest.uncapitalize,False,False,True
184,18.0,querydsl,PersonDao,com.querydsl.example.dao.persondaotest.update,False,False,True
190,18.0,querydsl,ConnectionContext,com.querydsl.example.sql.guice.connectioncontexttest.get_connection,False,False,True
209,18.0,querydsl,JPABase,com.querydsl.jpa.jpabase.queryexposure,False,False,True
222,18.0,querydsl,JPQLQuery,com.querydsl.jpa.jpqlquerytest.innerjoinpentityofppentityofp,False,False,True
223,18.0,querydsl,JPQLQuery,com.querydsl.jpa.jpqlquerytest.leftjoinpentityofppentityofp,False,False,True
257,18.0,querydsl,LuceneSerializer,com.querydsl.lucene3.luceneserializertest.fuzzylike,False,False,True
258,18.0,querydsl,LuceneSerializer,com.querydsl.lucene3.luceneserializertest.goe_numeric_double,False,False,True
296,18.0,querydsl,LuceneQuery,com.querydsl.lucene4.lucenequerytest.uniqueresult_finds_no_results_because_no_documents_in_index,False,False,True
297,18.0,querydsl,LuceneSerializer,com.querydsl.lucene4.luceneserializertest.between_empty_strings,False,False,True
298,18.0,querydsl,LuceneSerializer,com.querydsl.lucene4.luceneserializertest.endswith,False,False,True
