,idProject,nameProject,productionClass,testCase,NMC,isEagerTest,isEagerTestManual,prediction
1,15.0,marine-api,AbstractAISMessageListener,net.sf.marineapi.ais.event.abstractaismessagelistenertest.testonmessagewithexpectedmessage,0.0,False,False,False
2,15.0,marine-api,AISMessage04,net.sf.marineapi.ais.parser.aismessage04test.getlongitudeindegrees,1.0,False,False,False
3,15.0,marine-api,AISMessage05,net.sf.marineapi.ais.parser.aismessage05test.getetahour,1.0,False,False,False
4,15.0,marine-api,AISMessage09Parser,net.sf.marineapi.ais.parser.aismessage09parsertest.getdteflag,1.0,False,False,False
6,15.0,marine-api,AISMessage21Parser,net.sf.marineapi.ais.parser.aismessage21parsertest.getbow,1.0,False,False,False
7,15.0,marine-api,AISMessage21Parser,net.sf.marineapi.ais.parser.aismessage21parsertest.getoffpositionindicator,1.0,False,False,False
8,15.0,marine-api,AISMessage21Parser,net.sf.marineapi.ais.parser.aismessage21parsertest.getport,1.0,False,False,False
16,15.0,marine-api,AISMessage24Parser,net.sf.marineapi.ais.parser.aismessage24parsertest.getvendorid,1.0,False,False,False
20,15.0,marine-api,AISMessageParser,net.sf.marineapi.ais.parser.aismessageparsertest.testgetrepeatindicator,0.0,True,False,False
21,15.0,marine-api,AISPositionReportBParser,net.sf.marineapi.ais.parser.aispositionreportbparsertest.getpositionaccuracy,1.0,False,False,False
22,15.0,marine-api,AISPositionReportBParser,net.sf.marineapi.ais.parser.aispositionreportbparsertest.getspeedoverground,1.0,False,False,False
23,15.0,marine-api,AISPositionReportBParser,net.sf.marineapi.ais.parser.aispositionreportbparsertest.gettimestamp,1.0,False,False,False
24,15.0,marine-api,AISPositionReportBParser,net.sf.marineapi.ais.parser.aispositionreportbparsertest.haslongitude,1.0,False,False,False
26,15.0,marine-api,AISPositionReportParser,net.sf.marineapi.ais.parser.aispositionreportparsertest.getrateofturn,1.0,False,False,False
27,15.0,marine-api,AISPositionReportParser,net.sf.marineapi.ais.parser.aispositionreportparsertest.gettimestamp,1.0,False,False,False
28,15.0,marine-api,AISPositionReportParser,net.sf.marineapi.ais.parser.aispositionreportparsertest.hascourseoverground,1.0,False,False,False
29,15.0,marine-api,AISPositionReportParser,net.sf.marineapi.ais.parser.aispositionreportparsertest.hasspeedoverground,1.0,False,False,False
32,15.0,marine-api,Latitude27,net.sf.marineapi.ais.util.latitude27test.conversiontoknotsworks,0.0,False,False,False
33,15.0,marine-api,Latitude27,net.sf.marineapi.ais.util.latitude27test.defaultvalueisnotavailable,0.0,False,False,False
34,15.0,marine-api,Latitude27,net.sf.marineapi.ais.util.latitude27test.largevalueisnotcorrect,0.0,False,False,False
35,15.0,marine-api,Latitude27,net.sf.marineapi.ais.util.latitude27test.maxvalueisavailable,0.0,False,False,False
38,15.0,marine-api,Longitude28,net.sf.marineapi.ais.util.longitude28test.defaultvalueiscorrect,0.0,False,False,False
40,15.0,marine-api,SpeedOverGround,net.sf.marineapi.ais.util.speedovergroundtest.conversionreturnsoninvalidvalues,0.0,False,False,False
42,15.0,marine-api,SpeedOverGround,net.sf.marineapi.ais.util.speedovergroundtest.minvalueisavailable,0.0,False,False,False
43,15.0,marine-api,AbstractSentenceListener,net.sf.marineapi.nmea.event.abstractsentencelistenertest.testextendedgenericslistenerwithexpectedsentence,0.0,False,False,False
44,15.0,marine-api,AbstractSentenceListener,net.sf.marineapi.nmea.event.abstractsentencelistenertest.testgenericshidinglistenerwithexpectedsentence,0.0,False,False,False
45,15.0,marine-api,AbstractSentenceListener,net.sf.marineapi.nmea.event.abstractsentencelistenertest.testgenericshidinglistenerwithunexpectedsentence,0.0,False,False,False
46,15.0,marine-api,SentenceReader,net.sf.marineapi.nmea.io.sentencereadertest.testaddsentencelistenersentencelistenerstring,0.0,True,False,False
47,15.0,marine-api,SentenceReader,net.sf.marineapi.nmea.io.sentencereadertest.testdatalistener,0.0,True,False,False
48,15.0,marine-api,SentenceReader,net.sf.marineapi.nmea.io.sentencereadertest.testfirereadingpaused,0.0,True,True,False
50,15.0,marine-api,SentenceReader,net.sf.marineapi.nmea.io.sentencereadertest.testremovesentencelistener,0.0,False,False,False
