,tp,fp,tn,fn,precision,recall,accuracy,inspection_rate,f1_score,mcc
0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1,1.0,10.0,0.0,0.0,0.09090909090909091,1.0,0.09090909090909091,1.0,0.16666666666666669,0.0
2,1.0,10.0,0.0,0.0,0.09090909090909091,1.0,0.09090909090909091,1.0,0.16666666666666669,0.0
3,1.0,10.0,0.0,0.0,0.09090909090909091,1.0,0.09090909090909091,1.0,0.16666666666666669,0.0
4,1.0,10.0,0.0,0.0,0.09090909090909091,1.0,0.09090909090909091,1.0,0.16666666666666669,0.0
5,0.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
6,0.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
7,0.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
8,0.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
9,0.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
10,4.0,101.0,0.0,0.0,0.03636363636363636,0.4,0.03636363636363636,0.06666666666666668,0.0,
