,tp,fp,tn,fn,precision,recall,accuracy,inspection_rate,f1_score,mcc
0,0.0,0.0,182.0,56.0,0.0,0.0,0.7647058823529411,0.0,0.0,0.0
1,0.0,0.0,182.0,56.0,0.0,0.0,0.7647058823529411,0.0,0.0,0.0
2,0.0,0.0,181.0,56.0,0.0,0.0,0.7637130801687764,0.0,0.0,0.0
3,0.0,0.0,181.0,56.0,0.0,0.0,0.7637130801687764,0.0,0.0,0.0
4,0.0,0.0,181.0,56.0,0.0,0.0,0.7637130801687764,0.0,0.0,0.0
5,0.0,0.0,181.0,56.0,0.0,0.0,0.7637130801687764,0.0,0.0,0.0
6,0.0,0.0,181.0,56.0,0.0,0.0,0.7637130801687764,0.0,0.0,0.0
7,0.0,0.0,181.0,56.0,0.0,0.0,0.7637130801687764,0.0,0.0,0.0
8,0.0,0.0,181.0,56.0,0.0,0.0,0.7637130801687764,0.0,0.0,0.0
9,0.0,0.0,181.0,56.0,0.0,0.0,0.7637130801687764,0.0,0.0,0.0
10,0.0,0.0,1812.0,560.0,0.0,0.0,0.7639116406056093,0.0,0.0,
