idProject,nameProject,productionClass,testCase,ERNC,FRNC,isResourceOptimism,isResourceOptimismManual
10,vertx-mqtt,MqttServerConnection,io.vertx.mqtt.test.server.mqttserverconnectiontest.acceptedclientidautogenerated,1,0,True,False
10,vertx-mqtt,MqttServerConnection,io.vertx.mqtt.test.server.mqttserverconnectiontest.refusedserverunavailable,1,0,True,False
10,vertx-mqtt,MqttServerConnection,io.vertx.mqtt.test.server.mqttserverconnectiontest.refusedunacceptableprotocolversion,1,0,True,False
