idProject,nameProject,productionClass,testCase,ERNC,FRNC,isResourceOptimism,isResourceOptimismManual
14,http-request,HttpRequest,com.github.kevinsawicki.http.httprequesttest.acceptcharsetheader,0,0,False,False
14,http-request,HttpRequest,com.github.kevinsawicki.http.httprequesttest.appendnullmappedqueryparams,0,0,False,False
14,http-request,HttpRequest,com.github.kevinsawicki.http.httprequesttest.appendvarargsqueryparamswithpath,0,0,False,False
14,http-request,HttpRequest,com.github.kevinsawicki.http.httprequesttest.appendwithnullvaragsqueryparamvalues,0,0,False,False
14,http-request,HttpRequest,com.github.kevinsawicki.http.httprequesttest.cachecontrolheader,0,0,False,False
14,http-request,HttpRequest,com.github.kevinsawicki.http.httprequesttest.chunkpost,0,0,False,False
14,http-request,HttpRequest,com.github.kevinsawicki.http.httprequesttest.dateheader,0,0,False,False
14,http-request,HttpRequest,com.github.kevinsawicki.http.httprequesttest.deleteempty,0,0,False,False
14,http-request,HttpRequest,com.github.kevinsawicki.http.httprequesttest.getemptyparameter,0,0,False,False
14,http-request,HttpRequest,com.github.kevinsawicki.http.httprequesttest.geterror,0,0,False,False
14,http-request,HttpRequest,com.github.kevinsawicki.http.httprequesttest.getmissingparameter,0,0,False,False
14,http-request,HttpRequest,com.github.kevinsawicki.http.httprequesttest.getparameterfrommissingheader,0,0,False,False
14,http-request,HttpRequest,com.github.kevinsawicki.http.httprequesttest.getquotedparameters,0,0,False,False
14,http-request,HttpRequest,com.github.kevinsawicki.http.httprequesttest.getreaderwithcharset,0,0,False,False
14,http-request,HttpRequest,com.github.kevinsawicki.http.httprequesttest.gettooutputbody,0,0,False,False
14,http-request,HttpRequest,com.github.kevinsawicki.http.httprequesttest.geturlempty,0,0,False,False
14,http-request,HttpRequest,com.github.kevinsawicki.http.httprequesttest.geturlencodedwithunicode,0,0,False,False
14,http-request,HttpRequest,com.github.kevinsawicki.http.httprequesttest.getwithmappedqueryparams,0,0,False,False
14,http-request,HttpRequest,com.github.kevinsawicki.http.httprequesttest.httpstrust,0,0,False,False
14,http-request,HttpRequest,com.github.kevinsawicki.http.httprequesttest.ifnonematchheader,0,0,False,False
14,http-request,HttpRequest,com.github.kevinsawicki.http.httprequesttest.locationheader,0,0,False,False
14,http-request,HttpRequest,com.github.kevinsawicki.http.httprequesttest.malformedintheader,0,0,False,False
14,http-request,HttpRequest,com.github.kevinsawicki.http.httprequesttest.noerror,0,0,False,False
14,http-request,HttpRequest,com.github.kevinsawicki.http.httprequesttest.nulluploadprogress,0,4,True,False
14,http-request,HttpRequest,com.github.kevinsawicki.http.httprequesttest.postwithescapedvarargsqueryparams,0,0,False,False
14,http-request,HttpRequest,com.github.kevinsawicki.http.httprequesttest.putempty,0,0,False,False
14,http-request,HttpRequest,com.github.kevinsawicki.http.httprequesttest.putwithescapedmappedqueryparams,0,0,False,False
14,http-request,HttpRequest,com.github.kevinsawicki.http.httprequesttest.putwithvarargsqueryparams,0,0,False,False
14,http-request,HttpRequest,com.github.kevinsawicki.http.httprequesttest.receiveappendable,0,0,False,False
14,http-request,HttpRequest,com.github.kevinsawicki.http.httprequesttest.receivefile,0,6,True,False
14,http-request,HttpRequest,com.github.kevinsawicki.http.httprequesttest.receiveprintstream,0,0,False,False
14,http-request,HttpRequest,com.github.kevinsawicki.http.httprequesttest.requestcontenttypeemptycharset,0,0,False,False
14,http-request,HttpRequest,com.github.kevinsawicki.http.httprequesttest.senderrorclosestream,0,0,False,False
14,http-request,HttpRequest,com.github.kevinsawicki.http.httprequesttest.singlesslsocketfactory,0,0,False,True
14,http-request,HttpRequest,com.github.kevinsawicki.http.httprequesttest.uploadprogresssend,0,4,True,False
14,http-request,HttpRequest,com.github.kevinsawicki.http.httprequesttest.uploadprogresssendreader,0,5,True,False
