8587,4,openpojo,BusinessIdentity,com.openpojo.business.businessidentitytest.testincompleteobject,False,True
8595,4,openpojo,CacheStorageFactory,com.openpojo.cache.cachestoragefactorytest.shouldreturntemporalcache,False,True
8597,4,openpojo,DirtTruck,com.openpojo.issues.issue31.dirttrucktest.validate,False,True
8602,4,openpojo,CollectionRandomGenerator,com.openpojo.random.collection.collectionrandomgeneratortest.whengeneratewithgeneric_generatecorrectly,False,True
8624,4,openpojo,ObjectRandomGenerator,com.openpojo.random.impl.objectrandomgeneratortest.testdogenerate,False,True
8633,4,openpojo,URLRandomGenerator,com.openpojo.random.impl.urlrandomgeneratortest.gettypesreturnsurltypeonly,False,True
8635,4,openpojo,VoidRandomGenerator,com.openpojo.random.impl.voidrandomgeneratortest.testgetinstance,False,True
8642,4,openpojo,RandomFactory,com.openpojo.random.randomfactorytest.shouldpopulatefieldswithbusinesskeys,False,True
8673,4,openpojo,PojoClassImpl,com.openpojo.reflection.impl.pojoclassimpltest.testisfinalonnonfinalclass,False,True
8681,4,openpojo,PojoMethodImpl,com.openpojo.reflection.impl.pojomethodimpltest.classwithprivateconstructorandbuilder_hassyntheticconstrutor,False,True
8691,4,openpojo,JARPackageLoader,com.openpojo.reflection.java.packageloader.impl.jarpackageloadertest.shouldgetjarsubpackages,False,True
8694,4,openpojo,FileSystemReader,com.openpojo.reflection.java.packageloader.reader.filesystemreadertest.throwsproperexception,True,True
8706,4,openpojo,PojoValidator,com.openpojo.validation.pojovalidatortest.shouldinvokeruleonabstract,False,True
8719,4,openpojo,ToStringHelper,com.openpojo.validation.utils.tostringhelpertest.shouldreturnerrormessagewhentostringthrowserrors,False,True
8721,4,openpojo,ValidatorBuilder,com.openpojo.validation.validatorbuildertest.createreturnsvalidatorbuilder,False,True
8607,4,openpojo,RoleListRandomGenerator,com.openpojo.random.collection.list.rolelistrandomgeneratortest.endtoend,False,True
8609,4,openpojo,RoleUnresolvedListRandomGenerator,com.openpojo.random.collection.list.roleunresolvedlistrandomgeneratortest.shouldbeabletocreate,False,True
