,idProject,nameProject,productionClass,testCase,NMC,isEagerTest,isEagerTestManual,prediction
1,13.0,hadoop,Configuration,org.apache.hadoop.conf.testconfiguration.testboolean,0.0,True,False,False
3,13.0,hadoop,Configuration,org.apache.hadoop.conf.testconfiguration.testcompactformat,5.0,True,False,True
4,13.0,hadoop,Configuration,org.apache.hadoop.conf.testconfiguration.testconcurrentaccesses,4.0,True,False,False
5,13.0,hadoop,Configuration,org.apache.hadoop.conf.testconfiguration.testdoublevalues,4.0,True,False,True
8,13.0,hadoop,Configuration,org.apache.hadoop.conf.testconfiguration.testenumfromxml,4.0,True,False,False
10,13.0,hadoop,Configuration,org.apache.hadoop.conf.testconfiguration.testfinalwarningsmultipleoverride,4.0,True,False,False
12,13.0,hadoop,Configuration,org.apache.hadoop.conf.testconfiguration.testgettingpropertieswithprefix,0.0,True,True,True
16,13.0,hadoop,Configuration,org.apache.hadoop.conf.testconfiguration.testincludeswithfallback,9.0,True,False,False
18,13.0,hadoop,Configuration,org.apache.hadoop.conf.testconfiguration.testintegerranges,0.0,True,False,False
20,13.0,hadoop,Configuration,org.apache.hadoop.conf.testconfiguration.testoverlay,4.0,True,False,False
22,13.0,hadoop,Configuration,org.apache.hadoop.conf.testconfiguration.testtimeduration,0.0,True,True,False
25,13.0,hadoop,ConfServlet,org.apache.hadoop.conf.testconfservlet.testwritexml,1.0,True,True,False
29,13.0,hadoop,KMS,org.apache.hadoop.crypto.key.kms.server.testkms.testkmsjmx,6.0,True,True,True
34,13.0,hadoop,KMS,org.apache.hadoop.crypto.key.kms.server.testkms.teststartstophttpspseudo,0.0,True,True,True
36,13.0,hadoop,KMSACLs,org.apache.hadoop.crypto.key.kms.server.testkmsacls.testkeyaclconfigurationload,0.0,False,False,False
38,13.0,hadoop,KMSAudit,org.apache.hadoop.crypto.key.kms.server.testkmsaudit.testinitauditloggers,0.0,True,False,True
39,13.0,hadoop,LoadBalancingKMSClientProvider,org.apache.hadoop.crypto.key.kms.testloadbalancingkmsclientprovider.testclientretrieswithruntimeexception,0.0,False,False,True
41,13.0,hadoop,LoadBalancingKMSClientProvider,org.apache.hadoop.crypto.key.kms.testloadbalancingkmsclientprovider.testwarmupencryptedkeyswhenoneprovidersucceeds,0.0,False,False,False
