idProject,nameProject,productionClass,testCase,NRDB,NRF,isMysteryGuest,isMysteryGuestManual
12,jimfs,AbstractWatchService,com.google.common.jimfs.abstractwatchservicetest.testclosedwatcher,0.0,0.0,False,False
12,jimfs,AbstractWatchService,com.google.common.jimfs.abstractwatchservicetest.testkeyrequeuedonresetifeventsarepending,0.0,0.0,False,False
12,jimfs,AbstractWatchService,com.google.common.jimfs.abstractwatchservicetest.testpostevent,0.0,0.0,False,False
12,jimfs,AttributeService,com.google.common.jimfs.attributeservicetest.testgetattribute_failsforattributesnotdefinedbyprovider,0.0,1.0,True,True
12,jimfs,AttributeService,com.google.common.jimfs.attributeservicetest.testgetfileattributeview_isnullforunsupportedview,0.0,7.0,True,True
12,jimfs,AttributeService,com.google.common.jimfs.attributeservicetest.testreadattributes_asobject,0.0,4.0,True,True
12,jimfs,AttributeService,com.google.common.jimfs.attributeservicetest.testreadattributes_failsforunsupportedattributestype,0.0,2.0,True,True
12,jimfs,AttributeService,com.google.common.jimfs.attributeservicetest.testsetattribute_failsforattributethatisnotsettable,0.0,1.0,True,True
12,jimfs,AttributeService,com.google.common.jimfs.attributeservicetest.testsetattribute_oncreate_failsforattributethatisnotsettableoncreate,0.0,3.0,True,True
12,jimfs,AttributeService,com.google.common.jimfs.attributeservicetest.testsupportsfileattributeview,0.0,6.0,True,False
12,jimfs,Configuration,com.google.common.jimfs.configurationtest.testcreatefilesystemfromconfigurationwithworkingdirectorynotunderconfiguredroot,0.0,2.0,True,False
12,jimfs,Configuration,com.google.common.jimfs.configurationtest.testdefaultwindowsconfiguration,0.0,0.0,False,False
12,jimfs,Configuration,com.google.common.jimfs.configurationtest.testsetdefaultattributevalue_illegalattributeformat,0.0,0.0,False,False
12,jimfs,Configuration,com.google.common.jimfs.configurationtest.testsettingrootsunsupportedbypathtype,0.0,0.0,False,False
12,jimfs,Configuration,com.google.common.jimfs.configurationtest.testsettingworkingdirectorywithrelativepath,0.0,0.0,False,False
