idProject,nameProject,productionClass,testCase,NRDB, NRF, isMysteryGuest ,isMysteryGuestManual
17,riptide,BackupRequestPlugin,org.zalando.riptide.backup.backuprequestplugintest.shouldsendbackuprequestsforgetwithbody,0.0,0.0,False,False
17,riptide,CancelableCompletableFuture,org.zalando.riptide.cancelablecompletablefuturetest.shouldforwardresult,0.0,0.0,False,False
17,riptide,Capture,org.zalando.riptide.capture.capturetest.shouldcapturenull,0.0,0.0,False,False
17,riptide,Completion,org.zalando.riptide.capture.completiontest.shouldjoinsuccessfully,0.0,0.0,False,False
17,riptide,Completion,org.zalando.riptide.completiontest.shouldjoinsuccessfully,0.0,0.0,False,False
17,riptide,ConditionalIdempotentMethodDetector,org.zalando.riptide.conditionalidempotentmethoddetectortest.shoulddetectifmatch,0.0,0.0,False,False
17,riptide,ConditionalIdempotentMethodDetector,org.zalando.riptide.conditionalidempotentmethoddetectortest.shoulddetectifnonematch,0.0,0.0,False,False
17,riptide,ConditionalIdempotentMethodDetector,org.zalando.riptide.conditionalidempotentmethoddetectortest.shoulddetectifunmodifiedsincecaseinsensitive,0.0,0.0,False,False
17,riptide,ConditionalIdempotentMethodDetector,org.zalando.riptide.conditionalidempotentmethoddetectortest.shouldnotdetectunconditional,0.0,0.0,False,False
17,riptide,DefaultIdempotentMethodDetector,org.zalando.riptide.defaultidempotentmethoddetectortest.get,0.0,0.0,False,False
17,riptide,DefaultIdempotentMethodDetector,org.zalando.riptide.defaultidempotentmethoddetectortest.options,0.0,0.0,False,False
17,riptide,DefaultIdempotentMethodDetector,org.zalando.riptide.defaultidempotentmethoddetectortest.trace,0.0,0.0,False,False
17,riptide,DefaultRequestArguments,org.zalando.riptide.defaultrequestargumentstest.shouldmodifyvalue,0.0,0.0,False,False
17,riptide,HttpDateDelayParser,org.zalando.riptide.failsafe.httpdatedelayparsertest.shouldparsehttpdate,0.0,0.0,False,False
17,riptide,LoggingRetryListener,org.zalando.riptide.failsafe.loggingretrylistenertest.shouldlogfailure,0.0,0.0,False,False
17,riptide,LoggingRetryListener,org.zalando.riptide.failsafe.loggingretrylistenertest.shouldnotlogresults,0.0,0.0,False,False
17,riptide,MetricsCircuitBreakerListener,org.zalando.riptide.failsafe.metrics.metricscircuitbreakerlistenertest.shouldrecordhalfopen,0.0,0.0,False,False
17,riptide,MetricsCircuitBreakerListener,org.zalando.riptide.failsafe.metrics.metricscircuitbreakerlistenertest.shouldrecordopen,0.0,0.0,False,False
17,riptide,GzipHttpRequestInterceptor,org.zalando.riptide.httpclient.gziphttprequestinterceptortest.shouldcompressbody,0.0,0.0,False,False
17,riptide,RestAsyncClientHttpRequest,org.zalando.riptide.httpclient.restasyncclienthttprequesttest.getmethodvalue,0.0,0.0,False,False
17,riptide,IdempotencyKeyIdempotentMethodDetector,org.zalando.riptide.idempotencykeyidempotentmethoddetectortest.shoulddetectidempotencykeycaseinsensitive,0.0,0.0,False,False
17,riptide,MetricsPlugin,org.zalando.riptide.metrics.metricsplugintest.shouldnotrecordfailuremetric,0.0,0.0,False,False
17,riptide,OverrideSafeMethodDetector,org.zalando.riptide.overridesafemethoddetectortest.shouldnotdetectoverriddenmethod,0.0,0.0,False,False
17,riptide,Plugin,org.zalando.riptide.plugintest.shouldprepareincorrectorder,0.0,0.0,False,False
17,riptide,ProblemRoute,org.zalando.riptide.problem.problemroutetest.shouldpropagatelegacyproblemwithalternativespelling,0.0,0.0,False,False
17,riptide,ProblemRoute,org.zalando.riptide.problem.problemroutetest.shouldpropagateproblem,0.0,0.0,False,False
17,riptide,Requester,org.zalando.riptide.requestertest.shouldexpandone,0.0,0.0,False,False
17,riptide,Requester,org.zalando.riptide.requestertest.shouldexpandongetwithheaders,0.0,0.0,False,False
17,riptide,Requester,org.zalando.riptide.requestertest.shouldexpandongetwithheadersandbody,1.0,0.0,True,False
17,riptide,Requester,org.zalando.riptide.requestertest.shouldexpandtwo,0.0,0.0,False,False
17,riptide,Route,org.zalando.riptide.routetest.shoulddonothing,0.0,0.0,False,False
17,riptide,Route,org.zalando.riptide.routetest.shouldmapheaders,0.0,0.0,False,True
17,riptide,Route,org.zalando.riptide.routetest.shouldmaplocation,0.0,0.0,False,False
17,riptide,Route,org.zalando.riptide.routetest.shouldpass,0.0,0.0,False,False
17,riptide,Route,org.zalando.riptide.routetest.shouldpropagateioexceptionasis,0.0,0.0,False,False
17,riptide,RoutingTree,org.zalando.riptide.routingtreetest.shouldcatchioexceptionfromresponse,0.0,2.0,True,False
17,riptide,RoutingTree,org.zalando.riptide.routingtreetest.shouldcreatenewroutingtreeifnotchanged,0.0,0.0,False,False
17,riptide,RoutingTree,org.zalando.riptide.routingtreetest.shouldfailforduplicatebindings,0.0,0.0,False,False
17,riptide,RoutingTree,org.zalando.riptide.routingtreetest.shoulduselastattributeroute,0.0,0.0,False,False
17,riptide,RoutingTree,org.zalando.riptide.routingtreetest.shoulduselastwildcardroute,0.0,0.0,False,False
17,riptide,Plugin,org.zalando.riptide.spring.plugintest.shouldusefailsafeplugin,0.0,0.0,False,False
17,riptide,Plugin,org.zalando.riptide.spring.plugintest.shoulduseoriginalstacktraceplugin,0.0,0.0,False,False
17,riptide,Ratio,org.zalando.riptide.spring.ratiotest.shouldapplyto,0.0,0.0,False,False
17,riptide,Ratio,org.zalando.riptide.spring.ratiotest.shouldfailonunsupportedratioformat,0.0,0.0,False,False
17,riptide,Ratio,org.zalando.riptide.spring.ratiotest.shouldparseamountdividedtotal,0.0,0.0,False,False
17,riptide,RiptidePostProcessor,org.zalando.riptide.spring.riptidepostprocessortest.shouldfailonmissingparser,0.0,0.0,False,False
17,riptide,TimeSpan,org.zalando.riptide.spring.timespantest.shouldfailonunsupportedtimespanformat,0.0,0.0,False,False
17,riptide,TimeSpan,org.zalando.riptide.spring.timespantest.shouldparsenonlowercase,0.0,0.0,False,False
17,riptide,TimeSpan,org.zalando.riptide.spring.timespantest.shouldparseusingconstructor,0.0,0.0,False,False
17,riptide,StreamConverter,org.zalando.riptide.stream.streamconvertertest.shouldnotsupportwritegeneric,0.0,0.0,False,False
