idProject,nameProject,productionClass,testCase,NRDB,NRF,isMysteryGuest,isMysteryGuestManual
22,luwak,Benchmark,uk.co.flax.luwak.benchmark.testbenchmark.testbasicbenchmarking,0.0,0.0,False,False
22,luwak,Benchmark,uk.co.flax.luwak.benchmark.testbenchmark.testpresearcherbenchmarking,0.0,0.0,False,False
22,luwak,HighlightingMatcher,uk.co.flax.luwak.matchers.testhighlightingmatcher.testdisjunctionwithunorderednearspans,0.0,0.0,False,False
22,luwak,HighlightingMatcher,uk.co.flax.luwak.matchers.testhighlightingmatcher.testidenticalmatches,0.0,0.0,False,False
22,luwak,HighlightingMatcher,uk.co.flax.luwak.matchers.testhighlightingmatcher.testminshouldmatchquery,0.0,0.0,False,False
22,luwak,HighlightingMatcher,uk.co.flax.luwak.matchers.testhighlightingmatcher.testwildcardbooleanrewrites,0.0,0.0,False,False
22,luwak,QueryAnalyzer,uk.co.flax.luwak.termextractor.testqueryanalyzer.testdisjunctionswithanyclausesonlyreturnanytoken,1.0,0.0,True,False
22,luwak,QueryAnalyzer,uk.co.flax.luwak.termextractor.testqueryanalyzer.testnestedconjunctions,0.0,0.0,False,False
22,luwak,ConcurrentQueryLoader,uk.co.flax.luwak.testconcurrentqueryloader.testerrorhandling,0.0,0.0,False,False
22,luwak,ConcurrentQueryLoader,uk.co.flax.luwak.testconcurrentqueryloader.testloading,0.0,0.0,False,False
22,luwak,InputDocument,uk.co.flax.luwak.testinputdocument.testcannotaddreservedfieldname,0.0,0.0,False,False
22,luwak,Monitor,uk.co.flax.luwak.testmonitor.canclearthemonitor,0.0,0.0,False,False
22,luwak,Monitor,uk.co.flax.luwak.testmonitor.candeletebyid,0.0,0.0,False,False
22,luwak,Monitor,uk.co.flax.luwak.testmonitor.matchstatisticsarereported,0.0,0.0,False,False
22,luwak,Monitor,uk.co.flax.luwak.testmonitor.testdocumentbatching,0.0,0.0,False,False
22,luwak,Monitor,uk.co.flax.luwak.testmonitor.updatesoverwriteoldqueries,0.0,0.0,False,False
22,luwak,QueryDecomposer,uk.co.flax.luwak.testquerydecomposer.testsimpledisjunctions,0.0,0.0,False,False
22,luwak,QueryDecomposer,uk.co.flax.luwak.testquerydecomposer.testsinglevaluedconjunctions,0.0,0.0,False,False
22,luwak,QueryDecomposer,uk.co.flax.luwak.testquerydecomposer.testsinglevaluedconjunctwithexclusions,3.0,0.0,True,False
22,luwak,SlowLog,uk.co.flax.luwak.testslowlog.testslowlog,0.0,0.0,False,False
22,luwak,ForceNoBulkScoringQuery,uk.co.flax.luwak.util.testforcenobulkscoringquery.testrewrite,0.0,0.0,False,False
22,luwak,SpanRewriter,uk.co.flax.luwak.util.testspanrewriter.testmultitermqueryequals,0.0,0.0,False,False
22,luwak,SpanRewriter,uk.co.flax.luwak.util.testspanrewriter.testphrasequery,0.0,0.0,False,False
22,luwak,SpanRewriter,uk.co.flax.luwak.util.testspanrewriter.testtermsquerywithmultiplefields,0.0,0.0,False,False
